id,name__ps,name__fr,name__en,name__de,name__ur,name__es,name__fa,name__nl,name__sd,name,wikipedia__de,wikipedia__en,wikipedia__fa,wikipedia__fr,wikipedia__ps,wikipedia__sd,wikipedia__ur,gender,birth_date,original_wikiname,given_name,wikipedia__enwikiquote,name__it,name__en_gb,identifier__VIAF,name__pnb,wikipedia__pnb,name__ru,name__ar,wikipedia__ar,wikipedia__ru,identifier__freebase,name__bn,name__gu,name__hi,name__id,name__ja,name__ka,name__kn,name__ko,name__ml,name__mr,name__ms,name__sv,name__ta,name__te,name__zh,name__nb,name__pa,name__bg,name__mzn,name__he,name__et,name__fi,name__da,name__tr,name__ne,wikipedia__bg,wikipedia__bn,wikipedia__commons,wikipedia__es,wikipedia__gu,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pa,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__zh,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__NPG,identifier__FAST,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__yo,name__vi,name__sh,name__pt,name__th,name__ca,name__uk,name__nn,name__eu,name__lb,name__pam,name__sr,name__eo,name__el,name__io,name__ks,name__cs,name__en_ca,name__pt_br,name__sa,name__mai,name__be,wikipedia__be,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__io,wikipedia__ks,wikipedia__lb,wikipedia__mai,wikipedia__nn,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__sa,wikipedia__sh,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,website,identifier__NNDB,facebook,name__az,wikipedia__az,name__oc,name__hu,last_seen,name__sco,wikipedia__sco,wikipedia__plwikiquote,twitter,occupation,name__cy,death_date,identifier__nyt_topic,name__la,wikipedia__la,identifier__quora,wikipedia__hif,name__hif,wikipedia__hr,name__hr,wikipedia__dty,name__dty,name__fo,name__kl,name__bar,name__gl,wikipedia__azb,wikipedia__bcl,wikipedia__fawikiquote,wikipedia__hy,wikipedia__cy,name__azb,name__bcl,name__hy,name__mk,family_name,wikipedia__br,name__be_tarask,name__br,name__lv,wikipedia__lv,wikipedia__uz,name__uz,identifier__Britannica,identifier__GTAA,identifier__OLID,identifier__NTA,wikipedia__wuu,name__wuu,name__tg,name__sl,name__ga,name__ast,wikipedia__ast,wikipedia__ga,wikipedia__gl,wikipedia__sl,identifier__BIBSYS,wikipedia__ckb,wikipedia__urwikiquote,wikipedia__bh,honorific_prefix,wikipedia__af,name__bho,name__af,name__ckb,wikipedia__ie,wikipedia__xmf,name__xmf,name__ie,wikipedia__sat,name__sat
Q18816129,,,Malik Shakir Bashir Awan,,ملک شاکر بشیر اعوان,,,Malik Shakir Bashir Awan,,Malik Shakir Bashir Awan,,Malik Shakir Bashir Awan,,,,,ملک شاکر بشیر اعوان,male,1965-10-29,Malik Shakir Bashir Awan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816130,,,Malik Muhammad Uzair Khan,,عزیر خان,,,Malik Muhammad Uzair Khan,,Malik Muhammad Uzair Khan,,Uzair Khan,,,,,عزیر خان,male,,Uzair Khan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816132,,,Sardar Shafqat Hayat Khan,,سردار شفقت حیات خان,,,Sardar Shafqat Hayat Khan,,Sardar Shafqat Hayat Khan,,Sardar Shafqat Hayat Khan,,,,,سردار شفقت حیات خان,male,,Sardar Shafqat Hayat Khan,Sardar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816133,,,Mohsin Nawaz Ranjha,,محسن نواز رانجھا,,,Mohsin Shahnawaz Ranjha,,Mohsin Nawaz Ranjha,,Mohsin Shahnawaz Ranjha,,,,,محسن شاہنواز رانجھا,male,1977-07-22,Mohsin Shahnawaz Ranjha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816136,,,Malik Iqbal Mehdi Khan,,,,,Malik Iqbal Mehdi Khan,,Malik Iqbal Mehdi Khan,,Malik Iqbal Mehdi Khan,,,,,,male,1952-01-01,Malik Iqbal Mehdi Khan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malik Iqbal Mehdi Khan,,,,,,,,,,,,,,,,,,,,,
Q18816137,,,Sardar Mumtaz Khan,,سردار ممتاز خان,,,Sardar Mumtaz Khan,,Sardar Mumtaz Khan,,Sardar Mumtaz Khan,,,,,سردار ممتاز خان,male,1939-05-26,Sardar Mumtaz Khan,Sardar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816138,,,Muhammad Zain Elahi,,محمد زین الہٰی,,,Muhammad Zain Elahi,,Muhammad Zain Elahi,,Muhammad Zain Elahi,,,,,محمد زین الہٰی,male,1987-04-15,Muhammad Zain Elahi,Muhammed,,Muhammad Zain Elahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816140,,,Malik Ihtebar Khan,,ملک اعتبار خان,,,Malik Ihtebar Khan,,Malik Ihtebar Khan,,Malik Aitbar Khan,,,,,ملک اعتبار خان,male,1953-09-01,Malik Ihtebar Khan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816141,,,Malik Ibrar Ahmed,,ملک ابرار احمد,,,Malik Ibrar Ahmed,,Malik Ibrar Ahmed,,Malik Ibrar Ahmed,,,,,ملک ابرار احمد,male,1970-01-03,Malik Ibrar Ahmed,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816145,,,Tariq Fazal Chaudhry,,طارق فضل چوہدری,,,Tariq Fazal Chaudhry,,Tariq Fazal Chaudhry,,Tariq Fazal Chaudhry,,,,,طارق فضل چوہدری,male,1969-06-07,Tariq Fazal Chaudhry,Tariq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Tariq Fazal Chaudhry,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/db/USAID_Mobile_Bus_Libraries_Handover_Ceremony_-_2017_(37572084055)_(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816146,,,Qaiser Jamal,,قیصر جمال,,,Qaiser Jamal,,Qaiser Jamal,,Qaiser Jamal,,,,,قیصر جمال,male,1982-01-16,Qaiser Jamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816148,,,Shahab Uddin,,شہاب الدین,,,Shahab Uddin,,Shahab Uddin,,Shahab Uddin Khan,,,,,شہاب الدین,male,1965-01-01,Shahab Uddin,,,Shahab Uddin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816149,,,Muhammad Jamal ul Din,,محمد جمال الدین,,,Muhammad Jamal ud Din,,Muhammad Jamal ul Din,,Muhammad Jamal ud Din,,,,,محمد جمال الدین,male,1961-01-01,Muhammad Jamal ud Din,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816150,,,Nasir Khan,,,,,Nasir Khan,,Nasir Khan,,Nasir Khan Afridi,,,,,,male,,Nasir Khan (FATA politician),,,,,,,,Насир Кхан,,,,,নাসির খান,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816154,,,Muhammad Nazeer Khan,,محمد نظیر خان,,,Muhammad Nazeer Khan,,Muhammad Nazeer Khan,,Muhammad Nazeer Khan,,,,,محمد نظیر خان,male,1971-01-01,Muhammad Nazeer Khan,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816156,,,Sajid Hussain Turi,,ساجد حسین طوری,,,Sajid Hussain,,Sajid Hussain Turi,,Sajid Hussain,,,,,ساجد حسین,male,1977-02-12,Sajid Hussain,Sajid,,,,,,,,,,,,সাজিদ হুসেন,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816163,,,Sahibzada Muhammad Yaqoob,,صاحبزادہ محمد یعقوب,,,Sahibzada Muhammad Yaqoob,,Sahibzada Muhammad Yaqoob,,Sahibzada Muhammad Yaqoob,,,,,صاحبزادہ محمد یعقوب,male,1952-03-15,Sahibzada Muhammad Yaqoob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816166,,,Sahabzada Tariq Ullah,,صاحبزادہ طارق اللہ,,,Sahabzada Tariq Ullah,,Sahabzada Tariq Ullah,,Sahabzada Tariq Ullah,,,,,صاحبزادہ طارق اللہ,male,1956-04-25,Sahabzada Tariq Ullah,,,Sahabzada Tariq Ullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816168,,,Saleem Rehman,,سلیم رحمان,,,Saleem Rehman,,Saleem Rehman,,Salim Rehman,,,,,سلیم رحمان,male,1967-01-01,Salim Rehman,,,Saleem Rehman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816169,,Sher Akbar Khan,Sher Akbar Khan,,شیر اکبر خان,,,Sher Akbar Khan,,Sher Akbar Khan,,Sher Akbar Khan,,,,,شیر اکبر خان,male,1957-04-01,Sher Akbar Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816174,,,Sarzameen Khan,,سر ضامن خان,,,Sarzameen Khan,,Sarzameen Khan,,Sar Zamin Khan,,,,,سر ضامن خان,male,1981-04-03,Sar Zamin Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816176,,,Qari Muhammad Yousuf,,قاری محمد یوسف,,,Qari Muhammad Yousuf,,Qari Muhammad Yousuf,,Qari Muhammad Yousuf,,,,,قاری محمد یوسف,male,1952-01-01,Qari Muhammad Yousuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816178,,,Muhammad Safdar,,محمد صفدر اعوان,,,Muhammad Safdar,,Muhammad Safdar,,Muhammad Safdar Awan,,,,,محمد صفدر اعوان,male,1963-01-19,Muhammad Safdar (politician),Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,captsafdarawan,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816184,,Muhammad Azhar Jadoon,Muhammad Azhar Jadoon,,محمد اظہر جدون,,,Muhammad Azhar Jadoon,,Muhammad Azhar Jadoon,,Muhammad Azhar Jadoon,,,,,محمد اظہر جدون,male,1960-04-03,Muhammad Azhar Jadoon,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816185,,,Khial Zaman,,خیال زمان,,,Khial Zaman Orakzai,,Khial Zaman,,Khayal Zaman Orakzai,,,,,خیال زمان اورکزئی,male,,Khial Zaman Orakzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816187,,Nasir Khan,Nasir Khan,,ناصر خان خٹک,,,Nasir Khan,,Nasir Khan,,Nasir Khan Khattak,,,,,ناصر خان خٹک,male,1966-02-09,Nasir Khan Khattak,,,,,,,,Насир Кхан,,,,,নাসির খান,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816189,,,Usman Khan,,عثمان خان,,,Usman Khan,,Usman Khan,,Usman Khan Tarrakai,,,,,عثمان خان ترکئی,male,1947-09-01,Usman Khan Tarrakai,Usman,,,,,,,Усман Кхан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Usman-Khan-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816191,,Mujahid Ali,Mujahid Ali,,مجاہد علی,,,Mujahid Ali,,Mujahid Ali,,Mujahid Ali,,,,,مجاہد علی,male,1972-04-03,Mujahid Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816193,,,Muhammad Gohar Shah,,محمد گوہر شاہ,,,Muhammad Gohar Shah,,Muhammad Gohar Shah,,Muhammad Gohar Shah,,,,,محمد گوہر شاہ,male,1950-01-01,Muhammad Gohar Shah,Muhammed,,Muhammad Gohar Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816195,,,Siraj Muhammad Khan,,سراج محمد,,,Siraj Muhammad Khan,,Siraj Muhammad Khan,,Siraj Muhammad Khan,,,,,سراج محمد,male,1947-11-02,Siraj Muhammad Khan,,,,,,,,,,,,,সিরাজ মহম্মদ খান,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816201,,,Sajid Nawaz,,ساجد نواز,,,Sajid Nawaz,,Sajid Nawaz,,Sajid Nawaz,,,,,ساجد نواز,male,1975-03-25,Sajid Nawaz,Sajid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sajid Nawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517711,,,Shah Jahan Baloch,,,,,Shah Jahan Baloch,,Shah Jahan Baloch,,Shah Jahan Baloch,,,,,,male,1972-06-03,Shah Jahan Baloch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517852,,,Muhammad Ali Rashid,,,,,Muhammad Ali Rashid,,Muhammad Ali Rashid,,Muhammad Ali Rashid,,,,,,male,,Muhammad Ali Rashid,Muhammed,,Muhammad Ali Rashid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517865,,,Syed Asif Husnain,,,,,Syed Asif Husnain,,Syed Asif Husnain,,Syed Asif Husnain,,,,,,male,,Syed Asif Husnain,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517866,,,Kishwer Zehra,,کشور زہرہ,,,Kishwer Zehra,,Kishwer Zehra,,Kishwer Zehra,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517882,,,Nikhat Shakeel Khan,,,,,Nikhat Shakeel Khan,,Nikhat Shakeel Khan,,Nikhat Shakeel Khan,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517897,,,Shams Un Nisa,,شمس النساء,,,Shamasunnisa,,Shams Un Nisa,,Shams un Nisa,,,,,,female,,Shamasunnisa,,,Shamasunnisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517901,,,Nauman Islam Shaikh,,نعمان اسلام شیخ,,,Nauman Isla,,Nauman Islam Shaikh,,Nauman Islam Shaikh,,,,,,male,1978-07-24,Nauman Islam Shaikh,,,Nauman Isla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
