id,name,name__en,name__ht,name__es,name__fr,name__de,name__zh,wikipedia__en,wikipedia__ht,wikipedia__zh,identifier__VIAF,death_date,birth_date,gender,image,given_name,identifier__LCAuth,identifier__snac,original_wikiname,name__pt,name__pl,name__ru,name__yo,name__sv,name__nl,name__uk,name__nb,name__da,name__nn,name__hu,name__ar,wikipedia__ar,wikipedia__de,wikipedia__es,wikipedia__fr,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__yo,identifier__freebase,identifier__BNF,occupation,identifier__ISNI,identifier__SUDOC,identifier__Britannica,name__it,identifier__OLID,family_name,identifier__FAST,identifier__GND,identifier__CERL,name__fa,name__gl,wikipedia__commons,wikipedia__fa,wikipedia__frwikisource,wikipedia__gl,identifier__NLAtrove,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ml,name__ja,name__br,name__vi,name__eo,name__sr_el,name__sr_ec,name__tr,name__ro,name__fi,name__la,name__war,name__cs,name__th,name__sr,name__eu,name__hy,name__id,name__be,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__eu,wikipedia__fi,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__plwikiquote,wikipedia__ro,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__vi,wikipedia__war,identifier__NTA,identifier__GNC,identifier__NLI,identifier__bigenc_ru,identifier__CTHS,identifier__persee,name__mg,wikipedia__mg,identifier__IIAF,name__sl,wikipedia__sl,identifier__britishmuseum,identifier__GTAA,name__qu,wikipedia__qu,name__cy,identifier__nlg,name__ka,name__he,wikipedia__he,wikipedia__ka,name__el,wikipedia__el,identifier__NNDB,identifier__MusicBrainz,name__mr,wikipedia__mr,name__et,wikipedia__et,name__en_ca,name__en_gb,name__ca,name__oc,name__io,wikipedia__ca,wikipedia__io,wikipedia__simple,identifier__NUKAT,identifier__Munzinger,identifier__IMDB,name__mzn,wikipedia__frwikiquote,wikipedia__mzn,wikipedia__cy,identifier__SELIBR,name__hr,wikipedia__hr,name__mn,wikipedia__mn,wikipedia__enwikisource,identifier__OpenPlaques,name__jv,name__mk,name__sco,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__jv,wikipedia__mk,wikipedia__sco,identifier__CSPAN,website,twitter,identifier__BNE,name__csb,name__dsb,name__om,wikipedia__oc,name__szl,name__fo,name__ilo,wikipedia__fo,wikipedia__ilo,wikipedia__szl,wikipedia__vo,identifier__NLA,wikipedia__elwikisource,name__sh,wikipedia__enwikinews,wikipedia__sh,wikipedia__sk,identifier__discogs,identifier__quora,identifier__votesmart,identifier__FEC
Q323251,Aubelin Jolicoeur,Aubelin Jolicoeur,Aubelin Jolicoeur,Aubelin Jolicoeur,Aubelin Jolicoeur,Aubelin Jolicoeur,,Aubelin Jolicoeur,Aubelin Jolicoeur,,206004246,2005-02-14,1924-04-30,male,,,n2005088649,,Aubelin Jolicoeur,,,,,Aubelin Jolicoeur,Aubelin Jolicoeur,,Aubelin Jolicoeur,Aubelin Jolicoeur,Aubelin Jolicoeur,,,,Aubelin Jolicoeur,,Aubelin Jolicoeur,,,,,,,/m/05thkj,,journalist,,084121106,,,,,,,,,Aubelin Jolicoeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aubelin Jolicoeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3237688,Liautaud Ethéart,Liautaud Ethéart,Liautaud Etheart,,Liautaud Ethéart,Liautaud Ethéart,,Liautaud Ethéart,Liautaud Ethéart,,121261510,1888-11-21,1826-03-09,male,,,no2010084908,,Liautaud Ethéart,,,,,Liautaud Etheart,Liautaud Ethéart,,Liautaud Etheart,Liautaud Etheart,Liautaud Etheart,,,,,,Liautaud Ethéart,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3260361,Louis-Auguste Boisrond-Canal,Louis-Auguste Boisrond-Canal,,,Louis-Auguste Boisrond-Canal,,,,,,,1940,1847-03-01,male,,Louis,,,Louis-Auguste Boisrond-Canal,,,,,Louis Boisrond-Canal,,,Louis-Auguste Boisrond-Canal,Louis-Auguste Boisrond-Canal,Louis-Auguste Boisrond-Canal,,,,,,Louis-Auguste Boisrond-Canal,,,,Louis Boisrond-Canal,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3271119,Léon Laleau,Leon Laleau,Leon Laleau,Leon Laleau,Léon Laleau,Leon Laleau,,Leon Laleau,Léon Laleau,,27101960,1979-09-07,1892-08-03,male,,Leon,no98029372,,Léon Laleau,Leon Laleau,,,,Leon Laleau,Leon Laleau,,Leon Laleau,Leon Laleau,Leon Laleau,Leon Laleau,,,,,Léon Laleau,,Leon Laleau,,,,,/m/0ktc3y,12138437m,journalist,0000 0000 4057 4640,071343571,,,,,411264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3277041,Magloire Ambroise,Magloire Ambroise,,,Magloire Ambroise,,,Magloire Ambroise,,,,1807,1774,male,,,,,Magloire Ambroise,,Magloire Ambroise,,,,Magloire Ambroise,,,,,,,,,,Magloire Ambroise,Magloire Ambroise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3297560,Jude Célestin,Jude Célestin,,,Jude Célestin,Jude Célestin,,Jude Célestin,,,,,1962-06-19,male,https://upload.wikimedia.org/wikipedia/commons/e/ef/Celestin.jpg,Jude,,,Jude Célestin,Jude Celestin,Jude Célestin,,,,Jude Célestin,,,,,,,,,,Jude Célestin,Jude Célestin,Jude Celestin,,,,,,,politician,,,,,,Célestin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ჟუდ სელესტინი,,,ჟუდ სელესტინი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3297724,Massillon Coicou,Massillon Coicou,Massillon Coicou,,Massillon Coicou,Massillon Coicou,,Massillon Coicou,Massillon Coicou,,5067110,1908-03-15,1867-10-09,male,https://upload.wikimedia.org/wikipedia/commons/0/03/Massillon_Coicou.jpg,,n87810930,w66132tr,Massillon Coicou,,,,,,Massillon Coicou,,,,,,,,,,Massillon Coicou,,,,,,,,13075278q,politician,0000 0000 3723 0855,,,,OL364850A,,194695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3309296,Michel Clérié,Michel Clérié,,,Michel Clérié,Michel Clérié,,Michel Clérié,,,,,1947-09-28,male,https://upload.wikimedia.org/wikipedia/commons/7/7e/Senateurmichelclerie.jpg,Michel,,,Michel Clérié,,,,,,Michel Clérié,,,,,,,,,,Michel Clérié,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3371010,Paul Dejean,Paul Dejean,,,Paul Dejean,,,,,,,2005-11-22,1931-01-09,male,,Paul,,,Paul Dejean (écrivain),,,,,Paul Dejean,Paul Dejean,,Paul Dejean,Paul Dejean,Paul Dejean,,,,,,Paul Dejean (écrivain),,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Dejean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3380772,Philippe Thoby-Marcelin,Philippe Thoby-Marcelin,Philippe Thoby Marcelin,Philippe Thoby-Marcelin,Philippe Thoby-Marcelin,Philippe Thoby-Marcelin,,Philippe Thoby-Marcelin,Philippe Thoby-Marcelin,,52485878,1975-08-13,1904-12-11,male,https://upload.wikimedia.org/wikipedia/commons/d/d4/Philippe_Thoby-Marcelin.jpg,Philippe,n85147814,,Philippe Thoby-Marcelin,,,,,Philippe Thoby Marcelin,Philippe Thoby-Marcelin,,Philippe Thoby Marcelin,Philippe Thoby Marcelin,Philippe Thoby Marcelin,Philippe Thoby-Marcelin,,,,,Philippe Thoby-Marcelin,,,,,,,/m/0c4bvj0,11987895x,journalist,0000 0000 7858 0851,027945111,,,OL140944A,,167445,11880197X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3384967,Pierre Faubert,Pierre Faubert,Pierre Faubert,,Pierre Faubert,Pierre Faubert,,Pierre Faubert,Pierre Faubert,,61313252,1868-07-31,1806,male,,Pierre,no2007005777,,Pierre Faubert,,,,,,Pierre Faubert,,,,,,,,,,Pierre Faubert,,,,,,,,,diplomat,0000 0000 4447 8218,,,,OL1662425A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q339361,Antoine Izméry,Antoine Izméry,Antoine Izméry,Antoine Izméry,Antoine Izméry,Antoine Izméry,,Antoine Izméry,Antoine Izméry,,,1993-09-11,"",male,,Antoine,,,Antoine Izméry,,,,,Antoine Izméry,Antoine Izméry,,Antoine Izméry,Antoine Izméry,Antoine Izméry,Antoine Izméry,,,Antoine Izméry,,Antoine Izméry,,,,,,,/m/04ylpn,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3401185,Pradel Pompilus,Pradel Pompilus,Pradel Pompilus,,Pradel Pompilus,Pradel Pompilus,,Pradel Pompilus,Pradel Pompilus,,51694618,2000-02-27,1914,male,,,n50021417,w6zx7jrz,Pradel Pompilus,,,,,Pradel Pompilus,Pradel Pompilus,,Pradel Pompilus,Pradel Pompilus,Pradel Pompilus,,,,,,Pradel Pompilus,,,,,,,,11920223g,writer,0000 0000 8129 7256,027078329,,,,,6984,,,,,,,,,1529386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3426932,René Théodore,René Théodore,,,René Théodore,,,,,,,2003,1941,male,,René,,,René Théodore,,,,,,René Théodore,,,,,,,,,,René Théodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3442243,Rosalvo Bobo,Rosalvo Bobo,Rosalvo Bobo,Rosalvo Bobo,Rosalvo Bobo,,,Rosalvo Bobo,Rosalvo Bobo,,55789588,1929-11-29,1874,male,https://upload.wikimedia.org/wikipedia/commons/d/d6/Rosalvo_Bobo.jpg,,,,Rosalvo Bobo,,,,,Rosalvo Bobo,Rosalvo Bobo,,Rosalvo Bobo,Rosalvo Bobo,Rosalvo Bobo,Rosalvo Bobo,,,,Rosalvo Bobo,Rosalvo Bobo,,,,,,,,12175358d,politician,0000 0000 2933 4048,030311950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3456201,Rénald Clérismé,Rénald Clérismé,Renald Clerisme,Rénald Clérismé,Rénald Clérismé,Rénald Clérismé,讓·雷納德·克萊里斯姆,Jean Rénald Clérismé,Rénald Clérismé,,56847394,2013-10-29,1937,male,https://upload.wikimedia.org/wikipedia/commons/3/3d/Renald_Photo_HaitianFlag.jpg,,n2004023415,,Rénald Clérismé,,,"Клерисме, Жан Рено",,Renald Clerisme,Rénald Clérismé,,Renald Clerisme,Renald Clerisme,Renald Clerisme,Rénald Clérismé,,,,,Rénald Clérismé,,,"Клерисме, Жан-Ренальд",,,,,14533477m,diplomat,0000 0000 3628 6064,077055039,,,,,,1057258040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rénald Clérismé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3481042,Seymour Pradel,Seymour Pradel,,,Seymour Pradel,,,,,,,1943-04-26,1876-07-10,male,,Seymour,,,Seymour Pradel,,,,,Seymour Pradel,,,Seymour Pradel,Seymour Pradel,Seymour Pradel,,,,,,Seymour Pradel,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3502258,Stéphen Alexis,Stephen Alexis,,,Stéphen Alexis,Stephen Alexis,,Stephen Alexis,,,31114937,1962-08-15,1889,male,,Stephen,n88640913,,Stéphen Alexis,,,,,,Stephen Alexis,,,,,,,,,,Stéphen Alexis,,,,,,,/m/0ktc_w,,journalist,,,,,,,230675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3529041,Timoléon C. Brutus,Timoléon C. Brutus,Timoleon Brutus,,Timoléon C. Brutus,,,Timoléon C. Brutus,Timoléon C. Brutus,,91194718,1971-07-12,1886-03-23,male,,,no2009114967,,Timoléon C. Brutus,,,,,,Timoléon C. Brutus,,,,,,,,,,Timoléon C. Brutus,,,,,,,,,historian,0000 0000 6569 4737,135903114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q353253,Luckner Cambronne,Luckner Cambronne,Luckner Cambronne,,Luckner Cambronne,Luckner Cambronne,盧克納康布隆,Luckner Cambronne,Luckner Cambronne,盧克納康布隆,,2006-09-23,1928-10-23,male,,,,,Luckner Cambronne,,,Люкнер Камбронн,,Luckner Cambronne,Luckner Cambronne,,Luckner Cambronne,Luckner Cambronne,Luckner Cambronne,,,,Luckner Cambronne,,Luckner Cambronne,,,"Камбронн, Люкнер",,,,/m/03qn8yh,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luckner Cambronne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q353458,Henri Christophe,Henri Christophe,Anri Kristòf,Henri Christophe,Henri Christophe,Henri Christophe,亨利·克里斯托夫,Henri Christophe,Anri Kristòf,亨利·克里斯托夫,34611091,1820-10-08,1767-10-06,male,https://upload.wikimedia.org/wikipedia/commons/c/cc/Henri_Christophe.jpg,Henri,n50066819,w6028rtd,Henri Christophe,Henri Christophe,Henri Christophe,"Кристоф, Анри",Henri Christophe,Henri Christophe,Hendrik I van Haïti,Анрі Крістоф,Henri Christophe,Anri Kristòf,Anri Kristòf,Henry Cristophe,هنري كريستوف,هنري كريستوف,Henri Christophe,Henri Christophe,Henri Christophe,Henri Christophe,Henri Christophe,"Кристоф, Анри",Henri Christophe,Анрі Крістоф,Henri Christophe,/m/011wd5,134897450,politician,0000 0000 7990 1725,110138775,,Henri Christophe,,Christophe,18977,123951100,,,,,,,,,,亨利·克里斯托夫,亨利·克里斯托夫,亨利·克里斯托夫,亨利·克里斯托夫,亨利·克里斯托夫,亨利·克里斯托夫,앙리 크리스토프,,アンリ・クリストフ,,Henri Christophe,Henriko la 1-a,,,,Henri Christophe,Henri Christophe,Henricus Christophe,,,อ็องรี คริสต็อฟ,,,,,,,,,,Henriko la 1-a (Haitio),,Henri Christophe,Henri Christophe,,,Henri Christophe,アンリ・クリストフ,앙리 크리스토프,Henricus Christophe,,,Hendrik I van Haïti,,Henri Christophe,Henri Christophe,Henri Christophe,,อ็องรี คริสต็อฟ,,Henri Christophe,,073002348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Author:Henri Christophe,7811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q353464,Alexandre Pétion,Alexandre Pétion,Aleksann Petyon,Alexandre Pétion,Alexandre Pétion,Alexandre Sabès Pétion,亚历山大·佩蒂翁,Alexandre Pétion,Aleksann Petyon,亚历山大·佩蒂翁,50557325,1818-03-29,1770-04-02,male,https://upload.wikimedia.org/wikipedia/commons/0/09/Alexandre_Pétion.jpg,Alexandre,n81133568,w60p0zxd,Alexandre Pétion,Alexandre Pétion,Alexandre Pétion,"Петион, Александр",Alexandre Pétion,Alexandre Pétion,Alexandre Pétion,Александр Петіон,Alexandre Pétion,Alexandre Pétion,Aleksann Petyon,Alexandre Pétion,ألكسندر بيتيون,ألكسندر بيتيون,Alexandre Sabès Pétion,Alexandre Pétion,Alexandre Pétion,Alexandre Pétion,Alexandre Pétion,"Петион, Александр",Alexandre Pétion,Александр Петіон,Alexandre Pétion,/m/01fk83,,politician,,,,Alexandre Sabes Pétion,,,82505,1051124565,,,,,,,,,,亚历山大·佩蒂翁,亞歷山大·佩蒂翁,亞歷山大·佩蒂翁,亚历山大·佩蒂翁,亚历山大·佩蒂翁,亞歷山大·佩蒂翁,알렉상드르 페시옹,,アレクサンドル・ペション,,Alexandre Sabès Pétion,,,,Alexandre Pétion,,Alexandre Pétion,,,,,,,,,,,,,Alexandre Pétion,,,Alexandre Pétion,Alexandre Pétion,,,Alexandre Sabes Pétion,アレクサンドル・ペション,알렉상드르 페시옹,,,,Alexandre Pétion,,Alexandre Pétion,Alexandre Pétion,,,,,Alexandre Sabès Pétion,,,,,2777485,,,,,,,,,,Alexandre Pétion,Alexandre Pétion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3574161,Yvon Siméon,Yvon Siméon,Yvon Siméon,,Yvon Siméon,,,,Yvon Siméon,,,,,male,,,,,Yvon Siméon,,,,,,Yvon Siméon,,,,,,,,,,Yvon Siméon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q370742,Nemours Pierre-Louis,Joseph Nemours Pierre-Louis,Joseph Nemours Pierre-Louis,Joseph Nemours Pierre-Louis,Nemours Pierre-Louis,Joseph Nemours Pierre-Louis,约瑟夫·内穆尔·皮埃尔-路易,Joseph Nemours Pierre-Louis,Joseph Nemours Pierre-Louis,约瑟夫·内穆尔·皮埃尔-路易,,1966-04,1900-10-24,male,https://upload.wikimedia.org/wikipedia/commons/0/03/Joseph_Nemours_Pierre-Louis_portrait.jpg,Joseph,,,Joseph Nemours Pierre-Louis,,,"Немур Пьер-Луи, Жозеф",Joseph Nemours Pierre-Louis,Joseph Pierre-Louis,Joseph Nemours Pierre-Louis,Жозеф Немур П'єр-Луї,Joseph Nemours Pierre-Louis,Joseph Nemours Pierre-Louis,Joseph Nemours Pierre-Louis,Joseph Nemours Pierre-Louis,,,Joseph Nemours Pierre-Louis,,Nemours Pierre-Louis,,,"Немур Пьер-Луи, Жозеф",Joseph Pierre-Louis,Жозеф Немур П'єр-Луї,Joseph Nemours Pierre-Louis,/m/0b6h0w8,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3709140,Gérard Pierre-Charles,Gerard Pierre-Charles,Gerard Pierre-Charles,Gerard Pierre-Charles,Gérard Pierre-Charles,Gérard Pierre-Charles,,Gérard Pierre-Charles,Gérard Pierre-Charles,,32038391,2004-10-11,1935-12-18,male,,Gérard,n81102818,,Gérard Pierre-Charles,,Gerard Pierre-Charles,,,Gerard Pierre-Charles,Gérard Pierre-Charles,,Gerard Pierre-Charles,Gerard Pierre-Charles,Gerard Pierre-Charles,Gerard Pierre-Charles,,,,Gerard Pierre-Charles,,Gerard Pierre-Charles,,,,,,,121737283,economist,0000 0001 1051 3705,030289750,,,,,,170578941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerard Pierre-Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX1380344,,,,,,,,,,,,,,,,,,,,,
Q3710092,Chavannes Jeune,Chavannes Jeune,Chavannes Jeune,Chavannes Jeune,Chavannes Jeune,Chavannes Jeune,,Chavannes Jeune,Chavannes Jeune,,,,1953-12-29,male,,,,,Chavannes Jeune,Chavannes Jeune,,,,,Chavannes Jeune,,,,,Chavannes Jeune,,,,,,,Chavannes Jeune,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
