id,name,sort_name,given_name,family_name,party,party_id,area,start_date,end_date,email,twitter,term,source
213,Helena Castellano,"Castellano Ramón, Helena",Helena,Castellano Ramón,PSOE,5,León,2011-12-01,,helena.castellano@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D213&idLegislatura=10
54,María Felicidad Rodríguez,"Rodríguez Sánchez, María Felicidad",María Felicidad,Rodríguez Sánchez,PP,1,Cádiz,2011-11-29,,felicidad.rodriguez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D54&idLegislatura=10
89,Gabriel Echávarri,"Echávarri Fernández, Gabriel",Gabriel,Echávarri Fernández,PSOE,5,Alicante,2011-11-29,,gabriel.echavarri@congreso.es,https://twitter.com/GEchavarri,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D89&idLegislatura=10
73,Gabriel Elorriaga,"Elorriaga Pisarik, Gabriel",Gabriel,Elorriaga Pisarik,PP,1,Madrid,2011-11-29,,gelorriaga@congreso.es,https://twitter.com/gabrielorriaga,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D73&idLegislatura=10
160,Eva Durán,"Durán Ramos, Eva",Eva,Durán Ramos,PP,1,Madrid,2011-11-30,,eva.duran@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D160&idLegislatura=10
335,Pedro Quevedo,"Quevedo Iturbe, Pedro",Pedro,Quevedo Iturbe,PP-PAR,14,Las Palmas,2011-12-12,,pedro.quevedo@congreso.es,https://twitter.com/PedroQuevedoIt,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D335&idLegislatura=10
195,Josep Sánchez,"Sánchez i Llibre, Josep",Josep,Sánchez i Llibre,CiU,9,Barcelona,2011-12-01,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D195&idLegislatura=10
332,María Mercedes Fernández,"Fernández González, María Mercedes",María Mercedes,Fernández González,PP,1,Asturias,2011-12-09,2012-04-26,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=332
124,Magdalena Valerio,"Valerio Cordero, Magdalena",Magdalena,Valerio Cordero,PSOE,5,Guadalajara,2011-11-30,,magdalena.valerio@congreso.es,https://twitter.com/mvalerio_gu,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D124&idLegislatura=10
194,Josep Antoni Duran,"Duran i Lleida, Josep Antoni",Josep Antoni,Duran i Lleida,CiU,9,Barcelona,2011-12-01,,"",https://twitter.com/ciuduran,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D194&idLegislatura=10
333,Daniel Fernández,"Fernández González, Daniel",Daniel,Fernández González,PSC-PSOE,7,Barcelona,2011-12-09,2012-12-17,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=333
131,Patricia Hernández,"Hernández Gutiérrez, Patricia",Patricia,Hernández Gutiérrez,PSOE,5,Santa Cruz de Tenerife,2011-11-30,,patricia.hernandez@congreso.es,https://twitter.com/PatriciaHdezGut,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D131&idLegislatura=10
161,Tomás Valeriano Gómez,"Gómez Sánchez, Tomás Valeriano",Tomás Valeriano,Gómez Sánchez,PSOE,5,Madrid,2011-11-30,,valeriano.gomez@congreso.es,https://twitter.com/valerianogomez,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D161&idLegislatura=10
67,Celinda Sánchez,"Sánchez García, Celinda",Celinda,Sánchez García,PP,1,Palencia,2011-11-29,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D67&idLegislatura=10
17,Joaquín Francisco Puig,"Puig Ferrer, Joaquín Francisco",Joaquín Francisco,Puig Ferrer,PSOE,5,Castellón,2011-11-28,,joaquim.puig@congreso.es,https://twitter.com/ximopuig,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D17&idLegislatura=10
114,Francisco González,"González Cabaña, Francisco",Francisco,González Cabaña,PSOE,5,Cádiz,2011-11-30,,francisco.gonzalez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D114&idLegislatura=10
134,Alfredo Prada,"Prada Presa, Alfredo",Alfredo,Prada Presa,PP,1,León,2011-11-30,,aprada@pprada.es,https://twitter.com/PPrada2014,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D134&idLegislatura=10
255,Ignacio Uriarte,"Uriarte Ayala, Ignacio",Ignacio,Uriarte Ayala,PP,1,Valencia,2011-12-02,,"",https://twitter.com/nacho_uriarte,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D255&idLegislatura=10
128,María Isabel Pozuelo,"Pozuelo Meño, María Isabel",María Isabel,Pozuelo Meño,PSOE,5,Sevilla,2011-11-30,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D128&idLegislatura=10
