id,name__ne,name,wikipedia__ne,original_wikiname,name__en,name__de,name__fr,name__nl,wikipedia__en,wikipedia__fr,gender,name__ja,name__es,name__nb,name__zh,name__hu,wikipedia__de,wikipedia__ja,wikipedia__no,wikipedia__zh,birth_date,identifier__freebase,given_name,name__hi,identifier__VIAF,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__new,name__ru,name__fi,name__it,wikipedia__es,wikipedia__fi,wikipedia__hi,wikipedia__it,wikipedia__new,wikipedia__nl,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ru,image,name__jv,name__ko,name__ta,name__ms,name__id,name__ml,name__el,name__sv,name__kn,name__tr,name__la,name__cy,name__fa,name__da,name__mr,name__ca,name__bn,name__mai,name__sk,name__pa,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__fa,wikipedia__frwikiquote,wikipedia__id,wikipedia__jv,wikipedia__kn,wikipedia__ko,wikipedia__la,wikipedia__mai,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__pa,wikipedia__simple,wikipedia__sk,wikipedia__sv,wikipedia__ta,wikipedia__tr,identifier__GND,identifier__LCAuth,name__oc,name__lb,name__yo,name__ar,name__en_ca,name__en_gb,wikipedia__ar,wikipedia__lb,wikipedia__yo,twitter,death_date,name__sa,identifier__ISNI,identifier__SUDOC,website,identifier__Munzinger,identifier__FAST,name__mk,name__cs,name__de_ch,name__uk,name__vi,name__ka,name__az,name__pt,name__pt_br,name__xmf,name__eo,name__lv,name__uz,name__af,name__hif,name__nn,wikipedia__af,wikipedia__az,wikipedia__bh,wikipedia__cs,wikipedia__eo,wikipedia__hif,wikipedia__hu,wikipedia__ka,wikipedia__lv,wikipedia__oc,wikipedia__pt,wikipedia__sa,wikipedia__uk,wikipedia__uz,wikipedia__vi,wikipedia__xmf,name__sco,wikipedia__sco,identifier__Britannica,occupation,wikipedia__cawikiquote,wikipedia__as,name__as,wikipedia__te,name__te,name__he,wikipedia__ur,name__ur,identifier__quora,wikipedia__dty,name__dty,name__fo,name__kl,wikipedia__he,identifier__BIBSYS,name__bho,electoral_district,facebook,family_name,name__hy,wikipedia__hy,name__an,name__ast,name__bar,name__br,name__co,name__de_at,name__et,name__eu,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__is,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__GTAA,wikipedia__ast,wikipedia__mg,name__be,name__mn,name__sr,name__qu,wikipedia__be,wikipedia__et,wikipedia__io,wikipedia__mn,wikipedia__qu,wikipedia__sr,wikipedia__itwikiquote
Q13187583,हेम राज भन्डारी,हेम राज भन्डारी,हेम राज भन्डारी,हेम राज भन्डारी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13187587,हेम बहादुर श्रेष्ठ,हेम बहादुर श्रेष्ठ,हेम बहादुर श्रेष्ठ,हेम बहादुर श्रेष्ठ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15217014,राजन केसी,राजन केसी,राजन केसी,,Rajan KC,,,Rajan KC,Rajanra KC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Rajan KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15427968,बर्षमान पुन,बर्षमान पुन,बर्षमान पुन,,Barsaman Pun,Barsaman Pun,,,Barsaman Pun,,male,,Barsaman Pun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/67/ओनसरी_घर्तिमगर_पतिसँग.jpg,,,,,,,,,,,,,,,,,বর্ষমান পুন,बर्षमान पुन,,,বর্ষমান পুন,,,,,,,,,,,,,बर्षमान पुन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,बर्षमान पुन,बर्षमान पुन,,,,,,,,,,,,Barsaman Pun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16190109,,Dipak Bahadur K.C.,,,Dipak Bahadur K.C.,,,Dipak Bahadur K.C.,Dipak Bahadur K.C.,,male,,Dipak Bahadur K.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Dipak Bahadur K.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16190145,,Naresh Bhandari,,,Naresh Bhandari,Naresh Bhandari,Naresh Bhandari,Naresh Bhandari,Naresh Bhandari,,male,ナレーシュ・バンダリー,Naresh Bhandari,,,,,ナレーシュ・バンダリー,,,,,,,,,,,,,,,,,,Naresh Bhandari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Naresh Bhandari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16190160,,Nara Bahadur Bista,,,Nara Bahadur Bista,Nara Bahadur Bista,Nara Bahadur Bista,Nara Bahadur Bista,Nara Bahadur Bista,,male,,Nara Bahadur Bista,,,,,,,,,,,,,,,,,,,,,,,Nara Bahadur Bista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Nara Bahadur Bista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16190175,,Ram Bahadur Bohara,,,Ram Bahadur Bohara,Ram Bahadur Bohara,Ram Bahadur Bohara,Ram Bahadur Bohara,Ram Bahadur Bohara,,male,,Ram Bahadur Bohara,,,,,,,,,,Ram,,,,,,,,,,,,,Ram Bahadur Bohara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Ram Bahadur Bohara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16190477,,Jaypuri Gharti,,,Jaypuri Gharti,Jaypuri Gharti,,Jaypuri Gharti,Jaypuri Gharti,,female,,Jaypuri Gharti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Jaypuri Gharti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16191249,,Jagya Bahadur Shahi,,,Jagya Bahadur Shahi,Jagya Bahadur Shahi,,,Jagya Bahadur Shahi,,male,,Jagya Bahadur Shahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Jagya Bahadur Shahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16193958,विद्यादेवी भण्डारी,विद्यादेवी भण्डारी,विद्यादेवी भण्डारी,विद्यादेवी भण्डारी,Bidhya Bhandari,Bidhya Bhandari,Bidhya Bhandari,Bidhya Bhandari,Bidhya Devi Bhandari,Bidya Devi Bhandari,female,ビドヤ・デビ・バンダリ,Bidhya Devi Bhandari,Bidhya Devi Bhandari,比迪娅·戴维·班达里,Bindhádévi Bhandári,Bidhya Devi Bhandari,ビドヤ・デビ・バンダリ,Bidhya Devi Bhandari,比迪娅·戴维·班达里,1961-06-19,/m/0_vb0rc,,बिद्या देवी भंडारी,,,,,,,,Bidhya Devi Bhandari,,Бидхья Деви Бхандари,Bidhya Devi Bhandari,Bidhya Devi Bhandari,Bidhya Devi Bhandari,Bidhya Devi Bhandari,बिद्या देवी भंडारी,Bidhya Devi Bhandari,,Bidhya Devi Bhandari,Bidhya Devi Bhandari,,"Бхандари, Бидхья Деви",https://upload.wikimedia.org/wikipedia/commons/4/47/Bidya_bhandaRi.jpg,,,வித்யா தேவி பண்டாரி,Bidhya Devi Bhandari,Bidhya Devi Bhandari,ബിദ്യാദേവി ഭണ്ഡാരി,Μπίντια Ντεβί Μπαντάρι,Bidhya Devi Bhandari,,Bidhya Devi Bhandari,Vidyādevī Bhaṇḍārī,,بیدیا دوی بانداری,Bidhya Bhandari,विद्या देवी भंडारी,Bidhya Devi Bhandari,বিদ্যা ভণ্ডারী,विद्या देवी भण्डारी,Vidjádéví Bhandáríová,ਵਿਦਿਆ ਦੇਵੀ ਭੰਡਾਰੀ,বিদ্যা ভণ্ডারী,Bidhya Devi Bhandari,Category:Bidhya Devi Bhandari,,,Μπίντια Ντεβί Μπαντάρι,بیدیا دوی بانداری,,Bidhya Devi Bhandari,,,,Vidyādevī Bhaṇḍārī,विद्या देवी भण्डारी,ബിദ്യാദേവി ഭണ്ഡാരി,विद्या देवी भंडारी,Bidhya Devi Bhandari,ਵਿਦਿਆ ਦੇਵੀ ਭੰਡਾਰੀ,Bidhya Devi Bhandari,Vidjádéví Bhandáríová,Bidhya Devi Bhandari,வித்யா தேவி பண்டாரி,Bidhya Devi Bhandari,,,Bidhya Devi Bhandari,Bidhya Devi Bhandari,,بيديا ديفي بنداري,Bidhya Devi Bhandari,Bidhya Devi Bhandari,بيديا ديفي بنداري,Bidhya Devi Bhandari,,,,विद्यादेवी भण्डारी,,,http://www.presidentofnepal.gov.np/,,,Бидја Деви Бандари,Bidhjá Déví Bhandáríová,Bidhya Devi Bhandari,Бідх'я Деві Бхандарі,Bidhya Devi Bhandari,ბიდჰია დევი ბჰანდარი,Bidhya Devi Bhandari,Bidhya Devi Bhandari,Bidhya Devi Bhandari,ბიდჰია დევი ბჰანდარი,Bidhya Devi Bhandari,Bidhja Devi Bhandari,Bidhya Devi Bhandari,Bidhya Devi Bhandari,Bidhya Devi Bhandari,Bidhya Bhandari,Bidhya Devi Bhandari,Bidhya Devi Bhandari,बिद्या देवी भंडारी,Bidhjá Déví Bhandáríová,Bidhya Devi Bhandari,Bidhya Devi Bhandari,Bindhádéví Bhandárí,ბიდჰია დევი ბჰანდარი,Bidhja Devi Bhandari,Bidhya Devi Bhandari,Bidhya Devi Bhandari,विद्यादेवी भण्डारी,Бідх'я Деві Бхандарі,Bidhya Devi Bhandari,Bidhya Devi Bhandari,ბიდჰია დევი ბჰანდარი,Bidhya Devi Bhandari,Bidhya Devi Bhandari,,politician,Bidhya Devi Bhandari,বিদ্যা দেৱী ভাণ্ডাৰী,বিদ্যা দেৱী ভাণ্ডাৰী,బిద్యా దేవీ భండారీ,బిద్యా దేవీ భండారీ,בידהיה דווי בהנדרי,بدیا دیوی بھنڈاری,بدیا دیوی بھنڈاری,,विद्यादेवी भण्डारी,विद्यादेवी भण्डारी,,,בידהיה דווי בהנדארי,,बिद्या देवी भंडारी,,,,,,,Bidhya Devi Bhandari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bidhya Devi Bhandari,,,,,,,,,,,,
Q16215941,,Salma Khatoon Mikrani,,,Salma Khatoon Mikrani,Salma Khatoon Mikrani,Salma Khatoon Mikrani,,Salma Khatoon Mikrani,,female,,Salma Khatoon Mikrani,,,,,,,,1976-01-25,,Salma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Salma Khatoon Mikrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16239920,,Lila Kumari Bagale Somai,,,Lila Kumari Bagale Somai,Lila Kumari Bagale Somai,,,Lila Kumari Bagale Somai,,female,,Lila Kumari Bagale Somai,,,,,,,,,,Lila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Lila Kumari Bagale Somai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16734692,,Sunil Prajapati,,,Sunil Prajapati,Sunil Prajapati,,,Sunil Prajapati,,male,,Sunil Prajapati,,,,,,,,,,Sunil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Sunil Prajapati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16866569,लालबाबु पण्डित,लालबाबु पण्डित,लालबाबु पण्डित,,Lal Babu Pandit,Lal Babu Pandit,,Lal Babu Pandit,Lal Babu Pandit,,male,,Lal Babu Pandit,,,,,,,,,,Lal,,,,,,,,,,,,,Lal Babu Pandit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Lal Babu Pandit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16887131,,Om Prakash Yadav Gulzari,,,Om Prakash Yadav Gulzari,Om Prakash Yadav Gulzari,,Om Prakash Yadav Gulzari,Om Prakash Yadav Gulzari,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ওম প্রকাশ যাদব গুলজারি,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Om Prakash Yadav Gulzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17017465,,Bidur Prasad Sapkota,,,Bidur Prasad Sapkota,Bidur Prasad Sapkota,,Bidur Prasad Sapkota,Bidur Prasad Sapkota,,male,,Bidur Prasad Sapkota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Bidur_Prasad_Sapkota.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Bidur Prasad Sapkota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17285687,,Ananta Prasad Paudel,,,Ananta Prasad Paudel,Ananta Prasad Paudel,Ananta Prasad Paudel,Ananta Prasad Paudel,Ananta Prasad Paudel,,male,,Ananta Prasad Paudel,,,,,,,,1962-07-28,,,,,,,,,,,,,,,Ananta Prasad Paudel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Ananta Prasad Paudel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17285702,शंकर पोख्रेल,शंकर पोख्रेल,शंकर पोखरेल,शंकर पोखरेल,Shankar Pokhrel,Shankar Pokhrel,Shankar Pokhrel,Shankar Pokhrel,Shankar Pokharel,,male,,Shankar Pokhrel,,,,,,,,1964,/m/01118mw1,Shankar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,শংকর পোখরেল,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shankarpokhrel8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Shankar Pokhrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17305705,पोष्टबहादुर बोगटी,पोष्टबहादुर बोगटी,पोष्टबहादुर बोगटी,पोष्टबहादुर बोगटी,Post Bahadur Bogati,Post Bahadur Bogati,Post Bahadur Bogati,,Post Bahadur Bogati,,male,,Post Bahadur Bogati,,,,,,,,1953-07-18,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4b/Posta_Bahadur_Bogati.jpg,,,,,,,,,,,,Post Bahadur Bogati,,,,,,,,,,,Category:Post Bahadur Bogati,,,,,,,,,,,,,,,,Post Bahadur Bogati,,,,,,n2018243824,,,,,,,,,,,2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Post Bahadur Bogati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17318572,कञ्चन चन्द्र बाद,कञ्चन चन्द्र बाद,,,Kanchan Chandra Bade,Kanchan Chandra Bade,,Kanchan Chandra Bade,Kanchan Chandra Bade,,male,,Kanchan Chandra Bade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,कञ्चन चन्द्र बाद,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,कञ्चन चन्द्र बाद,,,,,,,Kanchan Chandra Bade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17318966,,Ram Hari Subedi,,,Ram Hari Subedi,Ram Hari Subedi,,Ram Hari Subedi,Ram Hari Subedi,,male,,Ram Hari Subedi,,,,,,,,,,Ram,,,,,,,,,,,,,Ram Hari Subedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Ram Hari Subedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17318985,,Surya Man Dong Tamang,,,Surya Man Dong Tamang,Surya Man Dong Tamang,Surya Man Dong Tamang,Surya Man Dong Tamang,Surya Man Dong Tamang,,male,,Surya Man Dong Tamang,,,,,,,,1970-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Surya Man Dong Tamang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17355706,सुरेन्द्र पाण्डे,सुरेन्द्र पाण्डे,सुरेन्द्र पाण्डे,सुरेन्द्र पाण्डे,Surendra Pandey,Surendra Pandey,Surendra Pandey,,Surendra Pandey,,male,,Surendra Pandey,,,,,,,,1958-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,সুরেন্দ্র পাণ্ডে,सुरेन्द्र बहादुर पाण्डे,,,,,,,,,,,,,,,,सुरेन्द्र बहादुर पाण्डे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Surendra Pandey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17385525,,Khagaraj Adhikari,,,Khagaraj Adhikari,Khagaraj Adhikari,,Khagaraj Adhikari,Khagaraj Adhikari,,male,,Khagaraj Adhikari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Khagaraj Adhikari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17385649,,Damodar Bhandari,,,Damodar Bhandari,Damodar Bhandari,Damodar Bhandari,Damodar Bhandari,Damodar Bhandari,,male,ダモダル・バンダリー,Damodar Bhandari,,,,,ダモダル・バンダリー,,,1973-11-05,,,,,,,,,,,,,,,Damodar Bhandari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Damodar Bhandari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17385734,,Nar Bahadur Chand,,,Nar Bahadur Chand,Nar Bahadur Chand,Nar Bahadur Chand,Nar Bahadur Chand,Nar Bahadur Chand,,male,,Nar Bahadur Chand,,,,,,,,1962-08-29,,,,,,,,,,,,,,,Nar Bahadur Chand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Nar Bahadur Chand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17385738,,Balbir Prasad Chaudhary,,,Balbir Prasad Chaudhary,Balbir Prasad Chaudhary,,Balbir Prasad Chaudhary,Balbir Prasad Chaudhary,,male,,Balbir Prasad Chaudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Balbir Prasad Chaudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17385949,,Sanjay Kumar Gautam,,,Sanjay Kumar Gautam,Sanjay Kumar Gautam,,Sanjay Kumar Gautam,Sanjay Kumar Gautam,,male,,Sanjay Kumar Gautam,,,,,,,,,,Sanjay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,সঞ্জয় কুমার গৌতম,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Sanjay Kumar Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17386003,,Radha Gyawali,,,Radha Gyawali,Radha Gyawali,Radha Gyawali,,Radha Gyawali,,female,,Radha Gyawali,,,,,,,,1954,,Radha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Radha Gyawali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17386169,,Hari Bahadur Khadka,,,Hari Bahadur Khadka,Hari Bahadur Khadka,Hari Bahadur Khadka,Hari Bahadur Khadka,Hari Bahadur Khadka,,male,,Hari Bahadur Khadka,,,,,,,,1963-06-01,,Hari,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2e/HariKhadka.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Hari Bahadur Khadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17386172,,Man Prasad Khatri,,,Man Prasad Khatri,Man Prasad Khatri,Man Prasad Khatri,Man Prasad Khatri,Man Prasad Khatri,,male,,Man Prasad Khatri,,,,,,,,1963-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Man Prasad Khatri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
