start_date,end_date,name,sort_name,given_name,family_name,area,party,source,identifier__aph,email,website,facebook,twitter,term,id,wikipedia,wikipedia_name,identifier__openaustralia,party_id
1999-07-02,2001-11-10,Leonard Harris,"Harris, Leonard",Leonard,Harris,Queensland,Pauline Hanson's One Nation Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10284,pauline_hanson's_one_nation_party
2001-11-10,2004-10-09,Leonard Harris,"Harris, Leonard",Leonard,Harris,Queensland,Pauline Hanson's One Nation Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10284,pauline_hanson's_one_nation_party
2004-10-09,2005-06-30,Leonard Harris,"Harris, Leonard",Leonard,Harris,Queensland,Pauline Hanson's One Nation Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10284,pauline_hanson's_one_nation_party
1996-09-18,1998-10-03,Bill Heffernan,"Heffernan, Bill",Bill,Heffernan,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,C16,"",http://www.billheffernan.com.au/,"","",38,C16,,,10296,liberal_party
1998-10-03,2001-11-10,Bill Heffernan,"Heffernan, Bill",Bill,Heffernan,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,C16,"",http://www.billheffernan.com.au/,"","",39,C16,,,10296,liberal_party
2001-11-10,2004-10-09,Bill Heffernan,"Heffernan, Bill",Bill,Heffernan,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,C16,"",http://www.billheffernan.com.au/,"","",40,C16,,,10296,liberal_party
2004-10-09,2007-11-24,Bill Heffernan,"Heffernan, Bill",Bill,Heffernan,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,C16,"",http://www.billheffernan.com.au/,"","",41,C16,,,10296,liberal_party
2007-11-24,2010-08-21,Bill Heffernan,"Heffernan, Bill",Bill,Heffernan,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,C16,"",http://www.billheffernan.com.au/,"","",42,C16,,,10296,liberal_party
2010-08-21,2013-09-07,Bill Heffernan,"Heffernan, Bill",Bill,Heffernan,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,C16,"",http://www.billheffernan.com.au/,"","",43,C16,,,10296,liberal_party
2013-09-07,2016-05-09,Bill Heffernan,"Heffernan, Bill",Bill,Heffernan,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,C16,"",http://www.billheffernan.com.au/,"","",44,C16,,,10296,liberal_party
1990-07-01,1993-03-13,John Herron,"Herron, John",John,Herron,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10300,liberal_party
1993-03-13,1996-03-02,John Herron,"Herron, John",John,Herron,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10300,liberal_party
1996-03-02,1998-10-03,John Herron,"Herron, John",John,Herron,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10300,liberal_party
1998-10-03,2001-11-10,John Herron,"Herron, John",John,Herron,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10300,liberal_party
2001-11-10,2002-09-05,John Herron,"Herron, John",John,Herron,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10300,liberal_party
1998-11-18,1999-09-23,Heather Hill,"Hill, Heather",Heather,Hill,Queensland,Pauline Hanson's One Nation Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10303,pauline_hanson's_one_nation_party
1987-07-11,1990-03-24,Robert Hill,"Hill, Robert",Robert,Hill,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10304,liberal_party
1990-03-24,1993-03-13,Robert Hill,"Hill, Robert",Robert,Hill,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10304,liberal_party
1993-03-13,1996-03-02,Robert Hill,"Hill, Robert",Robert,Hill,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10304,liberal_party
1996-03-02,1998-10-03,Robert Hill,"Hill, Robert",Robert,Hill,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10304,liberal_party
1998-10-03,2001-11-10,Robert Hill,"Hill, Robert",Robert,Hill,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10304,liberal_party
2001-11-10,2004-10-09,Robert Hill,"Hill, Robert",Robert,Hill,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10304,liberal_party
2004-10-09,2006-03-15,Robert Hill,"Hill, Robert",Robert,Hill,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10304,liberal_party
1996-07-01,1998-10-03,John Hogg,"Hogg, John",John,Hogg,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,7L6,senator.hogg@aph.gov.au,"","","",38,7L6,,,10309,australian_labor_party
1998-10-03,2001-11-10,John Hogg,"Hogg, John",John,Hogg,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,7L6,senator.hogg@aph.gov.au,"","","",39,7L6,,,10309,australian_labor_party
2001-11-10,2002-08-19,John Hogg,"Hogg, John",John,Hogg,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,7L6,senator.hogg@aph.gov.au,"","","",40,7L6,,,10309,australian_labor_party
2002-08-19,2004-10-09,John Hogg,"Hogg, John",John,Hogg,Queensland,DPRES,http://data.openaustralia.org/members/senators.xml,7L6,senator.hogg@aph.gov.au,"","","",40,7L6,,,10309,dpres
2004-10-09,2007-11-24,John Hogg,"Hogg, John",John,Hogg,Queensland,DPRES,http://data.openaustralia.org/members/senators.xml,7L6,senator.hogg@aph.gov.au,"","","",41,7L6,,,10309,dpres
2007-11-24,2008-08-25,John Hogg,"Hogg, John",John,Hogg,Queensland,DPRES,http://data.openaustralia.org/members/senators.xml,7L6,senator.hogg@aph.gov.au,"","","",42,7L6,,,10309,dpres
2008-08-26,2010-08-21,John Hogg,"Hogg, John",John,Hogg,Queensland,PRES,http://data.openaustralia.org/members/senators.xml,7L6,senator.hogg@aph.gov.au,"","","",42,7L6,,,10309,pres
2010-08-21,2013-09-07,John Hogg,"Hogg, John",John,Hogg,Queensland,PRES,http://data.openaustralia.org/members/senators.xml,7L6,senator.hogg@aph.gov.au,"","","",43,7L6,,,10309,pres
2013-09-07,2014-06-30,John Hogg,"Hogg, John",John,Hogg,Queensland,PRES,http://data.openaustralia.org/members/senators.xml,7L6,senator.hogg@aph.gov.au,"","","",44,7L6,,,10309,pres
2003-02-18,2004-10-09,Gary Humphries,"Humphries, Gary",Gary,Humphries,ACT,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10318,liberal_party
2004-10-09,2007-11-24,Gary Humphries,"Humphries, Gary",Gary,Humphries,ACT,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10318,liberal_party
2007-11-24,2010-08-21,Gary Humphries,"Humphries, Gary",Gary,Humphries,ACT,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10318,liberal_party
2010-08-21,2013-09-06,Gary Humphries,"Humphries, Gary",Gary,Humphries,ACT,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10318,liberal_party
2005-07-01,2007-11-24,Annette Hurley,"Hurley, Annette",Annette,Hurley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10322,australian_labor_party
2007-11-24,2010-08-21,Annette Hurley,"Hurley, Annette",Annette,Hurley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10322,australian_labor_party
2010-08-21,2011-06-30,Annette Hurley,"Hurley, Annette",Annette,Hurley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10322,australian_labor_party
1998-10-14,2001-11-10,Steve Hutchins,"Hutchins, Steve",Steve,Hutchins,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10323,australian_labor_party
2001-11-10,2004-10-09,Steve Hutchins,"Hutchins, Steve",Steve,Hutchins,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10323,australian_labor_party
2004-10-09,2007-11-24,Steve Hutchins,"Hutchins, Steve",Steve,Hutchins,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10323,australian_labor_party
2007-11-24,2010-08-21,Steve Hutchins,"Hutchins, Steve",Steve,Hutchins,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10323,australian_labor_party
2010-08-21,2011-06-30,Steve Hutchins,"Hutchins, Steve",Steve,Hutchins,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10323,australian_labor_party
1987-07-11,1990-03-24,Jean Jenkins,"Jenkins, Jean",Jean,Jenkins,WA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10336,australian_democrats
1990-03-24,1990-06-30,Jean Jenkins,"Jenkins, Jean",Jean,Jenkins,WA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10336,australian_democrats
2002-07-01,2004-10-09,David Johnston,"Johnston, David",David,Johnston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,00AON,"","","","",40,00AON,,,10344,liberal_party
2004-10-09,2007-11-24,David Johnston,"Johnston, David",David,Johnston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,00AON,"","","","",41,00AON,,,10344,liberal_party
2007-11-24,2010-08-21,David Johnston,"Johnston, David",David,Johnston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,00AON,"","","","",42,00AON,,,10344,liberal_party
2010-08-21,2013-09-07,David Johnston,"Johnston, David",David,Johnston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,00AON,"","","","",43,00AON,,,10344,liberal_party
2013-09-07,2016-05-09,David Johnston,"Johnston, David",David,Johnston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,00AON,"","","","",44,00AON,,,10344,liberal_party
1987-07-11,1990-03-24,Gerry Jones,"Jones, Gerry",Gerry,Jones,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10349,australian_labor_party
1990-03-24,1993-03-13,Gerry Jones,"Jones, Gerry",Gerry,Jones,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10349,australian_labor_party
1993-03-13,1996-03-02,Gerry Jones,"Jones, Gerry",Gerry,Jones,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10349,australian_labor_party
1996-03-02,1996-06-30,Gerry Jones,"Jones, Gerry",Gerry,Jones,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10349,australian_labor_party
2005-07-01,2007-11-24,Barnaby Joyce,"Joyce, Barnaby",Barnaby,Joyce,Queensland,National Party,http://data.openaustralia.org/members/senators.xml,E5D,"",http://www.barnabyjoyce.com.au/,https://www.facebook.com/BarnabyJoyceMP,https://twitter.com/Barnaby_Joyce,41,E5D,,,10350,national_party
2007-11-24,2010-08-21,Barnaby Joyce,"Joyce, Barnaby",Barnaby,Joyce,Queensland,National Party,http://data.openaustralia.org/members/senators.xml,E5D,"",http://www.barnabyjoyce.com.au/,https://www.facebook.com/BarnabyJoyceMP,https://twitter.com/Barnaby_Joyce,42,E5D,,,10350,national_party
2010-08-21,2013-08-08,Barnaby Joyce,"Joyce, Barnaby",Barnaby,Joyce,Queensland,National Party,http://data.openaustralia.org/members/senators.xml,E5D,"",http://www.barnabyjoyce.com.au/,https://www.facebook.com/BarnabyJoyceMP,https://twitter.com/Barnaby_Joyce,43,E5D,,,10350,national_party
1990-07-01,1993-03-13,Rod Kemp,"Kemp, Rod",Rod,Kemp,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10361,liberal_party
1993-03-13,1996-03-02,Rod Kemp,"Kemp, Rod",Rod,Kemp,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10361,liberal_party
1996-03-02,1998-10-03,Rod Kemp,"Kemp, Rod",Rod,Kemp,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10361,liberal_party
1998-10-03,2001-11-10,Rod Kemp,"Kemp, Rod",Rod,Kemp,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10361,liberal_party
2001-11-10,2004-10-09,Rod Kemp,"Kemp, Rod",Rod,Kemp,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10361,liberal_party
2004-10-09,2007-11-24,Rod Kemp,"Kemp, Rod",Rod,Kemp,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10361,liberal_party
2007-11-24,2008-06-30,Rod Kemp,"Kemp, Rod",Rod,Kemp,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10361,liberal_party
1990-07-01,1993-03-13,Cheryl Kernot,"Kernot, Cheryl",Cheryl,Kernot,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10364,australian_democrats
1993-03-13,1996-03-02,Cheryl Kernot,"Kernot, Cheryl",Cheryl,Kernot,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10364,australian_democrats
1996-03-02,1997-10-15,Cheryl Kernot,"Kernot, Cheryl",Cheryl,Kernot,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10364,australian_democrats
2002-07-01,2004-10-09,Linda Kirk,"Kirk, Linda",Linda,Kirk,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10370,australian_labor_party
2004-10-09,2007-11-24,Linda Kirk,"Kirk, Linda",Linda,Kirk,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10370,australian_labor_party
2007-11-24,2008-06-30,Linda Kirk,"Kirk, Linda",Linda,Kirk,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10370,australian_labor_party
1987-07-11,1990-03-24,Susan Knowles,"Knowles, Susan",Susan,Knowles,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10374,liberal_party
1990-03-24,1993-03-13,Susan Knowles,"Knowles, Susan",Susan,Knowles,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10374,liberal_party
1993-03-13,1996-03-02,Susan Knowles,"Knowles, Susan",Susan,Knowles,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10374,liberal_party
1996-03-02,1998-10-03,Susan Knowles,"Knowles, Susan",Susan,Knowles,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10374,liberal_party
1998-10-03,2001-11-10,Susan Knowles,"Knowles, Susan",Susan,Knowles,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10374,liberal_party
2001-11-10,2004-10-09,Susan Knowles,"Knowles, Susan",Susan,Knowles,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10374,liberal_party
2004-10-09,2005-06-30,Susan Knowles,"Knowles, Susan",Susan,Knowles,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10374,liberal_party
1990-04-04,1993-03-13,Meg Lees,"Lees, Meg",Meg,Lees,SA,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10385,independent
1993-03-13,1996-03-02,Meg Lees,"Lees, Meg",Meg,Lees,SA,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10385,independent
1996-03-02,1998-10-03,Meg Lees,"Lees, Meg",Meg,Lees,SA,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10385,independent
1998-10-03,2001-11-10,Meg Lees,"Lees, Meg",Meg,Lees,SA,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10385,independent
2001-11-10,2004-10-09,Meg Lees,"Lees, Meg",Meg,Lees,SA,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10385,independent
2004-10-09,2005-06-30,Meg Lees,"Lees, Meg",Meg,Lees,SA,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10385,independent
1987-07-11,1990-03-24,Austin Lewis,"Lewis, Austin",Austin,Lewis,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10386,liberal_party
1990-03-24,1993-03-13,Austin Lewis,"Lewis, Austin",Austin,Lewis,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10386,liberal_party
1993-03-13,1993-06-30,Austin Lewis,"Lewis, Austin",Austin,Lewis,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10386,liberal_party
1997-05-19,1998-10-03,Ross Lightfoot,"Lightfoot, Ross",Ross,Lightfoot,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10389,liberal_party
1998-10-03,2001-11-10,Ross Lightfoot,"Lightfoot, Ross",Ross,Lightfoot,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10389,liberal_party
2001-11-10,2004-10-09,Ross Lightfoot,"Lightfoot, Ross",Ross,Lightfoot,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10389,liberal_party
2004-10-09,2007-11-24,Ross Lightfoot,"Lightfoot, Ross",Ross,Lightfoot,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10389,liberal_party
2007-11-24,2008-06-30,Ross Lightfoot,"Lightfoot, Ross",Ross,Lightfoot,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10389,liberal_party
1990-07-01,1993-03-13,Stephen Loosley,"Loosley, Stephen",Stephen,Loosley,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10395,australian_labor_party
1993-03-13,1995-05-19,Stephen Loosley,"Loosley, Stephen",Stephen,Loosley,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10395,australian_labor_party
1999-07-01,2001-11-10,Joe Ludwig,"Ludwig, Joe",Joe,Ludwig,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84N,"",http://www.joeludwig.org,"","",39,84N,,,10397,australian_labor_party
2001-11-10,2004-10-09,Joe Ludwig,"Ludwig, Joe",Joe,Ludwig,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84N,"",http://www.joeludwig.org,"","",40,84N,,,10397,australian_labor_party
2004-10-09,2007-11-24,Joe Ludwig,"Ludwig, Joe",Joe,Ludwig,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84N,"",http://www.joeludwig.org,"","",41,84N,,,10397,australian_labor_party
2007-11-24,2010-08-21,Joe Ludwig,"Ludwig, Joe",Joe,Ludwig,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84N,"",http://www.joeludwig.org,"","",42,84N,,,10397,australian_labor_party
2010-08-21,2013-09-07,Joe Ludwig,"Ludwig, Joe",Joe,Ludwig,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84N,"",http://www.joeludwig.org,"","",43,84N,,,10397,australian_labor_party
2013-09-07,2016-05-09,Joe Ludwig,"Ludwig, Joe",Joe,Ludwig,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84N,"",http://www.joeludwig.org,"","",44,84N,,,10397,australian_labor_party
1996-03-02,1998-10-03,Kate Lundy,"Lundy, Kate",Kate,Lundy,ACT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,7G6,senator.lundy@aph.gov.au,http://www.katelundy.com.au/,"","",38,7G6,,,10398,australian_labor_party
1998-10-03,2001-11-10,Kate Lundy,"Lundy, Kate",Kate,Lundy,ACT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,7G6,senator.lundy@aph.gov.au,http://www.katelundy.com.au/,"","",39,7G6,,,10398,australian_labor_party
