id,name__en,name__zh,name__ms,name__es,name__id,name__de,name__nb,name__da,name__nn,name__sv,name__nl,name__hu,name,wikipedia__en,wikipedia__id,wikipedia__ms,wikipedia__zh,gender,birth_date,identifier__freebase,original_wikiname,name__fr,image,given_name,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__pl,name__eu,name__qu,name__ta,name__et,name__my,name__pt,name__eo,name__is,name__ru,name__tr,name__hak,name__mk,name__fi,name__uk,name__be_tarask,name__ne,name__az,name__tl,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__nan,name__be,name__ko,name__he,name__lv,name__it,name__li,name__ja,name__vi,name__yue,name__sh,name__sa,name__hi,name__ro,name__th,name__ca,name__war,name__cs,name__bg,name__fa,name__mr,name__km,name__kk,name__sr,name__ar,name__ky,name__new,name__sco,name__si,name__la,name__mg,name__bcl,name__lzh,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__ka,name__ml,name__sd,name__tt,name__vo,name__hy,name__io,name__lb,name__lo,name__mn,name__te,name__gu,name__bn,name__gl,name__ast,name__el,wikipedia__ar,wikipedia__arwikiquote,wikipedia__ast,wikipedia__az,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gu,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__ko,wikipedia__ky,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__ne,wikipedia__new,wikipedia__nl,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__no,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vi,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NDL,family_name,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__FAST,identifier__CSPAN,identifier__wikitree,identifier__NLA,identifier__NTA,identifier__NLAtrove,name__nds,name__vmf,name__en_ca,name__en_gb,twitter,facebook,name__min,wikipedia__min,website,name__so,name__ckb,name__bs,name__ace,wikipedia__ace,wikipedia__bswikiquote,wikipedia__ckb,wikipedia__itwikiquote,wikipedia__so,wikipedia__trwikiquote,identifier__MusicBrainz,identifier__GTAA,name__yo,name__lt,name__oc,wikipedia__eowikinews,wikipedia__lt,wikipedia__yo,name__de_ch,name__pt_br,wikipedia__oc,identifier__Oxforddnb,identifier__bigenc_ru,name__br,name__co,name__ty,identifier__OLID,wikipedia__gl,name__zh_mo,name__lmo,name__pa,wikipedia__pa,name__sk,name__zh_my,identifier__NLI,identifier__britishmuseum,identifier__NPG,occupation,identifier__google_knowledge,identifier__nyt_topic,wikipedia__kn,name__kn,identifier__snac,identifier__Britannica,identifier__quora,wikipedia__si,name__fo,name__kl,wikipedia__uz,identifier__ioc_athlete,name__uz,instagram
Q5753371,Hiew King Cheu,邱庆州,Hiew King Cheu,,Hiew King Cheu,Hiew King Cheu,Hiew King Cheu,Hiew King Cheu,Hiew King Cheu,Hiew King Cheu,Hiew King Cheu,,Hiew King Cheu,Hiew King Cheu,Hiew King Cheu,Hiew King Cheu,邱庆州,male,1952-03-01,/m/0bh9q00,Hiew King Chew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hiew King Cheu,Hiew King Cheu,Hiew King Cheu,Hiew King Cheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q57675,Najib Razak,纳吉·阿都拉萨,Mohd Najib bin Abdul Razak,Najib Tun Razak,Najib Tun Razak,Najib Razak,Najib Tun Razak,Najib Razak,Mohd Najib bin Abdul Razak,Najib Tun Razak,Najib Razak,Najib Tun Razak,Najib Razak,Najib Razak,Najib Tun Razak,Mohd Najib bin Abdul Razak,纳吉·阿都拉萨,male,1953-07-23,/m/02lb6k,Najib Tun Razak,Najib Razak,https://upload.wikimedia.org/wikipedia/commons/7/70/Dato_Sri_Mohd_Najib_Tun_Razak.JPG,Mohd,,Najib Razak,103418701,140115854,n84183609,,混蛋·阿都拉薩,,,,,,Najib Razak,Najib Tun Razak,Najib Razak,,நஜீப் துன் ரசாக்,Najib Razak,နာဂျစ် ရာဇက်,Najib Razak,Naĝib Razak,Najib Razak,Наджиб Тун Разак,Necip Rezak,Na̍p-kit Â-tû Là-sat,Наџиб Разак,Najib Tun Razak,Наджиб Разак,,,Najib Tun Abdul Razak,Najib Razak,,,,,,,Najib Tun Razak,,나집 툰 라작,נג'יב רזאק,Nadžibs Razaks,Najib Razak,,ナジブ・ラザク,Mohd Najib bin Abdul Razak,亞都拉薩拿督,,,,,นาจิบ ราซะก์,Najib Razak,,Najib Razak,,نجیب تون رزاق,,,,,نجيب تون عبد الرزاق,,,Najib Razak,,Najib Tun Razak,,,,,拿督阿都拉萨,,,,,നജീബ് തുൻ റസാഖ്,,,,,,,,,,,নাজিব রাজাক,,,Νατζίμπ Ραζάκ,نجيب تون عبد الرزاق,,,Nəcib Tun Əbdürrazaq,,,,,,,Najib Razak,Category:Najib Tun Razak,Najib Razak,,Najib Razak,,Νατζίμπ Ραζάκ,Category:Najib Razak,Najib Razak,Naĝib Razak,Najib Tun Razak,Najib Razak,,نجیب تون رزاق,Najib Razak,Najib Razak,,Najib bin Abdul Razak,נג'יב רזאק,,,,,,Najib Razak,ナジブ・ラザク,Najib Razak,,,,나집 라작,,Najib Tun Razak,,,,Nadžibs Razaks,,,നജീബ് തുൻ റസാഖ്,,,နာဂျစ် ရာဇက်,,,,,,Najib Tun Razak,Najib Tun Razak,Najib Tun Razak,,Najib Razak,,,Наджиб Тун Разак,,,,Najib Razak,,,Najib Razak,,Najib Tun Razak,நஜீப் துன் ரசாக்,,นาจิบ ราซะก์,นาจิบ ราซะก์,Najib Razak,Necip Rezak,,Наджиб Разак,,,Mohd Najib bin Abdul Razak,,,拿督阿都拉萨,,,Najib Tun Razak,阿都拉薩,,,,,,,,,,00000027931,,,,,,,,,,Mohd Najib Abdul Razak,NajibRazak,najibrazak,,,http://www.najibrazak.com,,نەجیب ڕەزاق,,,,,نەجیب ڕەزاق,,,,,,Najib Tun Razak,Najib Tun Razak,Najib Razak,Kategorio:Naĝib RAZAK,Najib Tun Razak,Najib Tun Razak,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,Najib Razak,Najib Razak,Najib Razak,,Najib Razak,
Q5772615,Hishammuddin Hussein,希山慕丁,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,Hishammuddin Hussein,希山慕丁·胡先,male,1961-08-05,,Hishammuddin Hussein,Hishammuddin Hussein,https://upload.wikimedia.org/wikipedia/commons/4/41/Hishamuddin2014.jpg,,,,,,,,希山慕丁,希山慕丁,希山慕丁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ヒシャムッディン・フセイン,,,,,,,,,,,,,,,,,هشام الدين حسين,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,هشام الدين حسين,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hishammuddin Hussein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,希山慕丁,,,,,,,,,politician,,,,,,,,,,,,,,
Q5912644,Hou Kok Chung,何国忠,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,Hou Kok Chung,何国忠,male,1963,/m/09v31km,Hou Kok Chung,Hou Kok Chung,,,,,120264648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13101322X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5948924,Husam Musa,,Husam Musa,,Husam Musa,Husam Musa,Husam Musa,Husam Musa,Husam Musa,Husam Musa,Husam Musa,,Husam Musa,Husam Musa,Husam Musa,Husam Musa,,male,1959-10-14,,Husam Musa,Husam Musa,https://upload.wikimedia.org/wikipedia/commons/f/fa/Dato_Paduka_Haji_Husam_Musa_at_PAS_Muktamar_2005.jpg,Husam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5984464,Ibrahim Ali,依布拉欣,Ibrahim Ali,Ibrahim Ali,Ibrahim Ali,Ibrahim Ali,,,,,Ibrahim Ali,Ibrahim Ali,Ibrahim Ali,Ibrahim Ali (Malaysia),Ibrahim Ali (Malaysia),Ibrahim Ali (Malaysia),依布拉欣阿里,male,1957-01-25,/m/09rxcw4,Ibrahim Ali (Malaysia),Ibrahim Ali,,Ibrahim,,,313416017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ابراهیم علی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibrahim Ali,,,,,ابراهیم علی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16940016r,184879604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6084762,Ismail Kassim,伊斯玛依,Ismail Kassim,,,Ismail Kassim,Ismail Kassim,Ismail Kassim,Ismail Kassim,Ismail Kassim,Ismail Kassim,,Ismail Kassim,Ismail Kassim,,Ismail Kassim,伊斯玛依,male,1959-10-02,,Ismail Kassim,Ismail Kassim,,Ismail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6084858,Ismail Sabri Yaakob,依斯迈沙比礼,Ismail Sabri Yaacob,Ismail Sabri Yaakob,Ismail Sabri Yaakob,Ismail Sabri Yaakob,Ismail Sabri Yaacob,Ismail Sabri Yaacob,Ismail Sabri Yaacob,Ismail Sabri Yaacob,Ismail Sabri Yaakob,Ismail Sabri Yaakob,Ismail Sabri Yaakob,Ismail Sabri Yaakob,Ismail Sabri Yaakob,Ismail Sabri Yaacob,依斯迈沙比里,male,1960-01-18,,Ismail Sabri Yaakob,Ismail Sabri Yaakob,https://upload.wikimedia.org/wikipedia/commons/7/78/DSIS2.jpg,Ismail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ismail Sabri Yaakob,Ismail Sabri Yaakob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6118556,Jacob Dungau Sagan,耶谷东高沙甘,Jacob Dungau Sagan,,Jacob Dungau Sagan,Jacob Dungau Sagan,Jacob Dungau Sagan,Jacob Dungau Sagan,Jacob Dungau Sagan,Jacob Dungau Sagan,Jacob Dungau Sagan,,Jacob Dungau Sagan,Jacob Dungau Sagan,Jacob Dungau Sagan,Jacob Dungau Sagan,耶谷东高沙甘,male,1946-09-26,,Jacob Dungau Sagan,Jacob Dungau Sagan,https://upload.wikimedia.org/wikipedia/commons/7/79/Jds269.jpg,Jacob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6127705,Jamaluddin Jarjis,贾玛鲁丁查吉,Jamaluddin bin Mohd Jarjis,Jamaluddin Jarjis,Jamaluddin Jarjis,Jamaluddin Jarjis,,,,,Jamaluddin Jarjis,Jamaluddin Jarjis,Jamaluddin Jarjis,Jamaluddin Jarjis,Jamaluddin Jarjis,Jamaluddin bin Mohd Jarjis,贾玛鲁丁查吉,male,1951-05-25,,Jamaluddin Jarjis,Jamaluddin Jarjis,https://upload.wikimedia.org/wikipedia/commons/1/1a/Barack_Obama_and_Jamaluddin_Jarjis.jpg,,Jamaluddin Jarjis,,,,,2015-04-04,,,,,,,,,,,,,,,,,,Jamaluddin Jarjis,,,,,,,,,,,,,,,,,,,,,,ジャマルディン・ジャリス,,,,,,,,,,Jamaluddin Jarjis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaluddin Jarjis,,,,,,,,,,ジャマルディン・ジャリス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaluddin Jarjis,,,,,,,,Jamaluddin Jarjis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamaluddin Jarjis,,,,,engineer,,,,,,,,,,,,,,
Q6132446,James Dawos Mamit,詹姆士道达沃斯,James Dawos Mamit,,James Dawos Mamit,James Dawos Mamit,James Dawos Mamit,James Dawos Mamit,James Dawos Mamit,James Dawos Mamit,James Dawos Mamit,,James Dawos Mamit,James Dawos Mamit,James Dawos Mamit,James Dawos Mamit,詹姆士道达沃斯,male,,/m/0bmjgbd,James Dawos Mamit,James Dawos Mamit,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6147742,Jamil Khir Baharom,,Jamil Khir Baharom,Jamil Khir Baharom,Jamil Khir Baharom,Jamil Khir Baharom,Jamil Khir Baharom,Jamil Khir Baharom,Jamil Khir Baharom,Jamil Khir Baharom,,,Jamil Khir Baharom,Jamil Khir Baharom,Jamil Khir Baharom,Jamil Khir Baharom,,male,,,Jamil Khir Baharom,,https://upload.wikimedia.org/wikipedia/commons/5/58/Jamil_Khir_Baharom.jpg,Jamil,,,,,,,,賈米爾,,贾米尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6155600,Mustapa Mohamed,慕斯达法莫哈末,Mustapa Mohamed,Mustapa Mohamed,Mustapa Mohamed,Mustapa Mohamed,Mustapa Mohamed,Mustapa Mohamed,Mustapa Mohamed,Mustapa Mohamed,Mustapa Mohamed,,Mustapa Mohamed,Mustapa Mohamed,Mustapa Mohamed,Mustapa Mohamed,慕斯达法莫哈末,male,1950-09-25,,Mustapa Mohamed,Mustapa Mohamed,https://upload.wikimedia.org/wikipedia/commons/9/91/Mustapa_Mohamed_in_CNBC-supply_chains_-_World_Economic_Forum_on_East_Asia_2012_crop.jpg,,,,,,,,,穆斯塔法穆罕默德,,,,慕斯達法穆罕默德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mustapa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,
Q6176610,Jelaing Mersat,惹拉因末萨,Jelaing anak Mersat,,Jelaing Mersat,Jelaing Mersat,,,,,Jelaing Mersat,,Jelaing Mersat,Jelaing Mersat,Jelaing Mersat,Jelaing anak Mersat,惹拉因末萨,male,1948-12-31,/m/0bs7h5m,Jelaing Mersat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6217260,Johari Abdul,佐哈里阿都,Johari Abdul,,Johari Abdul,Johari Abdul,Johari Abdul,Johari Abdul,Johari Abdul,Johari Abdul,Johari Abdul,,Johari Abdul,Johari Abdul,Johari Abdul,Johari Abdul,佐哈里阿都,male,1955-05-25,/m/09rvdjf,Johari Abdul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6282909,Joseph Entulu Belaun,佐瑟恩杜鲁,Joseph Entulu Anak Belaun,,Joseph Entulu Belaun,Joseph Entulu Belaun,Joseph Entulu Anak Belaun,Joseph Entulu Anak Belaun,Joseph Entulu Anak Belaun,Joseph Entulu Anak Belaun,Joseph Entulu Belaun,,Joseph Entulu Belaun,Joseph Entulu Belaun,Joseph Entulu Belaun,Joseph Entulu Anak Belaun,佐瑟恩杜鲁,male,1954-06-08,/m/0brzc33,Joseph Entulu Belaun,Joseph Entulu Belaun,,Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6286795,Joseph Salang Gandum,佐瑟沙朗,Joseph Salang Gandum,,Joseph Salang Gandum,Joseph Salang Gandum,Joseph Salang Gandum,Joseph Salang Gandum,Joseph Salang Gandum,Joseph Salang Gandum,Joseph Salang Gandum,,Joseph Salang Gandum,Joseph Salang Gandum,Joseph Salang Gandum,Joseph Salang Gandum,佐瑟沙朗,male,1950-01-01,/m/0bs1_d1,Joseph Salang Gandum,Joseph Salang Gandum,,Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6315618,Juslie Ajirol,朱斯里,Juslie Ajirol,,Juslie Ajirol,Juslie Ajirol,,,,,Juslie Ajirol,,Juslie Ajirol,Juslie Ajirol,Juslie Ajirol,,朱斯里,male,1953-10-15,,Juslie Ajirol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6323788,K. Pathmanaban,,K. Pathmanaban,,,,K. Pathmanaban,K. Pathmanaban,K. Pathmanaban,K. Pathmanaban,K. Pathmanaban,,K. Pathmanaban,K. Pathmanaban,,,,male,1937,,K. Pathmanaban,,,K.,,,,,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q6323953,K. S. Nijhar,,,,,,,,,,,,K. S. Nijhar,K. S. Nijhar,,,,male,,,K. S. Nijhar,,,K.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6356078,Kamaruddin Jaafar,卡玛鲁汀查华,Kamarudin Jaffar,,Kamaruddin Jaafar,Kamaruddin Jaafar,Kamarudin Jaffar,Kamarudin Jaffar,Kamarudin Jaffar,Kamarudin Jaffar,Kamaruddin Jaafar,,Kamaruddin Jaafar,Kamarudin Jaffar,Kamaruddin Jaafar,Kamarudin Jaffar,卡玛鲁汀查华,male,1951-11-03,/m/09rt93g,Kamarudin Jaffar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
