id,name__es,name__en,name__nl,name__fr,name__hu,name,wikipedia__es,gender,birth_date,given_name,original_wikiname,name__it,image,name__de,wikipedia__en,identifier__ISNI,identifier__VIAF,identifier__SUDOC,death_date,identifier__FAST,name__cy,identifier__GND,identifier__LCAuth,name__nb,name__da,name__nn,name__sv,name__ru,name__ca,name__gl,second_surname,name__pl,name__mg,wikipedia__mg,wikipedia__pl,wikipedia__de,wikipedia__ru,wikipedia__fr,name__zh_hant,name__zh_cn,name__tr,name__zh,wikipedia__trwikiquote,identifier__freebase,wikipedia__it,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__eu,name__wa,name__ko,name__he,name__oc,name__lv,name__ja,name__scn,name__pt,name__eo,name__fi,name__uk,name__la,name__cs,name__bg,name__fa,name__ksh,name__lt,name__tl,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__ksh,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__scn,wikipedia__simple,wikipedia__sv,wikipedia__tl,wikipedia__uk,wikipedia__wa,wikipedia__zh,identifier__BNF,identifier__NDL,identifier__SBN_it,identifier__NTA,family_name,name__nov,wikipedia__nov,website,twitter,facebook,name__en_ca,name__en_gb,name__sk,name__et,wikipedia__et,identifier__GTAA,name__qu,name__gd,name__be,name__af,name__yo,name__id,name__sq,name__vi,name__el,name__ar,name__sr_el,name__sr_ec,name__be_tarask,name__io,name__gv,name__sr,name__ro,name__az,name__sco,wikipedia__af,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__el,wikipedia__gd,wikipedia__gl,wikipedia__gv,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__sq,wikipedia__sr,wikipedia__tr,wikipedia__vi,wikipedia__yo,identifier__IMDB,identifier__NKC,identifier__CANTIC,identifier__Munzinger,identifier__CSPAN,identifier__OLID,identifier__BNE,instagram,name__de_ch,name__pt_br,identifier__NNDB,linkedin,occupation,identifier__google_plus,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wo,name__zu,identifier__nlg,identifier__snac,wikipedia__fawikiquote,wikipedia__eswikinews,identifier__TED,identifier__Britannica,identifier__PTBNP,identifier__SELIBR,wikipedia__plwikiquote,wikipedia__eswikisource,name__sl,identifier__bigenc_ru,identifier__CiNii,pseudonym,identifier__youtube,wikipedia__ast,name__hy,wikipedia__hy,identifier__goodreads,wikipedia__lb,wikipedia__zh_yue,name__yue,identifier__BVMC,identifier__BIBSYS,identifier__BAV,identifier__N6I,wikipedia__ruwikinews,wikipedia__tt,name__tt,identifier__NLP,honorific_prefix
Q5675808,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,male,1955-07-07,Andrés,,Andrés González Díaz,"https://upload.wikimedia.org/wikipedia/commons/f/f1/Andrés_González_Díaz,_OAS.jpg",Andrés González Díaz,Andrés González Díaz,0000 0003 5738 7835,195111760,125991606,,,Andrés González Díaz,,n84001476,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,,Andrés González Díaz,Andrés González Díaz,Díaz,Andrés González Díaz,Andrés González Díaz,,,,,,,,Andrés González Díaz,,,,,,,,,Andrés González Díaz,Andrés González Díaz,,,Andrés González Díaz,Andrés González Díaz,,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,,,Andrés González Díaz,,,,Andrés González Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,González,,,,,,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,,,,Andrés González Díaz,,Andrés González Díaz,,Andrés González Díaz,,Andrés González Díaz,,,,,,Andrés González Díaz,,,Andrés González Díaz,,Andrés González Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés González Díaz,Andrés González Díaz,,,politician,,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,Andrés González Díaz,,,,,,,,,,,Andrés González Díaz,,,,,,,,,,,,,,,,,,,,
Q5680220,Zulema Jattin Corrales,Zulema Jattin Corrales,Zulema Jattin Corrales,Zulema Jattin Corrales,Zulema Jattin Corrales,Zulema Jattin Corrales,Zulema Jattin Corrales,female,1969-07-31,Zulema,,,,Zulema Jattin Corrales,Zulema Jattin Corrales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zulema Jattin Corrales,,,,,,,,,,,,,,,,,,,,
Q5680585,Jorge Hernando Pedraza,Jorge Hernando Pedraza,Jorge Hernando Pedraza,Jorge Hernando Pedraza,Jorge Hernando Pedraza,Jorge Hernando Pedraza,Jorge Hernando Pedraza,male,1963,Jorge,,,https://upload.wikimedia.org/wikipedia/commons/6/6a/Senador_pedraza.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Hernando Pedraza,,,,,,,,,,,,,,,,,,,,
Q5682967,Guillermo Perry Rubio,Guillermo Perry Rubio,Guillermo Perry Rubio,Guillermo Perry Rubio,Guillermo Perry Rubio,Guillermo Perry Rubio,Guillermo Perry Rubio,male,1945,Guillermo,,,,,,,,,,,,123893585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillermo Perry Rubio,,,,,,,,,,,,,,,,,,,,
Q5687797,Luis Élmer Arenas Parra,Luis Élmer Arenas Parra,Luis Élmer Arenas Parra,Luis Élmer Arenas Parra,Luis Élmer Arenas Parra,Luis Élmer Arenas Parra,Luis Arenas Parra,male,1953,Luis,,Luis Arenas Parra,https://upload.wikimedia.org/wikipedia/commons/9/92/Senador_Luis_Elmer_Arenas_Parra.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Élmer Arenas Parra,,,,,,,,,,,,,,,,,,,,
Q5692275,Camilo Sánchez Ortega,Camilo Sánchez Ortega,Camilo Sánchez Ortega,Camilo Sánchez Ortega,Camilo Sánchez Ortega,Camilo Sánchez Ortega,Camilo Sánchez Ortega,male,1960-06-23,Camilo,,,https://upload.wikimedia.org/wikipedia/commons/6/65/Camilo_Sánchez.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camilo Sánchez Ortega,,,,,,,,,,,,,,,,,,,,
Q5698082,Antonio Correa,Antonio Correa,Antonio Correa,,,Antonio Correa,Antonio Correa Jiménez,male,1976-06-14,Antonio,,Antonio Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5703591,Argelino Durán Quintero,Argelino Durán Quintero,Argelino Durán Quintero,Argelino Durán Quintero,Argelino Durán Quintero,Argelino Durán Quintero,Argelino Durán Quintero,male,1914-11-02,,,,,,,,,,1992-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argelino Durán Quintero,,,,,,,,,,,,,,,,,,,,
Q5704306,Arleth Casado de López,Arleth Casado de López,Arleth Casado de López,Arleth Casado de López,Arleth Casado de López,Arleth Casado de López,Arleth Casado,female,1971-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arleth Casado de López,,,,,,,,,,,,,,,,,,,,
Q5711988,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,male,1937-04-28,Aurelio,,Aurelio Iragorri Hormaza,,Aurelio Iragorri Hormaza,,,,,,,Aurelio Iragorri Hormaza,,,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,,,,,,,,Aurelio Iragorri Hormaza,,,,,,,,,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,,,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,,,Aurelio Iragorri Hormaza,,,,Aurelio Iragorri Hormaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,,,,Aurelio Iragorri Hormaza,,Aurelio Iragorri Hormaza,,Aurelio Iragorri Hormaza,,Aurelio Iragorri Hormaza,,,,,,Aurelio Iragorri Hormaza,,,Aurelio Iragorri Hormaza,,Aurelio Iragorri Hormaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,,,politician,,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,Aurelio Iragorri Hormaza,,,,,,,,,,,Aurelio Iragorri Hormaza,,,,,,,,,,,,,,,,,,,,
Q5726446,Bernabé Celis,Bernabé Celis,Bernabé Celis,Bernabé Celis,Bernabé Celis,Bernabé Celis,Bernabé Celis,male,1955-09-19,Bernabé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernabé Celis,,,,,,,,,,,,,,,,,,,,
Q5726848,Bernardo Miguel Elías,Bernardo Miguel Elías,Bernardo Miguel Elías,Bernardo Miguel Elías,Bernardo Miguel Elías,Bernardo Miguel Elías,Bernardo Elías,male,1976-11-07,Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernardo Miguel Elías,,,,,,,,,,,,,,,,,,,,
Q5729675,Bladimiro Cuello Daza,Bladimiro Cuello Daza,Bladimiro Cuello Daza,Bladimiro Cuello Daza,Bladimiro Cuello Daza,Bladimiro Cuello Daza,Bladimiro Cuello Daza,male,1961-01-27,,,Bladimiro Cuello Daza,https://upload.wikimedia.org/wikipedia/commons/0/0e/BladimiroCuelloDaza.jpg,Bladimiro Cuello Daza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BladimiroCuello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bladimiro Cuello Daza,,,,,,,,,,,,,,,,,,,,
Q5742191,Camilo Romero,Camilo Romero,Camilo Romero,Camilo Romero,Camilo Romero,Camilo Romero,Camilo Romero (político),male,1976-07-17,Camilo,,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Camilo-Romero-Senador.jpg,,,0000 0000 3648 9427,63405838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Camilo Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303581883,,,,,camiloromero,paginacamiloromero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,104724751765891599426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camilo Romero,,,,,,,,,,,,,,,,,,,,
Q5750114,Carlos Cárdenas Ortiz,Carlos Cárdenas Ortiz,Carlos Cárdenas Ortiz,Carlos Cárdenas Ortiz,Carlos Cárdenas Ortiz,Carlos Cárdenas Ortiz,Carlos Cárdenas Ortiz,male,"",Carlos,,,,,,,,,,,,,,,,,,,Carlos Cárdenas Ortiz,Carlos Cárdenas Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Cárdenas Ortiz,,,,,,,,,,,,,,,,,,,,
Q5750208,Carlos Eduardo Enríquez Maya,Carlos Eduardo Enríquez Maya,Carlos Eduardo Enríquez Maya,Carlos Eduardo Enríquez Maya,Carlos Eduardo Enríquez Maya,Carlos Eduardo Enríquez Maya,Eduardo Enríquez Maya,male,1948-10-11,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Eduardo Enríquez Maya,,,,,,,,,,,,,,,,,,,,
Q5750238,Carlos Emiro Barriga,Carlos Emiro Barriga,Carlos Emiro Barriga,Carlos Emiro Barriga,Carlos Emiro Barriga,Carlos Emiro Barriga,Carlos Emiro Barriga,male,1957,Carlos,,Carlos Emiro Barriga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Emiro Barriga,,,,,,,,,,,,,,,,,,,,
Q5750257,Carlos Enrique Soto,Carlos Enrique Soto,Carlos Enrique Soto,,,Carlos Enrique Soto,Carlos Enrique Soto,male,"",Carlos,,Carlos Enrique Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Enrique Soto,,,,,,,,,,,,,,,,,,,,
Q5750311,Carlos Fernando Galán,Carlos Fernando Galán,Carlos Fernando Galán,Carlos Fernando Galán,Carlos Fernando Galán,Carlos Fernando Galán,Carlos Fernando Galán,male,1977-06-04,Carlos,,,https://upload.wikimedia.org/wikipedia/commons/b/ba/Carlos_Fernando_galán_cropped.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Fernando Galán,,,,,,,,,,,,,,,,,,,,
Q5750340,Carlos Ferro,Carlos Ferro,Carlos Ferro,Carlos Ferro,Carlos Ferro,Carlos Ferro,Carlos Ferro (político),male,1962,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Ferro,,,,,,,,,,,,,,,,,,,,
Q5750450,Carlos García Orjuela,Carlos García Orjuela,Carlos García Orjuela,Carlos García Orjuela,Carlos García Orjuela,Carlos García Orjuela,Carlos García Orjuela,male,1949-07-05,Carlos,,,https://upload.wikimedia.org/wikipedia/commons/f/f1/Carlos_gacia_orjeula.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,García,,,,,,,,,,,,,,,,,,,,,كارلوس غارسيا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos García Orjuela,,,,,,,,,,,,,,,,,,,,
Q5750672,Carlos Julio González,Carlos Julio González,Carlos Julio González,Carlos Julio González,Carlos Julio González,Carlos Julio González,Carlos Julio González,male,1963-02-27,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carlosjuliogonzalezv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Julio González,,,,,,,,,,,,,,,,,,,,
Q5751462,Carlos Ramiro Chávarro,Carlos Ramiro Chávarro,Carlos Ramiro Chávarro,Carlos Ramiro Chávarro,Carlos Ramiro Chávarro,Carlos Ramiro Chávarro,Carlos Ramiro Chávarro,male,1972-12-29,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Ramiro Chávarro,,,,,,,,,,,,,,,,,,,,
Q5751476,Carlos Ramón González,Carlos Ramón González,Carlos Ramón González,Carlos Ramón González,Carlos Ramón González,Carlos Ramón González,Carlos Ramón González,male,1958,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Ramón González,,,,,,,,,,,,,,,,,,,,
Q5770253,Ciro Ramírez,Ciro Ramírez,Ciro Ramírez,Ciro Ramírez,Ciro Ramírez,Ciro Ramírez,Ciro Ramírez,male,1951,Ciro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciro Ramírez,,,,,,,,,,,,,,,,,,,,
Q5771765,Claudia López Hernández,Claudia López Hernández,Claudia López Hernández,Claudia López Hernández,Claudia López Hernández,Claudia López Hernández,Claudia López Hernández,female,1970-03-09,Claudia,,Claudia López Hernández,https://upload.wikimedia.org/wikipedia/commons/c/ce/Claudialopezsenadora.png,,Claudia López Hernández,,44023872,157342425,,,,,no2005007996,,,,,,Claudia López Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudia López Hernández,,,,,,,,,,,,Claudia López Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,López,,,https://www.claudia-lopez.com/,ClaudiaLopez,ClaudiaLopezCL,,,,,,,,,,,,,,,,كلوديا لوبيز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claudialopezcl,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudia López Hernández,,,,,Claudia López Hernández,,,,,,,,,,,,,,,
Q5796535,Álvaro García Romero,Álvaro García Romero,Álvaro García Romero,Álvaro García Romero,Álvaro García Romero,Álvaro García Romero,Álvaro García Romero,male,"",Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,García,,,,,,,,,,,,,,,,,,,,,ألفارو غارسيا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Álvaro García Romero,,,,,,,,,,,,,,,,,,,,
Q5802297,Hernán Andrade,Hernán Andrade,Hernán Andrade,Hernán Andrade,Hernán Andrade,Hernán Andrade,Hernán Andrade,male,1960-05-07,Hernán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hernán Andrade,,,,,,,,,,,,,,,,,,,,
