id,name__id,name,wikipedia__id,original_wikiname,name__it,gender,given_name,birth_date,name__en,name__nl,name__de,name__fr,wikipedia__en,image,name__jv,name__es,wikipedia__jv,identifier__VIAF,name__ms,name__su,name__min,wikipedia__min,wikipedia__ms,wikipedia__su,name__zh,wikipedia__zh,name__nb,name__da,name__nn,name__sv,identifier__freebase,name__ru,wikipedia__ru,wikipedia__commons,name__ar,wikipedia__ar,wikipedia__es,identifier__MusicBrainz,name__ja,name__pl,name__hu,name__fa,name__pt,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__hu,wikipedia__it,wikipedia__ja,wikipedia__nl,wikipedia__pl,wikipedia__pt,identifier__ITF,name__map_bms,wikipedia__map_bms,name__zh_hans,name__zh_hant,name__zh_hk,website,name__pa,wikipedia__pa,name__af,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__cs,name__cy,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__el,death_date,name__th,wikipedia__th,wikipedia__vi,identifier__SUDOC,identifier__IMDB,identifier__NLAtrove,twitter,identifier__FAST,identifier__OLID,occupation,wikipedia__lv,name__lv,identifier__LCAuth,identifier__quora,identifier__ISNI,name__ksh,identifier__NTA,identifier__DBNL,identifier__BNF,identifier__moviemeter,identifier__AlloCine,identifier__allmovie,identifier__PORT,identifier__kinopoisk,identifier__snac,name__ace,name__zh_cn,name__be_tarask,name__be,identifier__GND,name__bjn,wikipedia__bjn,name__ko,name__he,name__yue,wikipedia__cs,wikipedia__ko,wikipedia__simple,wikipedia__zh_yue,facebook,identifier__wikitree,family_name,instagram,identifier__NLA,wikipedia__bn,name__bn,wikipedia__ml,name__ml,wikipedia__idwikiquote,wikipedia__gor,identifier__GTAA,name__gor,name__lfn,name__uz,name__ta,name__or,name__am,name__pnb,name__tr,name__az,name__ug,name__ks,name__yo,name__ps,name__sa,name__hi,name__sd,name__war,name__bg,name__te,name__ur,name__sq,name__uk,name__ku,name__kn,name__bs,name__gom,name__azb,name__bpy,name__tg,name__ckb,name__gom_latn,name__gom_deva,name__mwl,name__mr,wikipedia__am,wikipedia__arwikiquote,wikipedia__ast,wikipedia__azb,wikipedia__az,wikipedia__azwikisource,wikipedia__be,wikipedia__bg,wikipedia__bpy,wikipedia__bswikiquote,wikipedia__ca,wikipedia__ckb,wikipedia__cswikiquote,wikipedia__da,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__et,wikipedia__fawikisource,wikipedia__fi,wikipedia__gl,wikipedia__gom,wikipedia__he,wikipedia__hi,wikipedia__hiwikiquote,wikipedia__hr,wikipedia__hrwikiquote,wikipedia__kn,wikipedia__ks,wikipedia__ku,wikipedia__la,wikipedia__lfn,wikipedia__mg,wikipedia__mwl,wikipedia__no,wikipedia__or,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__ps,wikipedia__ro,wikipedia__sa,wikipedia__sco,wikipedia__sd,wikipedia__slwikiquote,wikipedia__sq,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__tg,wikipedia__tr,wikipedia__trwikiquote,wikipedia__ug,wikipedia__uk,wikipedia__ur,wikipedia__urwikiquote,wikipedia__uz,wikipedia__war,wikipedia__yo,identifier__NDL,identifier__BIBSYS,identifier__Munzinger,identifier__SELIBR,identifier__N6I,identifier__Gutenberg,identifier__GNC,identifier__NPG,identifier__britishmuseum,identifier__NLI,identifier__BNE,identifier__EGAXA,identifier__SBN_it,identifier__NKC,identifier__NUKAT,identifier__PTBNP,identifier__bigenc_ru,identifier__ne_se,identifier__Britannica,identifier__Oxforddnb,identifier__CONOR,identifier__LAC,name__bm,name__frc,name__jam,name__kab,name__lt,name__pap,name__prg,name__rgn,name__vmf,wikipedia__mr,name__zh_sg,name__zh_tw,name__sh,name__hy,name__sr_ec,name__diq,name__mk,name__sr,name__ka,name__tl,name__ota,name__nan,name__kk,name__tk,wikipedia__af,wikipedia__br,wikipedia__bs,wikipedia__diq,wikipedia__el,wikipedia__eu,wikipedia__hy,wikipedia__ka,wikipedia__kk,wikipedia__mk,wikipedia__sh,wikipedia__sk,wikipedia__sr,wikipedia__sw,wikipedia__tk,wikipedia__trwikisource,wikipedia__zh_min_nan,noble_title,identifier__CERL,wikipedia__frr,name__frr
Q16162741,Aboe Bakar Al-Habsyi,Aboe Bakar Al-Habsyi,Aboe Bakar,Aboe Bakar,,male,Abubakar,1964-10-15,Aboe Bakar Al-Habsyi,,,,,https://upload.wikimedia.org/wikipedia/commons/8/88/Aboe_Bakar_Al-Habsyi.jpg,,,,,,,,,,,,,,,,,,,,Category:Aboe Bakar Al-Habsyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aboe Bakar Al-Habsyi,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16163334,Adhariani,Adhariani,Adhariani,Adhariani,Adhariani,,,1964-09-16,Adhariani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16163503,Aditya Mufti Ariffin,Aditya Mufti Ariffin,Aditya Mufti Ariffin,Aditya Mufti Ariffin,,male,,1984-03-21,Aditya Mufti Ariffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16164615,Ahmad Hanafi Rais,Ahmad Hanafi Rais,Ahmad Hanafi Rais,Ahmad Hanafi Rais,Ahmad Hanafi Rais,male,Ahmad,1979-09-10,Ahmad Hanafi Rais,Ahmad Hanafi Rais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmad Hanafi Rais,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16164725,Ahmad Sahroni,Ahmad Sahroni,Ahmad Sahroni,Ahmad Sahroni,Ahmad Sahroni,male,Ahmad,1977-08-08,Ahmad Sahroni,,,,Ahmad Sahroni,,,,,305834770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,0000 0004 2326 8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16164839,Ahmad Zainuddin,Ahmad Zainuddin,Ahmad Zainuddin,Ahmad Zainuddin,,male,,1966-03-25,Ahmad Zainuddin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16164901,Ahmadi Noor Supit,Ahmadi Noor Supit,Ahmadi Noor Supit,Ahmadi Noor Supit,Ahmadi Noor Supit,,,1957-09-01,Ahmadi Noor Supit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16165207,Akbar Zulfakar Sipanawa,Akbar Zulfakar Sipanawa,Akbar Zulfakar Sipanawa,Akbar Zulfakar Sipanawa,,,,1975-05-30,Akbar Zulfakar Sipanawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16165599,Alamuddin Dimyati Rois,Alamuddin Dimyati Rois,Alamuddin Dimyati Rois,Alamuddin Dimyati Rois,,male,,1980-12-26,Alamuddin Dimyati Rois,Alamuddin Dimyati Rois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alamuddin Dimyati Rois,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16166575,Mirwan Amir,Mirwan Amir,Mirwan Amir,Mirwan Amir,,male,,1961-05-07,Mirwan Amir,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f5/Mirwan_Amir.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16167068,Andika Hazrumy,Andika Hazrumy,Andika Hazrumy,Andika Hazrumy,,male,,1985-12-16,Andika Hazrumy,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/Wakil_Gubernur_Banten_Andika_Hazrumy.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16167160,Andriyanto Johan Syah,Andriyanto Johan Syah,Andriyanto Johan Syah,Andriyanto Johan Syah,,male,,1971-04-23,Andriyanto Johan Syah,Andriyanto Johan Syah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andriyanto Johan Syah,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16167910,Aria Bima,Aria Bima,Aria Bima (politisi),Aria Bima (politisi),,,,1965-05-29,Aria Bima,Aria Bima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aria Bima,,,,,,,,,,,,,,,,,,,,,politician,,,,,0000 0003 9562 8214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16168068,Arif Wibowo,Arif Wibowo,Arif Wibowo,Arif Wibowo,,male,Arif,1968-06-29,Arif Wibowo,Arif Wibowo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arif Wibowo,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16168594,Asfihani,Asfihani,Asfihani,Asfihani,Asfihani,,,1961-01-20,Asfihani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16168780,Asril Tanjung,Asril Tanjung,Asril Tanjung,Asril Tanjung,,male,,1950-04-12,Asril Tanjung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16169238,Muhammad Azhari,Muhammad Azhari,Muhammad Azhari,Muhammad Azhari,Muhammad Azhari,male,Muhammed,1964-05-11,Muhammad Azhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bangazhari.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16169248,Aziz Syamsuddin,Aziz Syamsuddin,Aziz Syamsuddin,Aziz Syamsuddin,,male,,1970-07-31,Aziz Syamsuddin,,,,,,,,,83462920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,n2007204605,,0000 0000 5707 7405,,334578477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16169414,Bachrudin Nasori,Bachrudin Nasori,Bachrudin Nasori,Bachrudin Nasori,Bachrudin Nasori,,,1954-05-08,Bachrudin Nasori,Bachrudin Nasori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachrudin Nasori,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16169672,Bahrudin Syarkawie,Bahrudin Syarkawie,Bahrudin Syarkawie,Bahrudin Syarkawie,,male,,1950-07-18,Bahrudin Syarkawie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16170072,Bambang Wuryanto,Bambang Wuryanto,Bambang Wuryanto,Bambang Wuryanto,,,,1958-07-17,Bambang Wuryanto,Bambang Wuryanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bambang Wuryanto,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16172225,Chairul Anwar,Chairul Anwar,Chairul Anwar,Chairul Anwar,,male,,1963-10-13,Chairul Anwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16173957,Daryatmo Mardiyanto,Daryatmo Mardiyanto,Daryatmo Mardiyanto,Daryatmo Mardiyanto,,male,,1949-12-05,Daryatmo Mardiyanto,Daryatmo Mardiyanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daryatmo Mardiyanto,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16173966,Dasrul Djabar,Dasrul Djabar,Dasrul Djabar,Dasrul Djabar,,male,,1950-02-07,Dasrul Djabar,Dasrul Djabar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dasrul Djabar,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16175030,Djoko Udjianto,Djoko Udjianto,Djoko Udjianto,Djoko Udjianto,,,,1955-04-12,Djoko Udjianto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16176426,Eva Kusuma Sundari,Eva Kusuma Sundari,Eva Kusuma Sundari,Eva Kusuma Sundari,,female,Eva,1965-10-08,Eva Kusuma Sundari,,,,Eva Kusuma Sundari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Kusuma Sundari,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16176436,Evita Nursanty,Evita Nursanty,Evita Nursanty,Evita Nursanty,,female,Evita,1960-04-06,Evita Nursanty,Evita Nursanty,,,,https://upload.wikimedia.org/wikipedia/commons/6/62/Evita_Nursanty.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evita Nursanty,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
