id,name__en,name__yo,name__es,name__de,name__nb,name__da,name__nn,name__sv,name__fr,name__cy,name__nl,name__hu,name,wikipedia__en,wikipedia__yo,gender,occupation,birth_date,death_date,given_name,original_wikiname,name__ig,wikipedia__ig,wikipedia__sv,image,wikipedia__es,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__FAST,twitter,identifier__google_knowledge,name__tr,name__ru,wikipedia__de,wikipedia__no,wikipedia__ru,wikipedia__tr,identifier__freebase,name__zh_hant,name__zh_cn,name__ar,name__eu,name__fi,name__hr,name__id,name__it,name__ja,name__ka,name__ko,name__pl,name__pt,name__qu,name__sr,name__sw,name__uk,name__af,name__zh,name__fa,name__eo,name__ca,wikipedia__af,wikipedia__ar,wikipedia__ca,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__hr,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__nl,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__qu,wikipedia__sr,wikipedia__sw,wikipedia__uk,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__OLID,identifier__NTA,identifier__NNDB,identifier__Munzinger,identifier__Oxforddnb,identifier__britishmuseum,identifier__bigenc_ru,identifier__snac,wikipedia__simple,name__vi,wikipedia__vi,identifier__BNF,name__cs,wikipedia__cswikiquote,name__en_ca,name__en_gb,name__ht,wikipedia__ht,name__zh_tw,wikipedia__hu,identifier__FIFA,wikipedia__enwikisource,identifier__quora,identifier__ne_se,wikipedia__commons,website
Q6892988,Mohammed Aruwa,Mohammed Aruwa,,Mohammed Aruwa,,,,,Mohammed Aruwa,,Mohammed Aruwa,,Mohammed Aruwa,Mohammed Aruwa,Mohammed Aruwa,male,politician,,,Mohammed,Mohammed Aruwa,,,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Mohammed_Aruwa.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893057,Mohammed Daggash,Mohammed Daggash,,Mohammed Daggash,,,,,Mohammed Daggash,,Mohammed Daggash,,Mohammed Daggash,Mohammed Daggash,Mohammed Daggash,male,politician,1960-12-22,,Mohammed,Mohammed Daggash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893162,Mohammed Kabiru Jibril,Mohammed Kabiru Jibril,,Mohammed Kabiru Jibril,,,,,Mohammed Kabiru Jibril,,Mohammed Kabiru Jibril,,Mohammed Kabiru Jibril,Mohammed Kabiru Jibril,Mohammed Kabiru Jibril,male,politician,1958-05-18,,Mohammed,Mohammed Kabiru Jibril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893191,Mohammed Magoro,Mohammed Magoro,,Mohammed Magoro,,,,,Mohammed Magoro,,,,Mohammed Magoro,Mohammed Magoro,Mohammed Magoro,male,,1941-05-07,,Mohammed,Mohammed Magoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893199,Mohammed Mana,Mohammed Mana,,Mohammed Mana,,,,,Mohammed Mana,,Mohammed Mana,,Mohammed Mana,Mohammed Mana,Mohammed Mana,male,politician,1950-10-07,,Mohammed,Mohammed Mana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893308,Mohammed Saleh,Mohammed Saleh,,Mohammed Saleh,,,,,Mohammed Saleh,,Mohammed Saleh,,Mohammed Saleh,Mohammed Saleh,Mohammed Saleh,male,politician,1955-11-11,,Mohammed,Mohammed Saleh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893329,Mohammed Shaaba Lafiagi,Mohammed Shaaba Lafiagi,,Mohammed Shaaba Lafiagi,Mohammed Shaaba Lafiagi,Mohammed Shaaba Lafiagi,Mohammed Shaaba Lafiagi,Mohammed Shaaba Lafiagi,Mohammed Shaaba Lafiagi,,Mohammed Shaaba Lafiagi,,Mohammed Shaaba Lafiagi,Mohammed Shaaba Lafiagi,Mohammed Shaaba Lafiagi,male,politician,,,Mohammed,Mohammed Shaaba Lafiagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893384,Mohammed Tukur Liman,Mohammed Tukur Liman,,Mohammed Tukur Liman,,,,,Mohammed Tukur Liman,,Mohammed Tukur Liman,,Mohammed Tukur Liman,Mohammed Tukur Liman,Mohammed Tukur Liman,male,politician,,,Mohammed,Mohammed Tukur Liman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6895059,Moji Akinfenwa,Moji Akinfenwa,,Moji Akinfenwa,,,,,Moji Akinfenwa,,Moji Akinfenwa,,Moji Akinfenwa,Moji Akinfenwa,Moji Akinfenwa,male,politician,,,,Moji Akinfenwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6933348,Mujitaba Mohammed Mallam,Mujitaba Mohammed Mallam,,Mujitaba Mohammed Mallam,,,,,Mujitaba Mohammed Mallam,,Mujitaba Mohammed Mallam,,Mujitaba Mohammed Mallam,Mujitaba Mohammed Mallam,Mujitaba Mohammed Mallam,male,politician,1960,,,Mujitaba Mohammed Mallam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6936675,Munirudeen Adekunle Muse,Munirudeen Adekunle Muse,,Munirudeen Adekunle Muse,,,,,Munirudeen Adekunle Muse,,Munirudeen Adekunle Muse,,Munirudeen Adekunle Muse,Munirudeen Adekunle Muse,Munirudeen Adekunle Muse,male,politician,1939-05-17,,,Munirudeen Adekunle Muse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7026337,Nicholas Ugbane,Nicholas Ugbane,,Nicholas Ugbane,,,,,Nicholas Ugbane,,Nicholas Ugbane,,Nicholas Ugbane,Nicholas Ugbane,Nicholas Ugbane,male,politician,1953-12-23,,Nicholas,Nicholas Ugbane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7042547,Nkechi Justina Nwaogu,Nkechi Justina Nwaogu,Nkechi Justina Nwaogu,Nkechi Justina Nwaogu,,,,,Nkechi Justina Nwaogu,,Nkechi Justina Nwaogu,Nkechi Justina Nwaogu,Nkechi Justina Nwaogu,Nkechi Justina Nwaogu,Nkechi Justina Nwaogu,female,politician,1956-05-19,,,Nkechi Justina Nwaogu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7068794,Nuhu Aliyu Labbo,Nuhu Aliyu,,Nuhu Aliyu Labbo,,,,,Nuhu Aliyu Labbo,,Nuhu Aliyu Labbo,,Nuhu Aliyu Labbo,Nuhu Aliyu Labbo,Nuhu Aliyu,male,politician,1941,,,Nuhu Aliyu Labbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7070730,Nwafor Orizu,,Nwafor Orizu,Nwafor Orizu,,,,,Nwafor Orizu,,Nwafor Orizu,,Nwafor Orizu,Nwafor Orizu,,male,,1915,1999,,Nwafor Orizu,,,,,,175088560,n91086075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w6bv9x5c,,,,,,,,,,,,,,,,,,
Q7077836,Odion Ugbesia,Odion Ugbesia,,Odion Ugbesia,,,,,Odion Ugbesia,,Odion Ugbesia,,Odion Ugbesia,Odion Ugbesia,Odion Ugbesia,male,politician,1949-01-28,,,Odion Ugbesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7082910,Olabiyi Durojaiye,Olabiyi Durojaiye,,Olabiyi Durojaiye,,,,,Olabiyi Durojaiye,,Olabiyi Durojaiye,,Olabiyi Durojaiye,Olabiyi Durojaiye,Olabiyi Durojaiye,male,politician,1933,,,Olabiyi Durojaiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7088837,Olugbenga Onaolapo Obadara,Olugbenga Onaolapo Obadara,,Olugbenga Onaolapo Obadara,,,,,Olugbenga Onaolapo Obadara,,Olugbenga Onaolapo Obadara,,Olugbenga Onaolapo Obadara,Olugbenga Onaolapo Obadara,Olugbenga Onaolapo Obadara,male,politician,1960-04-13,,,Olugbenga Onaolapo Obadara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7088857,Oluremi Tinubu,Oluremi Tinubu,,Oluremi Tinubu,,,,,Oluremi Tinubu,,Oluremi Tinubu,,Oluremi Tinubu,Oluremi Tinubu,Oluremi Tinubu,female,politician,1960-09-21,,,Oluremi Tinubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7088869,Olusola Adeyeye,Olusola Adeyeye,,Olusola Adeyeye,,,,,Olusola Adeyeye,,Olusola Adeyeye,,Olusola Adeyeye,Olusola Adeyeye,Olusola Adeyeye,male,politician,,,,Olusola Adeyeye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7089709,Omar Hambagda,Omar Hambagda,,Omar Hambagda,,,,,Omar Hambagda,,Omar Hambagda,,Omar Hambagda,Omar Hambagda,Omar Hambagda,male,politician,1949-07-28,,Omar,Omar Hambagda,,,,,,2073282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 5204 7792,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7090619,Omololu Meroyi,Omololu Meroyi,,Omololu Meroyi,,,,,Omololu Meroyi,,Omololu Meroyi,,Omololu Meroyi,Omololu Meroyi,Omololu Meroyi,male,politician,,,,Omololu Meroyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7106495,Oserheimen Osunbor,Oserheimen Osunbor,,Oserheimen Osunbor,,,,,Oserheimen Osunbor,,Oserheimen Osunbor,,Oserheimen Osunbor,Oserheimen Osunbor,Oserheimen Osunbor,male,politician,1951-10-05,,,Oserheimen Osunbor,,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Prof._Oserheimen_Osunbor.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7106879,Osita Izunaso,Osita Izunaso,,Osita Izunaso,,,,,Osita Izunaso,,Osita Izunaso,,Osita Izunaso,Osita Izunaso,Osita Izunaso,male,politician,1966-10-30,,,Osita Izunaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7108462,Otaru Salihu Ohize,Otaru Salihu Ohize,,Otaru Salihu Ohize,,,,,Otaru Salihu Ohize,,Otaru Salihu Ohize,,Otaru Salihu Ohize,Otaru Salihu Ohize,Otaru Salihu Ohize,male,politician,1953-02-05,2016-10-30,,Otaru Salihu Ohize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7145448,Patricia Akwashiki,Patricia Akwashiki,,Patricia Akwashiki,,,,,Patricia Akwashiki,,Patricia Akwashiki,,Patricia Akwashiki,Patricia Akwashiki,Patricia Akwashiki,female,politician,1953-11-02,,Patricia,Patricia Akwashiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7147437,Patrick Osakwe,Patrick Osakwe,,Patrick Osakwe,,,,,Patrick Osakwe,,Patrick Osakwe,,Patrick Osakwe,Patrick Osakwe,Patrick Osakwe,male,politician,1948-08-11,,Patrick,Patrick Osakwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7185532,Philips Tanimu Aduda,Philips Tanimu Aduda,,Philips Tanimu Aduda,,,,,Philips Tanimu Aduda,,Philips Tanimu Aduda,,Philips Tanimu Aduda,Philips Tanimu Aduda,Philips Tanimu Aduda,male,politician,,,,Philips Tanimu Aduda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7360373,Roland Owie,Roland Owie,,Roland Owie,,,,,Roland Owie,,Roland Owie,,Roland Owie,Roland Owie,Roland Owie,male,politician,1945-08-28,,Roland,Roland Owie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7395446,Sa'idu Ahmed Alkali,Sa'idu Ahmed Alkali,,Sa'idu Ahmed Alkali,,,,,Sa'idu Ahmed Alkali,,Sa'idu Ahmed Alkali,,Sa'idu Ahmed Alkali,Sa'idu Ahmed Alkali,Sa'idu Ahmed Alkali,male,politician,1969-02-12,,,Sa'idu Ahmed Alkali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7399413,Sahabi Alhaji Yaú,Sahabi Alhaji Yaú,,Sahabi Alhaji Yaú,,,,,Sahabi Alhaji Yaú,,Sahabi Alhaji Yaú,,Sahabi Alhaji Yaú,Sahabi Alhaji Yaú,Sahabi Alhaji Yaú,male,politician,1956-07-16,,,Sahabi Alhaji Yaú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7399992,Saidu Dansadau,Saidu Dansadau,,Saidu Dansadau,,,,,Saidu Dansadau,,Saidu Dansadau,,Saidu Dansadau,Saidu Dansadau,Saidu Dansadau,male,politician,1953-06-20,,,Saidu Dansadau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7399996,Saidu Kumo,Saidu Kumo,,Saidu Kumo,,,,,Saidu Kumo,,Saidu Kumo,,Saidu Kumo,Saidu Kumo,Saidu Kumo,male,politician,,,,Saidu Kumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7404851,Salisu Matori,Salisu Matori,,Salisu Matori,,,,,Salisu Matori,,Salisu Matori,,Salisu Matori,Salisu Matori,Salisu Matori,male,politician,,,,Salisu Matori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7408942,Sama’ila Mamman,Sama’ila Mamman,,Sama’ila Mamman,,,,,Sama’ila Mamman,,Sama’ila Mamman,,Sama’ila Mamman,Sama’ila Mamman,Sama’ila Mamman,male,politician,,,,Sama’ila Mamman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7426552,Satty Davies Gogwim,Satty Davies Gogwim,,Satty Davies Gogwim,,,,,Satty Davies Gogwim,,Satty Davies Gogwim,,Satty Davies Gogwim,Satty Davies Gogwim,Satty Davies Gogwim,male,politician,1949-07-27,,,Satty Davies Gogwim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7446085,Sefiu Adegbenga Kaka,Sefiu Adegbenga Kaka,,Sefiu Adegbenga Kaka,,,,,Sefiu Adegbenga Kaka,,Sefiu Adegbenga Kaka,,Sefiu Adegbenga Kaka,Sefiu Adegbenga Kaka,Sefiu Adegbenga Kaka,male,politician,1952-05-14,,,Sefiu Adegbenga Kaka,,,,,,46463722,no2003127992,,503320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7517631,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,Simeon Oduoye,male,politician,1945-04-13,2014-03-21,Simeon,Simeon Oduoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7518155,Simon Ajibola,Simon Ajibola,,Simon Ajibola,,,,,Simon Ajibola,,Simon Ajibola,,Simon Ajibola,Simon Ajibola,Simon Ajibola,male,politician,,,Simon,Simon Ajibola,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Simeon_Ajibola.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7543924,Smart Adeyemi,Smart Adeyemi,,Smart Adeyemi,,,,,Smart Adeyemi,,Smart Adeyemi,,Smart Adeyemi,Smart Adeyemi,Smart Adeyemi,male,politician,1960-08-18,,,Smart Adeyemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7561969,Sonni Ogbuoji,Sonni Ogbuoji,,Sonni Ogbuoji,,,,,Sonni Ogbuoji,,Sonni Ogbuoji,,Sonni Ogbuoji,Sonni Ogbuoji,Sonni Ogbuoji,male,politician,,,,Sonni Ogbuoji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7607111,Stella Oduah-Ogiemwonyi,,,,,,,,Stella Oduah-Ogiemwonyi,,,,Stella Oduah-Ogiemwonyi,Stella Oduah-Ogiemwonyi,,female,politician,1962-01-05,,Stella,Stella Oduah-Ogiemwonyi,,,,https://upload.wikimedia.org/wikipedia/commons/b/bd/Princess_Stella_Oduah-Ogiemwonyi.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7607115,Stella Omu,Stella Omu,,Stella Omu,,,,,Stella Omu,,Stella Omu,,Stella Omu,Stella Omu,Stella Omu,female,politician,1946-12-22,,Stella,Stella Omu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7635965,Sulaiman Mohammed Nazif,Sulaiman Mohammed Nazif,,Sulaiman Mohammed Nazif,,,,,Sulaiman Mohammed Nazif,,Sulaiman Mohammed Nazif,,Sulaiman Mohammed Nazif,Sulaiman Mohammed Nazif,Sulaiman Mohammed Nazif,male,politician,1970-04-14,,,Sulaiman Mohammed Nazif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7636116,Suleiman Adokwe,Suleiman Adokwe,,Suleiman Adokwe,,,,,Suleiman Adokwe,,Suleiman Adokwe,,Suleiman Adokwe,Suleiman Adokwe,Suleiman Asonya Adokwe,male,politician,1954-02-15,,Suleiman,Suleiman Adokwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7639331,Sunday Awoniyi,Sunday Awoniyi,,Sunday Awoniyi,,,,,Sunday Awoniyi,,Sunday Awoniyi,,Sunday Awoniyi,Sunday Awoniyi,Sunday Awoniyi,male,politician,1932-04-30,2007-11-28,,Sunday Awoniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7639385,Sunday Fajinmi,Sunday Fajinmi,,Sunday Fajinmi,,,,,Sunday Fajinmi,,Sunday Fajinmi,,Sunday Fajinmi,Sunday Fajinmi,Sunday Fajinmi,male,politician,1952-11,,,Sunday Fajinmi,,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/Senator_Sunday_Fajinmi_2014-06-06_15-59.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.senatorsundayfajinmi.com/
Q7660727,Sylvanus Ngele,Sylvanus Ngele,,Sylvanus Ngele,,,,,Sylvanus Ngele,,Sylvanus Ngele,,Sylvanus Ngele,Sylvanus Ngele,Sylvanus Ngele,male,politician,,,,Sylvanus Ngele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7660767,Sylvester Anyanwu,Sylvester Anyanwu,,Sylvester Anyanwu,,,,,Sylvester Anyanwu,,Sylvester Anyanwu,,Sylvester Anyanwu,Sylvester Anyanwu,Sylvester Anyanwu,male,politician,1951-05-26,,Sylvester,Sylvester Anyanwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7660769,Sylvester Ayodele Arise,Sylvester Ayodele Arise,,Sylvester Ayodele Arise,,,,,Sylvester Ayodele Arise,,Sylvester Ayodele Arise,,Sylvester Ayodele Arise,Sylvester Ayodele Arise,Sylvester Ayodele Arise,male,politician,1956-10-05,,Sylvester,Sylvester Ayodele Arise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7689220,Tawar Umbi Wada,Tawar Umbi Wada,,Tawar Umbi Wada,,,,,Tawar Umbi Wada,,Tawar Umbi Wada,,Tawar Umbi Wada,Tawar Umbi Wada,Tawar Umbi Wada,male,politician,1957-01-27,2010-03-31,,Tawar Umbi Wada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7705525,Teslim Folarin,Teslim Folarin,,Teslim Folarin,,,,,Teslim Folarin,,Teslim Folarin,,Teslim Folarin,Teslim Folarin,Teslim Folarin,male,politician,1963-10,,,Teslim Folarin,,,,https://upload.wikimedia.org/wikipedia/commons/b/b8/Picture_of_Senator_Oloye_Teslim_Kolawole_Folarin_2014-03-14_03-26.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7852884,Tunde Ogbeha,Tunde Ogbeha,,Tunde Ogbeha,,,,,Tunde Ogbeha,,Tunde Ogbeha,,Tunde Ogbeha,Tunde Ogbeha,Tunde Ogbeha,male,politician,1947,,Tunde,Tunde Ogbeha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7877282,Udoma Udo Udoma,Udoma Udo Udoma,,Udoma Udo Udoma,,,,,Udoma Udo Udoma,,Udoma Udo Udoma,,Udoma Udo Udoma,Udoma Udo Udoma,Udoma Udo Udoma,male,politician,,,,Udoma Udo Udoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7881142,Umar Usman Dukku,Umar Usman Dukku,,Umar Usman Dukku,,,,,Umar Usman Dukku,,Umar Usman Dukku,,Umar Usman Dukku,Umar Usman Dukku,Umar Usman Dukku,male,politician,,,Umar,Umar Usman Dukku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7881169,Umaru Argungu,Umaru Argungu,,Umaru Argungu,,,,,Umaru Argungu,,Umaru Argungu,,Umaru Argungu,Umaru Argungu,Umaru Argungu,male,politician,1959-01-05,,,Umaru Argungu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
