id,name__lt,name__de,name__pl,name__nl,name__en,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__da,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__it,name__lb,name__li,name__lij,name__lmo,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__sv,name__tr,name__vec,name__vls,name__wa,name,wikipedia__de,wikipedia__lt,wikipedia__pl,gender,birth_date,given_name,original_wikiname,name__la,name__ja,name__ru,name__uk,name__el,name__zh,name__be,name__lv,name__ie,name__sr,name__fa,name__ko,name__vi,name__sgs,wikipedia__bat_smg,wikipedia__be,wikipedia__ca,wikipedia__da,wikipedia__el,wikipedia__en,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fr,wikipedia__gl,wikipedia__ie,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__nl,wikipedia__ru,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,image,identifier__freebase,identifier__parlement,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__oc,wikipedia__eo,wikipedia__fi,identifier__EuroparlMEP,name__he,name__id,name__ar,name__be_tarask,name__io,wikipedia__ar,wikipedia__be_x_old,wikipedia__cs,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__plwikiquote,identifier__NTA,name__ltg,name__yo,name__mg,wikipedia__af,wikipedia__ltg,wikipedia__ltwikiquote,wikipedia__mg,wikipedia__svwikiquote,wikipedia__yo,name__ka,wikipedia__ka,identifier__Munzinger,identifier__LNB,wikipedia__enwikiquote,wikipedia__ro,death_date,name__az,wikipedia__az,identifier__NUKAT,name__de_ch,website,wikipedia__ast,wikipedia__br,wikipedia__commons,last_seen,identifier__GTAA,family_name,twitter,facebook,identifier__PACE,wikipedia__hsb,name__hsb,wikipedia__bg,name__bg,name__zh_hant,name__zh_cn,occupation,name__en_ca,name__en_gb,wikipedia__sq,identifier__google_knowledge,wikipedia__hu,identifier__NNDB,wikipedia__simple,identifier__BIBSYS,identifier__NLP,wikipedia__vo,name__ba,wikipedia__ba,name__hy,wikipedia__hy,name__lfn,name__pt_br,identifier__FAST,wikipedia__ruwikinews,name__sr_el,name__sr_ec,name__mn,name__zh_hans,wikipedia__hr,wikipedia__mn,wikipedia__sk,wikipedia__sl,wikipedia__cswikiquote,name__ty,name__fo,name__kl,wikipedia__cy,wikipedia__ml,instagram,identifier__youtube,name__ml
Q172310,Julius Veselka,Julius Veselka,Julius Veselka,Julius Veselka,Julius Veselka,,,Julius Veselka,,,,,,,,,,Julius Veselka,,,,Julius Veselka,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julius Veselka,,,,,,,Julius Veselka,Julius Veselka,Julius Veselka,Julius Veselka,male,1943-02-08,Julius,,,,,,,,,,,,,,,,,,,,,,,,,Julius Veselka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-26,,,,,,,,,,,Veselka,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1750302,Orinta Leiputė,Orinta Leiputė,Orinta Leiputė,Orinta Leiputė,Orinta Leiputė,,,Orinta Leiputė,,,,,,,,,,,,,,Orinta Leiputė,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orinta Leiputė,,,,,,,Orinta Leiputė,Orinta Leiputė,Orinta Leiputė,Orinta Leiputė,female,1973-01-19,Orinta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1762792,Petras Gražulis,Petras Gražulis,Petras Gražulis,Petras Gražulis,Petras Gražulis,,,Petras Gražulis,,,,,,,,,,,,,,Petras Gražulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petras Gražulis,Petras Gražulis,Petras Gražulis,Petras Gražulis,male,1958-10-28,Petras,,,ペトラス・グラジュリス,,,,,,,,,,,,Petros Gražolis,Petros Gražolis,,,,,,,,,Petras Gražulis,,,,,ペトラス・グラジュリス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7191,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1776528,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,Kęstutis Masiulis,male,1957-03-23,Kęstutis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/Kęstutis_Masiulis_in_2018.jpg,,,0000 0000 3750 7818,14119697,,n2001091466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Kęstutis Masiulis,,,Masiulis,,,,,,,,,,physicist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1797471,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,Kęstas Komskis,male,1963-10-22,Kęstas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c9/Kestas_Komskis.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1797508,Saulius Skvernelis,Saulius Skvernelis,Saulius Skvernelis,Saulius Skvernelis,Saulius Skvernelis,,,Saulius Skvernelis,,,,Saulius Skvernelis,,Saulius Skvernelis,,Saulius Skvernelis,Saulius Skvernelis,Saulius Skvernelis,Saulius Skvernelis,,Saulius Skvernelis,Saulius Skvernelis,,,,Saulius Skvernelis,,,Saulius Skvernelis,,Saulius Skvernelis,Saulius Skvernelis,,,,,Saulius Skvernelis,,,Saulius Skvernelis,,,,,,,,,,Saulius Skvernelis,,Saulius Skvernelis,Saulius Skvernelis,,,,Saulius Skvernelis,Saulius Skvernelis,Saulius Skvernelis,Saulius Skvernelis,male,1970-07-23,Saulius,,Saulius Skvernelis,サウリュス・スクヴェルネリス,Саулюс Сквернялис,Саулюс Скверняліс,,薩烏留斯·思科威爾內里,Саўлюс Скверняліс,Sauļus Skvernelis,Saulius Skvernelis,,,사울류스 스크베르넬리스,,Saulios Skvernelis,Saulios Skvernelis,Саўлюс Скверняліс,,,,Saulius Skvernelis,Saulius Skvernelis,Saulius Skvernelis,,Saulius Skvernelis,,Saulius Skvernelis,Saulius Skvernelis,,サウリュス・スクヴェルネリス,사울류스 스크베르넬리스,Saulius Skvernelis,Saulius Skvernelis,Sauļus Skvernelis,Saulius Skvernelis,"Сквернялис, Саулюс",Саулиус Сквернелис,Saulius Skvernelis,Saulius Skvernelis,Саулюс Скверняліс,,薩烏留斯·思科威爾內里,https://upload.wikimedia.org/wikipedia/commons/b/be/Saulius_Skvernelis.jpg,,,,4981148122901595200003,1120190339,,,,,Saulius Skvernelis,Saulius Skvernelis,,סאוליוס סקוורניאליס,Saulius Skvernelis,,,,,,Saulius Skvernelis,סאוליוס סקוורניאליס,Saulius Skvernelis,,,Saulius Skvernelis,,,,,,,,,,,,,,,,,,,,,,,,Saulius Skvernelis,,,,Category:Saulius Skvernelis,,,Skvernelis,,,,Saulius Skvernelis,Saulius Skvernelis,Саулиус Сквернялис,Саулиус Сквернялис,,,police officer,Saulius Skvernelis,Saulius Skvernelis,,,Saulius Skvernelis,,Saulius Skvernelis,,,,,,,,,,,,,,,,,,,,,,Saulius Skvernelis,Saulius Skvernelis,,,,,
Q1825682,Linas Balsys,Linas Balsys,Linas Balsys,Linas Balsys,Linas Balsys,,,Linas Balsys,,,,,,,,,,Linas Balsys,,,,Linas Balsys,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linas Balsys,,,,,,,Linas Balsys,Linas Balsys,Linas Balsys (1961),Linas Balsys,male,1961-05-01,Linas,,,,,,,利納·保色斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Linas_Balsys.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Linas Balsys,,,Balsys,,,,,,,,,,television presenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1963591,Naglis Puteikis,Naglis Puteikis,Naglis Puteikis,Naglis Puteikis,Naglis Puteikis,,,Naglis Puteikis,,,,,,,,,,Naglis Puteikis,,,,Naglis Puteikis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naglis Puteikis,,,,,,,Naglis Puteikis,Naglis Puteikis,Naglis Puteikis,Naglis Puteikis,male,1964-09-02,,,,,,,,,,,,,,,,,,,,,,Naglis Puteikis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q204847,Eugenijus Gentvilas,Eugenijus Gentvilas,Eugenijus Gentvilas,Eugenijus Gentvilas,Eugenijus Gentvilas,,,Eugenijus Gentvilas,,,,Eugenijus Gentvilas,,Eugenijus Gentvilas,,,,Eugenijus Gentvilas,,,Eugenijus Gentvilas,Eugenijus Gentvilas,,,,,,,Eugenijus Gentvilas,,,,,,,,,,,,,,,,Eugenijus Gentvilas,,,,,Eugenijus Gentvilas,,,,,,,Eugenijus Gentvilas,Eugenijus Gentvilas,Eugenijus Gentvilas,Eugenijus Gentvilas,male,1960-03-14,Eugenijus,,,,"Гентвилас, Эугениюс",Еугяніюс Ґянтвілас,,,,,,,,,,Eugenijus Gentvilas,Eugenėjos Gentvėls,,Eugenijus Gentvilas,,,Eugenijus Gentvilas,,,,,,,,,,,,,,,"Гентвилас, Эугениюс",,,,Еугяніюс Ґянтвілас,,,https://upload.wikimedia.org/wikipedia/commons/5/56/Eugenijus_Gentvilas_2016.jpg,/m/0553d4,,,,,,,,,,Eugenijus Gentvilas,28283,יווגינוס גנבילאס,,,,,,,Eugenijus Gentvilas,,,,,,,,,,,,,,,,,,,,,,,,Eugenijus Gentvilas,,,,,,,,,Category:Eugenijus Gentvilas,,,Gentvilas,,,6105,,,,,,,politician,,,,,,,,,,,,,,,,Eugenijus Gentvilas,,,,,,,,,,,,,,,,,,,
Q20503403,Mykolas Majauskas,Mykolas Majauskas,Mykolas Majauskas,Mykolas Majauskas,Mykolas Majauskas,,,Mykolas Majauskas,,,,,,,,,,Mykolas Majauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mykolas Majauskas,Mykolas Majauskas,Mykolas Majauskas,Mykolas Majauskas,male,1981-12-19,Mykolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2063954,Paulius Saudargas,Paulius Saudargas,Paulius Saudargas,Paulius Saudargas,Paulius Saudargas,,,Paulius Saudargas,,,,,,,,,,Paulius Saudargas,,,,Paulius Saudargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paulius Saudargas,,,,,,,Paulius Saudargas,Paulius Saudargas,Paulius Saudargas,Paulius Saudargas,male,1979-03-13,Paulius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1b/Paulius_Saudargas.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Paulius Saudargas,,,Saudargas,,,,,,,,,,physicist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2080450,Petras Auštrevičius,Petras Auštrevičius,Petras Auštrevičius,Petras Auštrevičius,Petras Auštrevičius,,,Petras Auštrevičius,,,,,,,,,,,Petras Auštrevičius,,,Petras Auštrevičius,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petras Auštrevičius,,,,,,,Petras Auštrevičius,Petras Auštrevičius,Petras Auštrevičius,Petras Auštrevičius,male,1963-05-16,Petras,,,,"Ауштрявичюс, Пятрас",Пятрас Ауштрявічюс,,,,,,,,,,,,,,,,Petras Auštrevičius,,Petras Auštrevičius,,Petras Auštrevičius,,,,,,,,,,,"Ауштрявичюс, Пятрас",,,,Пятрас Ауштрявічюс,,,https://upload.wikimedia.org/wikipedia/commons/3/38/Petras.austrevicius.jpg,,,,30146285377315370069,1099859123,,,,,,,124766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Petras Auštrevičius,,,,petras_petras,PetroAustreviciausbiuras,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q211408,Virgilijus Alekna,Virgilijus Alekna,Virgilijus Alekna,Virgilijus Alekna,Virgilijus Alekna,,,Virgilijus Alekna,,,,Virgilijus Alekna,,Virgilijus Alekna,,Virgilijus Alekna,,Virgilijus Alekna,Virgilijus Alekna,,Virgilijus Alekna,Virgilijus Alekna,,,,,,Virgilijus Alekna,Virgilijus Alekna,,Virgilijus Alekna,,,,,,Virgilijus Alekna,,,Virgilijus Alekna,,,Virgilijus Alekna,,,,,,Virgilijus Alekna,Virgilijus Alekna,,Virgilijus Alekna,Virgilijus Alekna,,,,Virgilijus Alekna,Virgilijus Alekna,Virgilijus Alekna,Virgilijus Alekna,male,1972-02-13,Virgilijus,,,ウィルギリウス・アレクナ,Виргилиюс Алекна,Віргіліюс Алекна,,維爾吉利尤斯·阿列克納,,Virgīlijs Alekna,,Виргилијус Алекна,ویرجیلیوس آلکنا,비르길리우스 알레크나,,,,,Virgilijus Alekna,Virgilijus Alekna,,Virgilijus Alekna,Virgilijus Alekna,Virgilijus Alekna,ویرجیلیوس آلکنا,Virgilijus Alekna,,,Virgilijus Alekna,,ウィルギリウス・アレクナ,비르길리유스 알레크나,,,Virgīlijs Alekna,Virgilijus Alekna,"Алекна, Виргилиюс",Виргилијус Алекна,Virgilijus Alekna,Virgilijus Alekna,Віргіліюс Алекна,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/Virgilijus_Alekna_2007.jpg,/m/07kxc9,,,,,,,,,,Virgilijus Alekna,,וירגיליוס אלקנה,,فيرجليجوس ألكنا,,,فيرجليجوس ألكنا,,Virgilijus Alekna,וירגיליוס אלקנה,,,Virgilijus Alekna,Virgilijus Alekna,,Virgilijus Alekna,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Virgilijus Alekna,,75961,Alekna,,,,,,,,弗吉里尤斯·阿列克納,弗吉里尤斯·阿列克纳,athletics competitor,,,,,Virgilijus Alekna,,,,,,,,,,,,,,Virgilijus Alekna,Виргилијус Алекна,Виргилиюс Алякна,弗吉里尤斯·阿列克纳,Virgilijus Alekna,Виргилиюс Алякна,Virgilijus Alekna,Virgilijus Alekna,,,,,,,,,
Q2129494,Benediktas Juodka,Benediktas Juodka,Benediktas Juodka,Benediktas Juodka,Benediktas Juodka,,,Benediktas Juodka,,,,,,,,,,Benediktas Juodka,Benediktas Juodka,,,Benediktas Juodka,,,,,,,Benediktas Juodka,,,,,,,,,,,,,,,,,,,,,Benediktas Juodka,,,,,,,Benediktas Juodka,Benediktas Juodka,Benediktas Juodka,Benediktas Juodka,male,1943-01-13,Benediktas,,,,"Юодка, Бенедиктас",,,,,,,,,,,,,,,,,,,Benediktas Juodka,,,,,,,,,,,,,"Юодка, Бенедиктас",,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/BenediktasJuodka2008a.JPG,,,0000 0001 0991 1802,77768236,1035838869,n85288241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2003049924,,,,,Category:Benediktas Juodka,,,,,,,,,,,,,biochemist,,,,,,,,,,,,,,,,,1471754,,,,,,,,,,,,,,,,,,
Q2153211,Rimas Andrikis,Rimas Andrikis,Rimas Andrikis,Rimas Andrikis,Rimas Andrikis,,,Rimas Andrikis,,,,,,,,,,Rimas Andrikis,,,,Rimas Andrikis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rimas Andrikis,,,,,,,Rimas Andrikis,Rimas Andrikis,Rimas Andrikis,Rimas Andrikis,male,1950-12-07,Rimas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2453848,Sergejus Jovaiša,Sergejus Jovaiša,Sergejus Jovaiša,Sergėjus Jovaiša,Sergėjus Jovaiša,,,Sergėjus Jovaiša,,,,Sergėjus Jovaiša,,,,,,Sergėjus Jovaiša,,,Sergėjus Jovaiša,Sergėjus Jovaiša,,,,,,,,,Sergėjus Jovaiša,,,,,,,,,,,,,,,,,,,Sergėjus Jovaiša,Sergėjus Jovaiša,Sergėjus Jovaiša,,,,,Sergėjus Jovaiša,Sergejus Jovaiša,Sergejus Jovaiša,Sergejus Jovaiša,male,1954-12-17,Sergejus,,,,"Йовайша, Сергей Пранович",,,,,,,,,,,,,,Sergėjus Jovaiša,,,Sergėjus Jovaiša,Sergėjus Jovaiša,,,Sergėjus Jovaiša,,,Sergėjus Jovaiša,,,,,,,,"Йовайша, Сергей Пранович",,Sergėjus Jovaiša,,,,,,/m/03ccm6l,,0000 0001 1888 4113,169947021,,no2011062991,,,,,Sergėjus Jovaiša,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basketball player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2484497,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,Algis Strelčiūnas,male,1960-09-07,Algis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7e/Saeimas_Valsts_pārvaldes_un_pašvaldības_komisijas_priekšsēdētāja_tikšanās_ar_Lietuvas_Seima_Valsts_pārvaldes_un_pašvaldību_komisijas_delegāciju_(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2484511,Vytautas Matulevičius,Vytautas Antanas Matulevičius,Vytautas Matulevičius,Vytautas Matulevičius,Vytautas Matulevičius,,,,,,,,,,,,,,,,,Vytautas Antanas Matulevičius,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vytautas Matulevičius,,,,,,,Vytautas Matulevičius,Vytautas Antanas Matulevičius,Vytautas Matulevičius,Vytautas Matulevičius,male,1952-07-31,Vytautas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,television presenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2528578,Vitalija Vonžutaitė,Vitalija Vonžutaitė,Vitalija Vonžutaitė,Vitalija Vonžutaitė,Vitalija Vonžutaitė,,,Vitalija Vonžutaitė,,,,,,,,,,,,,,Vitalija Vonžutaitė,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitalija Vonžutaitė,,,,,,,Vitalija Vonžutaitė,Vitalija Vonžutaitė,Vitalija Vonžutaitė,Vitalija Vonžutaitė,female,1980-01-29,Vitalija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2543218,Algirdas Sysas,Algirdas Sysas,Algirdas Sysas,Algirdas Sysas,Algirdas Sysas,,,Algirdas Sysas,,,,Algirdas Sysas,,,,Algirdas Sysas,,Algirdas Sysas,,,,Algirdas Sysas,,,,,,,Algirdas Sysas,,,,,,,,Algirdas Sysas,,,Algirdas Sysas,,,,,,,,,,Algirdas Sysas,Algirdas Sysas,Algirdas Sysas,,,,,Algirdas Sysas,Algirdas Sysas,Algirdas Sysas,Algirdas Sysas,male,1954-03-05,Algirdas,,,,,,,,,,,,,,,,,,,,,Algirdas Sysas,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/52/SysasAlgis.JPG,/m/0z8y8yx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5187,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2649570,Alma Monkauskaitė,Alma Monkauskaitė,Alma Monkauskaitė,Alma Monkauskaitė,Alma Monkauskaitė,,,Alma Monkauskaitė,,,,,,,,,,,,,,Alma Monkauskaitė,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alma Monkauskaitė,,,,,,,Alma Monkauskaitė,Alma Monkauskaitė,Alma Monkauskaitė,,female,1961-04-21,Alma,,,,,,,,,,,,,,,Alma Monkauskaitė,Alma Monkauskaitė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-02,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2689019,Julius Sabatauskas,Julius Sabatauskas,Julius Sabatauskas,Julius Sabatauskas,Julius Sabatauskas,,,Julius Sabatauskas,,,,,,,,,,Julius Sabatauskas,,,,Julius Sabatauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julius Sabatauskas,,,,,,,Julius Sabatauskas,Julius Sabatauskas,Julius Sabatauskas,Julius Sabatauskas,male,1958-04-01,Julius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
