id,name__hu,name__da,name__fo,name__is,name__sv,name__nb,name__en,name__fr,name__de,name__nds,name__nl,name,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fo,wikipedia__fr,wikipedia__hu,wikipedia__is,wikipedia__no,wikipedia__sv,image,gender,birth_date,original_wikiname,given_name,name__pl,name__es,name__zh_hant,name__zh_cn,wikipedia__es,wikipedia__pl,identifier__freebase,website,name__no,death_date,name__ja,wikipedia__ja,identifier__VIAF,name__nn,wikipedia__nn,identifier__GND,identifier__LCAuth,name__it,name__zh,name__eo,name__ru,name__fi,name__id,name__cs,name__el,name__gv,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__fi,wikipedia__gv,wikipedia__id,wikipedia__it,wikipedia__nl,wikipedia__ru,wikipedia__zh,name__tr,name__os,name__sh,name__az,name__ca,name__lt,name__mg,wikipedia__az,wikipedia__ca,wikipedia__lt,wikipedia__mg,wikipedia__os,wikipedia__sh,wikipedia__tr,identifier__ISNI,identifier__BNF,name__cy,identifier__SUDOC,name__gl,wikipedia__ia,name__ia,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__et,wikipedia__nowikiquote,wikipedia__ar,name__ar,identifier__google_knowledge,occupation,facebook,name__he,family_name,wikipedia__gl,name__ko,wikipedia__ko,name__sl,wikipedia__pt,identifier__NTA,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__bcl,name__bi,name__bjn,name__brh,name__bs,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dsb,name__dtp,name__ee,name__eml,name__ext,name__ff,name__fit,name__fj,name__frr,name__fy,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hsb,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kl,name__kr,name__krj,name__ksh,name__ku,name__la,name__lad,name__lg,name__lmo,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mt,name__mus,name__mwl,name__na,name__nah,name__ng,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__se,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__sq,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__uz,name__ve,name__vep,name__vot,name__war,name__xh,name__yo,name__za,name__zea,name__ace,name__cu,name__hif,name__ku_latn,name__kw,name__lo,name__mh,name__mo,name__my,name__ss,name__su,name__tt,name__tw,identifier__GTAA,wikipedia__ast,wikipedia__hy,name__hy,twitter,linkedin,identifier__NKC
Q644805,Alfred Olsen,Alfred Olsen,Alfred Olsen,,,Alfred Olsen,Alfred Olsen,,Alfred Olsen,,Alfred Olsen,Alfred Olsen,,Alfred Olsen,,,Alfred Olsen,,Alfred Olsen,,Alfred Olsen,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Alfred_Olsen_2012.jpg,male,1947-03-30,Alfred Olsen,Alfred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Olsen,,,,Alfred Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q655081,Signar á Brúnni,Signar á Brúnni,Signar á Brúnni,,,Signar á Brúnni,Signar á Brúnni,,Signar á Brúnni,,Signar á Brúnni,Signar á Brúnni,,Signar á Brúnni,Signar á Brúnni,,Signar á Brúnni,,Signar á Brúnni,,Signar á Brúnni,,,male,1945-02-10,Signar á Brúnni,Signar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Signar á Brúnni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q657419,Karsten Hansen,Karsten Hansen,Karsten Hansen,,,Karsten Hansen,Karsten Hansen,Karsten Hansen,Karsten Hansen,,Karsten Hansen,Karsten Hansen,Category:Karsten Hansen,Karsten Hansen,,,Karsten Hansen,,Karsten Hansen,,Karsten Hansen,,https://upload.wikimedia.org/wikipedia/commons/8/8c/Karsten_Hansen_2012.JPG,male,1944-08-18,Karsten Hansen,Karsten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Hansen,,,,Karsten Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q678236,Edmund Joensen,Edmund Joensen,Edmund Joensen,,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,,Edmund Joensen,Edmund Joensen,Category:Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,,Edmund Joensen,,Edmund Joensen,Edmund Joensen,https://upload.wikimedia.org/wikipedia/commons/6/63/Edmund_Joensen.JPG,male,1944-09-19,Edmund Joensen,Edmund,Edmund Joensen,Edmund Joensen,埃德蒙·瓊森,埃德蒙·琼森,Edmund Joensen,Edmund Joensen,/m/04n5gw7,http://www.edmundjoensen.fo/,,,,,,,,,,,,,"Йоэнсен, Эдмунд",,,,,,,,,,,,,,"Йоэнсен, Эдмунд",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Edmund Joensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q730980,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,,Jacob Vestergaard,Jacob Vestergaard,Category:Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,,Jacob Vestergaard,,Jacob Vestergaard,Jacob Vestergaard,https://upload.wikimedia.org/wikipedia/commons/1/1f/Jacob_Vestergaard_2015.JPG,male,1961-04-07,Jacob Vestergaard,Jacob,,,,,,,/m/011lb6lp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Vestergaard,,,,Jacob Vestergaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q738756,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,,Bjarni Djurholm,Bjarni Djurholm,,Bjarni Djurholm,,,Bjarni Djurholm,,Bjarni Djurholm,,Bjarni Djurholm,Bjarni Djurholm,,male,1957-03-19,Bjarni Djurholm,Bjarni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,,,,,Bjarni Djurholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q754851,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,,Páll á Reynatúgvu,Páll á Reynatúgvu,Category:Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,,Páll á Reynatúgvu,,Páll á Reynatúgvu,Páll á Reynatúgvu,https://upload.wikimedia.org/wikipedia/commons/d/d9/Páll_á_Reynatúgvu_2012.jpg,male,1967-07-26,Páll á Reynatúgvu,,Páll á Reynatúgvu,Páll á Reynatúgvu,,,,Páll á Reynatúgvu,/m/04ghrfc,,,,,,,,,,,Páll á Reynatúgvu,保羅·維納居烏,,,,,,,,,,,,,,Páll á Reynatúgvu,,,,,,,,Páll á Reynatúgvu,,,,Páll á Reynatúgvu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,Páll á Reynatúgvu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q754857,Annika Olsen,Annika Olsen,Annika Olsen,,,Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,,Annika Olsen,Annika Olsen,Category:Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,,Annika Olsen,,https://upload.wikimedia.org/wikipedia/commons/6/69/Annika_Olsen.jpg,female,1975-03-13,Annika Olsen,Annika,,,,,,,/m/01118m_0,,,,アニカ・オルセン,アニカ・オルセン,,,,,,,安妮卡·奧爾森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annika Olsen,Annika Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,Olsen,,,,Annika Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q754881,Helgi Abrahamsen,Helgi Abrahamsen,Helgi Abrahamsen,,,Helgi Abrahamsen,Helgi Abrahamsen,,,,Helgi Abrahamsen,Helgi Abrahamsen,Category:Helgi Abrahamsen,Helgi Abrahamsen,,,Helgi Abrahamsen,,Helgi Abrahamsen,,Helgi Abrahamsen,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Helgi_Abrahamsen_2012.jpg,male,1966-11-24,Helgi Abrahamsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Helgi Abrahamsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q757383,Atli Pætursson Dam,Atli Dam,Atli Pætursson Dam,,Atli Dam,Atli Dam,Atli Dam,Atli Dam,Atli Pætursson Dam,,Atli Dam,Atli Pætursson Dam,Category:Atli Dam,Atli Dam,Atli Pætursson Dam,Atli Dam,Atli Pætursson Dam,Atli Dam,Atli Pætursson Dam,,Atli Dam,Atli Dam,https://upload.wikimedia.org/wikipedia/commons/5/55/PM_Atli_Dam.jpg,male,1932-09-12,Atli Dam,Atli,Atli Dam,Atli Dam,阿特利·達姆,阿特利·达姆,,Atli Dam,/m/056pmt,,,2005-02-07,,,311580714,Atli Dam,,,,,,,"Дам, Атли",Atli Dam,,Atli Pætursson Dam,,,Atli Pætursson Dam,,,,,,,,"Дам, Атли",,,,,,,,,,,,,,,,,,Atli Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Dam,,,,Atli Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91303,,,,,,xx0190107
Q763757,Jógvan Sundstein,Jógvan Sundstein,Jógvan Sundstein,,Jógvan Sundstein,Jógvan Sundstein,Jógvan Sundstein,Jógvan Sundstein,Jógvan Sundstein,,Jógvan Sundstein,Jógvan Sundstein,,Jógvan Sundstein,Jógvan Sundstein,Jógvan Sundstein,Jógvan Sundstein,,Jógvan Sundstein,,Jógvan Sundstein,Jógvan Sundstein,,male,1933-05-25,Jógvan Sundstein,Jógvan,Jógvan Sundstein,Jógvan Sundstein,約格萬·鬆斯坦,约格万·松斯坦,,Jógvan Sundstein,/m/04f1c5l,,,,,,155010896,,,,n2010046169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 0371 0284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Sundstein,,,,Jógvan Sundstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q768494,Andrias Petersen,Andrias Petersen,Andrias Petersen,,,Andrias Petersen,Andrias Petersen,Andrias Petersen,,,Andrias Petersen,Andrias Petersen,,Andrias Petersen,,,Andrias Petersen,,Andrias Petersen,,Andrias Petersen,,,male,1947-06-08,Andrias Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q782053,Magni Laksáfoss,Magni Laksáfoss,Magni Laksáfoss,,Magni Laksáfoss,Magni Laksáfoss,Magni Laksáfoss,,,,Magni Laksáfoss,Magni Laksáfoss,Category:Magni Laksáfoss,Magni Laksáfoss,,,Magni Laksáfoss,,Magni Laksáfoss,,Magni Laksáfoss,Magni Laksáfoss,https://upload.wikimedia.org/wikipedia/commons/e/e4/Magni_Laksáfoss_2015.JPG,male,1969-12-03,Magni Laksáfoss,,Magni Laksáfoss,,,,,Magni Laksáfoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Magni Laksáfoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q793470,Bergtóra Høgnadóttir Joensen,Bergtóra Høgnadóttir Joensen,Bergtóra Høgnadóttir Joensen,,,Bergtóra Høgnadóttir Joensen,Bergtóra Høgnadóttir Joensen,,,,Bergtóra Høgnadóttir Joensen,Bergtóra Høgnadóttir Joensen,,Bergtóra Høgnadóttir Joensen,,,Bergtóra Høgnadóttir Joensen,,Bergtóra Høgnadóttir Joensen,,Bergtóra Høgnadóttir Joensen,,,female,1971-02-15,Bergtóra Høgnadóttir Joensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Bergtóra Høgnadóttir Joensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q804182,Bjørt Samuelsen,Bjørt Samuelsen,Bjørt Samuelsen,,,Bjørt Samuelsen,Bjørt Samuelsen,,Bjørt Samuelsen,,Bjørt Samuelsen,Bjørt Samuelsen,Category:Bjørt Samuelsen,Bjørt Samuelsen,Bjørt Samuelsen,Bjørt Samuelsen,Bjørt Samuelsen,,Bjørt Samuelsen,,Bjørt Samuelsen,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Bjørt_Samuelsen_2015.JPG,female,1965-03-02,Bjørt Samuelsen,,Bjørt Samuelsen,,,,,Bjørt Samuelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/1237dbp_,journalist,,,,,,,Bjørt Samuelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q845278,Sjúrður Skaale,Sjúrður Skaale,Sjúrður Skaale,,,Sjúrður Skaale,Sjúrður Skaale,Sjúrður Skaale,Sjúrður Skaale,,Sjúrður Skaale,Sjúrður Skaale,Category:Sjúrður Skaale,Sjúrður Skaale,Sjúrður Skaale,Sjúrður Skaale,Sjúrður Skaale,,Sjúrður Skaale,,Sjúrður Skaale,,"https://upload.wikimedia.org/wikipedia/commons/a/aa/Sjurdur_Skaale_(Jvfl.)_Island,_Nordiska_radets_session_2011.jpg",male,1967-03-08,Sjúrður Skaale,,,,,,,,/m/0k813ch,http://sjurdur.skaale.org,,,,,308694644,,,1050227271,n2014049883,,,,,Sjúrður Skaale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0004 3428 841X,,,,,Sjurdur Skaale,Sjurdur Skaale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,Skaale,,,,Sjúrður Skaale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q853551,Bárður á Steig Nielsen,Bárður Nielsen,Bárður Nielsen,,Bárður Nielsen,Bárður Nielsen,Bárður á Steig Nielsen,,Bárður Nielsen,,Bárður á Steig Nielsen,Bárður Nielsen,Category:Bárður Nielsen,Bárður á Steig Nielsen,Bárður Nielsen,Bárður á Steig Nielsen,Bárður á Steig Nielsen,,Bárður á Steig Nielsen,,Bárður Nielsen,Bárður Nielsen,https://upload.wikimedia.org/wikipedia/commons/e/ec/Bardur_Nielsen.jpg,male,1972-04-16,Bárður Nielsen,Bárður,Bárður Nielsen,,,,,Bárður Nielsen,,,,,,,,,,,,,巴德·斯泰格·尼爾森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,Bárður á Steig Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q903946,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,Jørgen Niclasen,Category:Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,,Jørgen Niclasen,Jørgen Niclasen,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jorgen_Niclasen_(2).jpg,male,1969-01-17,Jørgen Niclasen,Jørgen,Jørgen Niclasen,Jørgen Niclasen,,,,Jørgen Niclasen,/m/043ry58,,,,ヨルゲン・ニクラセン,ヨルゲン・ニクラセン,,,,,,,耶爾·納森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Jørgen Niclasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q932270,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,,Jógvan við Keldu,,Jógvan við Keldu,Jógvan við Keldu,Category:Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,,Jógvan við Keldu,,Jógvan við Keldu,,Jógvan við Keldu,Jógvan við Keldu,https://upload.wikimedia.org/wikipedia/commons/d/d2/Jogvan_vid_keldu.jpg,male,1944-01-30,Jógvan við Keldu,Jógvan,,,,,,,,,,,,,,Jógvan við Keldu,Jógvan við Keldu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Jógvan við Keldu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q932304,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,,Jógvan á Lakjuni,Jógvan á Lakjuni,Category:Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,https://upload.wikimedia.org/wikipedia/commons/5/57/Jogvan_a_Lakjuni_2.jpeg,male,1952-11-13,Jógvan á Lakjuni,Jógvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,singer,,,,,,,Jógvan á Lakjuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q938738,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,,,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,,,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,Category:Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,,,Katrin Dahl Jakobsen,,Katrin Dahl Jakobsen,,Katrin Dahl Jakobsen,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Katrin_Dahl_Jakobsen_01.jpg,female,1951-05-20,Katrin Dahl Jakobsen,Katrin,,,,,,,,,,,,,,Katrin Dahl Jakobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
