id,name,wikipedia__pl,term,group,source,area,area_id,start_date,wikidata,end_date,replaced,name__pl,name__en,gender,birth_date,given_name,image,identifier__viaf,identifier__freebase,identifier__lcauth,identifier__europarlmep,identifier__isni,identifier__bnf,website,identifier__gnd,identifier__sudoc,identifier__nta,identifier__imdb,facebook,family_name,identifier__muzinger,death_date,twitter,identifier__gtaa,identifier__parlement,identifier__ndl,identifier__nla,identifier__nkc,identifier__nukat,identifier__nlp,identifier__ptbnp,identifier__nli,identifier__bne,identifier__bav,identifier__fifa,identifier__catholic_hierarchy
beata-kempa,Beata Kempa,Beata Kempa,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 3,3-5,,Q293223,,,Beata Kempa,Beata Kempa,female,1966-02-11,Beata,https://upload.wikimedia.org/wikipedia/commons/3/36/Beata_Kempa_Sejm_05.JPG,,/m/0f6t6v,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiesław-kilian,Wiesław Kilian,Wiesław Kilian,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 3,3-5,,Q9296844,,,Wiesław Kilian,Wiesław Kilian,male,1952-07-25,Wiesław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izabela-kloc,Izabela Kloc,Izabela Kloc,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 30,30-5,,Q293295,,,Izabela Kloc,Izabela Kloc,female,1963-05-08,Izabela,https://upload.wikimedia.org/wikipedia/commons/0/0a/Izabela_Kloc_Kancelaria_Senatu_2014.jpg,166290212,/m/0f6tb8,,,,,,,,,,,,,,,,,,,,,,,,,,,
sławomir-kłosowski,Sławomir Kłosowski,Sławomir Kłosowski,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo opolskie 21,21-5,,Q432195,,,Sławomir Kłosowski,Sławomir Kłosowski,male,1964-02-21,Sławomir,,,/m/0f6tcn,,,,,,,,,,,,,,,,,,,,,,,,,,,
lech-kołakowski,Lech Kołakowski,Lech Kołakowski,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podlaskie 24,24-5,,Q255963,,,Lech Kołakowski,Lech Kołakowski,male,1963-06-13,Lech,,,/m/0f6tj4,,,,,,,,,,,,,,,,,,,,,,,,,,,
robert-kołakowski,Robert Kołakowski,Robert Kołakowski,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 16,16-5,,Q328653,,,Robert Kołakowski,Robert Kołakowski,male,1963-03-15,Robert,,,/m/0f6tk5,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacek-kościelniak,Jacek Kościelniak,Jacek Kościelniak,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 32,32-5,,Q9295964,,,Jacek Kościelniak,Jacek Kościelniak,male,1963-10-09,Jacek,,,/m/0f6tn_,,,,,,,,,,,,,,,,,,,,,,,,,,,
paweł-kowal,Paweł Kowal,Paweł Kowal,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 12,12-5,,Q432215,,,Paweł Kowal,Paweł Kowal,male,1975-07-22,Paweł,"https://upload.wikimedia.org/wikipedia/commons/1/15/Pawel_Robert_Kowal,_Poland-MIP-Europaparlament-by-Leila-Paul-1.jpg",229705348,/m/0f6tq0,no2001079579,96793,0000 0003 6689 5524,15061547c,http://www.pawelkowal.pl,1049914619,114354634,,,,,,,,,,,,,n01012843,,,,,,,
henryk-kowalczyk,Henryk Kowalczyk,Henryk Kowalczyk,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 18,18-5,,Q432110,,,Henryk Kowalczyk,Henryk Kowalczyk,male,1956-07-15,Henryk,,,/m/0f6tqc,,,,,,,,,,,,,,,,,,,,,,,,,,,
zbigniew-kozak,Zbigniew Kozak,Zbigniew Kozak,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo pomorskie 26,26-5,,Q168099,,,Zbigniew Kozak,Zbigniew Kozak,male,1961-04-03,Zbigniew,,,/m/0f6tsf,,,,,,,,,,,,,,,,,,,,,,,,,,,
maks-kraczkowski,Maks Kraczkowski,Maks Kraczkowski,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 38,38-5,,Q432136,,,Maks Kraczkowski,Maks Kraczkowski,male,1979-03-09,Maks,,,/m/0f6ttt,,,,,,,,,,,,,,,,,,,,,,,,,,,
leonard-krasulski,Leonard Krasulski,Leonard Krasulski,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo warmińsko-mazurskie 34,34-5,,Q432149,,,Leonard Krasulski,Leonard Krasulski,male,1950-11-08,Leonard,,,/m/0f6tx6,,,,,,,,,,,,,,,,,,,,,,,,,,,
piotr-krzywicki,Piotr Krzywicki,Piotr Krzywicki,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 9,9-5,,Q7196968,,,Piotr Krzywicki,Piotr Krzywicki,male,1964-10-22,Piotr,,,/m/0f6tz8,,,,,,,,,,,,,2009-12-09,,,,,,,,,,,,,,
marek-kuchciński,Marek Kuchciński,Marek Kuchciński,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podkarpackie 22,22-5,,Q932772,,,Marek Kuchciński,Marek Kuchciński,male,1955-08-09,Marek,,,/m/0f6tzm,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacek-kurski,Jacek Kurski,Jacek Kurski,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo pomorskie 25,25-5,,Q432183,,,Jacek Kurski,Jacek Kurski,male,1966-02-22,Jacek,https://upload.wikimedia.org/wikipedia/commons/9/97/JKRUK_20100418_JACEK_KURSKI_IMG_7243A.jpg,61967558,/m/0f6v1d,n94005891,96795,0000 0001 0979 4159,,,103530355,155240684,,,,,,,,,,,,,n97004452,,,,,,,
tomasz-latos,Tomasz Latos,Tomasz Latos,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo kujawsko-pomorskie 4,4-5,,Q432053,,,Tomasz Latos,Tomasz Latos,male,1964-03-08,Tomasz,https://upload.wikimedia.org/wikipedia/commons/7/79/Tomasz_Latos_2008.jpg,,/m/0f6v2f,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-filip-libicki,Jan Libicki,Jan Filip Libicki,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 39,39-5,,Q432097,,,Jan Filip Libicki,Jan Filip Libicki,male,1971-01-17,Jan,https://upload.wikimedia.org/wikipedia/commons/5/50/Jan_Filip_Libicki_Kancelaria_Senatu.jpg,,/m/0f6v4h,,,,,,,,,,,,,,,,,,,,,,,,,,,
krzysztof-lipiec,Krzysztof Lipiec,Krzysztof Lipiec,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo świętokrzyskie 33,33-5,,Q432173,,,Krzysztof Lipiec,Krzysztof Lipiec,male,1959-10-11,Krzysztof,https://upload.wikimedia.org/wikipedia/commons/f/fb/JKruk_20120420_KRZYSZTOF_LIPIEC_BUSKO_IMG_5445.jpg,,/m/0f6v4v,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam-lipiński,Adam Lipiński,Adam Lipiński,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 1,1-5,,Q123758,,,Adam Lipiński,Adam Lipiński,male,1956-09-11,Adam,,308699125,/m/0f6v5x,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-liss,Andrzej Liss,Andrzej Liss,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo pomorskie 25,25-5,,Q4759656,,,Andrzej Liss,Andrzej Liss,male,1950-06-09,Andrzej,,,/m/0f6v7m,,,,,,,,,,,,,,,,,,,,,,,,,,,
alojzy-lysko,Alojzy Lysko,Alojzy Lysko,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 31,31-5,,Q4734289,,,Alojzy Lysko,Alojzy Lysko,male,1942-02-15,Alojzy,,265287636,/m/0f6v9b,,,0000 0000 7886 6083,,,,,,,,,,,,,,,,,,,,,,,,
marek-Łatas,Marek Łatas,Marek Łatas,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 12,12-5,,Q1894658,,,Marek Łatas,Marek Łatas,male,1960-04-20,Marek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krzysztof-maciejewski-(polityk),Krzysztof Maciejewski,Krzysztof Maciejewski (polityk),5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 10,10-5,,Q432163,,,Krzysztof Maciejewski,Krzysztof Maciejewski,male,1953-04-17,Krzysztof,,,/m/0f6vfv,,,,,,,,,,,,,,,,,,,,,,,,,,,
marzena-machałek,Marzena Machałek,Marzena Machałek,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 1,1-5,,Q1906523,,,Marzena Machałek,Marzena Machałek,female,1960-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-madziarczyk,Tadeusz Madziarczyk,Tadeusz Madziarczyk,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 1,1-5,,Q7674501,,,Tadeusz Madziarczyk,Tadeusz Madziarczyk,male,1961-02-21,Tadeusz,,,/m/0f6vg5,,,,,,,,,,,,,,,,,,,,,,,,,,,
ewa-malik,Ewa Malik,Ewa Malik,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 32,32-5,,Q432482,,,Ewa Malik,Ewa Malik,female,1961-01-11,Ewa,,297578395,/m/0f6vh6,,,,,,,,,,,,,,,,,,,,,,,,,,,
barbara-marianowska,Barbara Marianowska,Barbara Marianowska,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 15,15-5,,Q293309,,,Barbara Marianowska,Barbara Marianowska,female,1947-05-29,Barbara,,,/m/0f6vln,,,,,,,,,,,,,2012-02-09,,,,,,,,,,,,,,
tomasz-markowski-(polityk),Tomasz Markowski,Tomasz Markowski (polityk),5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo kujawsko-pomorskie 4,4-5,,Q7818438,,,Tomasz Markowski (polityk),Tomasz Markowski,male,1968-05-30,Tomasz,,,/m/0f6vnc,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirosława-masłowska,Mirosława Masłowska,Mirosława Masłowska,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo zachodniopomorskie 41,41-5,,Q293300,,,Mirosława Masłowska,Mirosława Masłowska,female,1943-10-20,Mirosława,,,/m/0f6vqs,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerzy-materna,Jerzy Materna,Jerzy Materna,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubuskie 8,8-5,,Q432207,,,Jerzy Materna,Jerzy Materna,male,1956-03-25,Jerzy,,,/m/0f6vrg,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-matuszewski,Marek Matuszewski,Marek Matuszewski,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 11,11-5,,Q432068,,,Marek Matuszewski,Marek Matuszewski,male,1959-08-14,Marek,,,/m/0f6vs4,,,,,,,,,,,,,,,,,,,,,,,,,,,
kazimierz-matuszny,Kazimierz Matuszny,Kazimierz Matuszny,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 27,27-5,,Q432123,,,Kazimierz Matuszny,Kazimierz Matuszny,male,1960-03-04,Kazimierz,,,/m/0f6vsx,,,,,,,,,,,,,,,,,,,,,,,,,,,
beata-mazurek,Beata Mazurek,Beata Mazurek,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubelskie 7,7-5,,Q293291,,,Beata Mazurek,Beata Mazurek,female,1967-10-19,Beata,https://upload.wikimedia.org/wikipedia/commons/8/85/Beata_Mazurek_2011.jpg,,/m/0f6vt7,,,,,,,,,,,,,,,,,,,,,,,,,,,
krzysztof-michałkiewicz,Krzysztof Michałkiewicz,Krzysztof Michałkiewicz,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubelskie 6,6-5,,Q432576,,,Krzysztof Michałkiewicz,Krzysztof Michałkiewicz,male,1953-09-26,Krzysztof,,,/m/0f6vv8,,,,,,,,,,,,,,,,,,,,,,,,,,,
krzysztof-mikuła,Krzysztof Mikuła,Krzysztof Mikuła,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 31,31-5,,Q6440180,,,Krzysztof Mikuła,Krzysztof Mikuła,male,1974-07-03,Krzysztof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
henryk-młynarczyk-(polityk),Henryk Młynarczyk,Henryk Młynarczyk (polityk),5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubelskie 7,7-5,,Q5731126,,,Henryk Młynarczyk,Henryk Młynarczyk,male,1955-11-25,Henryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wojciech-mojzesowicz,Wojciech Mojzesowicz,Wojciech Mojzesowicz,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo kujawsko-pomorskie 4,4-5,,Q432759,,,Wojciech Mojzesowicz,Wojciech Mojzesowicz,male,1954-06-25,Wojciech,,,/m/0f6vz1,,,,,,,,,,,,,,,,,,,,,,,,,,,
halina-molka,Halina Molka,Halina Molka,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 10,10-5,,Q9285421,,,Halina Molka,Halina Molka,female,1953-04-04,Halina,,,/m/0f6vzd,,,,,,,,,,,,,,,,,,,,,,,,,,,
kazimierz-moskal-(polityk),Kazimierz Moskal,Kazimierz Moskal (polityk),5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podkarpackie 23,23-5,,Q432761,,,Kazimierz Moskal,Kazimierz Moskal,male,1962-02-02,Kazimierz,,,/m/0f6v_f,,,,,,,,,,,,,,,,,,,,,,,,,,,
arkadiusz-mularczyk,Arkadiusz Mularczyk,Arkadiusz Mularczyk,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 14,14-5,,Q432867,,,Arkadiusz Mularczyk,Arkadiusz Mularczyk,male,1971-02-04,Arkadiusz,,,/m/0f6w25,,,,,,,,,,,,,,,,,,,,,,,,,,,
aleksandra-natalli-Świat,Aleksandra Natalli-Świat,Aleksandra Natalli-Świat,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 3,3-5,,Q454860,,,Aleksandra Natalli-Świat,Aleksandra Natalli-Świat,female,1959-02-20,Aleksandra,https://upload.wikimedia.org/wikipedia/commons/b/b1/Aleksandra_Natalli-Świat_w_Kole.jpg,120303379,/m/0f6w47,,,,,,14105252X,,,,,,,2010-04-10,,,,,,,,,,,,,,
maria-nowak-(polityk),Maria Nowak,Maria Nowak (polityk),5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 31,31-5,,Q6761469,,,Maria Nowak (polityk),Maria Nowak,female,1950-03-31,Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halina-olendzka,Halina Olendzka,Halina Olendzka,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo świętokrzyskie 33,33-5,,Q5642377,,,Halina Olendzka,Halina Olendzka,female,1945-08-31,Halina,,,/m/0f6w8c,,,,,,,,,,,,,,,,,,,,,,,,,,,
dariusz-olszewski,Dariusz Olszewski,Dariusz Olszewski,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 20,20-5,,Q5223017,,,Dariusz Olszewski,Dariusz Olszewski,male,1967-11-26,Dariusz,,,/m/0f6w8q,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-ołdakowski,Jan Ołdakowski,Jan Ołdakowski,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 19,19-5,,Q3845714,,,Jan Ołdakowski,Jan Ołdakowski,male,1972-05-11,Jan,https://upload.wikimedia.org/wikipedia/commons/3/34/Jan_Oldakowski_fot._Jakub_Szymczuk.jpg,4313100,,,,,,,,145193012,,,,,,,,,,,,,,,,,,,,
marek-opioła,Marek Opioła,Marek Opioła,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 16,16-5,,Q6158899,,,Marek Opioła,Marek Opioła,male,1976-09-24,Marek,,,/m/0f6wb2,,,,,,,,,,,,,,,,,,,,,,,,,,,
stanisław-ożóg-(polityk),Stanisław Ożóg,Stanisław Ożóg (polityk),5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podkarpackie 23,23-5,,Q256095,,,Stanisław Ożóg,Stanisław Ożóg,male,1953-05-27,Stanisław,,,/m/0f6wf6,,124897,,,,,,,,,,,,,,,,,,,,,,,,,
anna-pakuła-sacharczuk,Anna Pakuła-Sacharczuk,Anna Pakuła-Sacharczuk,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podkarpackie 23,23-5,,Q274826,,,Anna Pakuła-Sacharczuk,Anna Pakuła-Sacharczuk,female,1956-08-10,Anna,,,/m/0f6wgy,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna-paluch,Anna Paluch,Anna Paluch,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 14,14-5,,Q4767398,,,Anna Paluch,Anna Paluch,female,1960-03-31,Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robert-pantera,Robert Pantera,Robert Pantera,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 15,15-5,,Q9311039,,,Robert Pantera,,male,,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolesław-piecha,Bolesław Piecha,Bolesław Piecha,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 30,30-5,,Q4939261,,,Bolesław Piecha,Bolesław Piecha,male,1954-09-19,Bolesław,https://upload.wikimedia.org/wikipedia/commons/a/ad/JKRUK_20100418_BOLESŁAW_PIECHA_IMG_7279.jpg,,,,124874,,,,,,,,,,,,,,,,,,,,,,,,,
stanisław-pięta,Stanisław Pięta,Stanisław Pięta,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 27,27-5,,Q7599210,,,Stanisław Pięta,Stanisław Pięta,male,1971-05-09,Stanisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-plawgo,Tadeusz Plawgo,Tadeusz Plawgo,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo warmińsko-mazurskie 35,35-5,,Q9354738,,,Tadeusz Plawgo,,male,,Tadeusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerzy-polaczek,Jerzy Polaczek,Jerzy Polaczek,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 31,31-5,,Q9297870,,,Jerzy Polaczek,Jerzy Polaczek,male,1961-08-24,Jerzy,https://upload.wikimedia.org/wikipedia/commons/f/f9/JKRUK_20100418_JERZY_POLACZEK_IMG_7325A.jpg,,/m/0f6wzh,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-polak,Marek Polak,Marek Polak,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 12,12-5,,Q6758887,,,Marek Polak,Marek Polak,male,1963-11-19,Marek,,,/m/0f6wzv,,,,,,,,,,,,,,,,,,,,,,,,,,,
paweł-poncyljusz,Paweł Poncyljusz,Paweł Poncyljusz,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 19,19-5,,Q7156196,,,Paweł Poncyljusz,Paweł Poncyljusz,male,1969-05-18,Paweł,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam-rogacki,Adam Rogacki,Adam Rogacki,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 36,36-5,,Q4679696,,,Adam Rogacki,Adam Rogacki,male,1976-02-20,Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giovanni-roman,Giovanni Roman,Giovanni Roman,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 2,2-5,,Q5563971,,,Giovanni Roman,Giovanni Roman,male,1961-05-04,Giovanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-ruciński,Andrzej Ruciński,Andrzej Ruciński,5,Klub Parlamentarny Prawo i Sprawiedliwość,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 37,37-5,,Q327461,,,Andrzej Ruciński,Andrzej Ruciński,male,1958-10-15,Andrzej,,,/m/0f6xbw,,,,,,,,,,,,,,,,,,,,,,,,,,,
