id,name__is,name__en,name__fr,name,wikipedia__commons,wikipedia__is,image,gender,birth_date,given_name,original_wikiname,name__eo,name__de,name__nl,name__nb,name__es,name__ja,name__hu,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__ja,wikipedia__no,identifier__VIAF,identifier__GND,identifier__freebase,name__en_gb,wikipedia__iswikiquote,name__ru,name__pt,name__la,name__sv,name__it,name__pl,name__be,name__zh,name__da,name__nn,name__he,wikipedia__be,wikipedia__da,wikipedia__es,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__la,wikipedia__nl,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__zh,identifier__LCAuth,wikipedia__iswikisource,identifier__ISNI,identifier__BNF,identifier__SUDOC,death_date,identifier__OLID,identifier__SELIBR,identifier__CERL,identifier__FAST,identifier__IMDB,identifier__allmovie,identifier__SFDb,identifier__DNF,identifier__britishmuseum,name__ca,name__de_ch,name__el,name__en_ca,name__cs,name__et,name__lb,name__pt_br,name__uk,name__fi,name__oc,name__sr,name__tr,name__mk,name__ie,name__ko,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__et,wikipedia__fi,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__lb,wikipedia__oc,wikipedia__simple,wikipedia__sr,wikipedia__tr,wikipedia__uk,website,identifier__NTA,family_name,identifier__moviemeter,name__lt,wikipedia__lt,identifier__Gutenberg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__id,name__ga,name__ar,name__ro,name__io,name__tl,name__sk,name__fo,name__vo,name__br,name__cy,wikipedia__ar,wikipedia__br,wikipedia__fo,wikipedia__ga,wikipedia__gl,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__ro,wikipedia__tl,wikipedia__vo,identifier__NUKAT,name__mr,wikipedia__mr,name__bg,name__fa,wikipedia__bg,wikipedia__cy,wikipedia__fa,identifier__Munzinger,name__ka,name__gv,name__kk,wikipedia__gv,wikipedia__ka,wikipedia__kk,identifier__NPG,name__fy,wikipedia__fy,identifier__GTAA,name__bs,name__uz,name__ms,name__hr,name__nan,name__nah,name__yo,name__lv,name__vi,name__sh,name__sco,wikipedia__bs,wikipedia__hr,wikipedia__lv,wikipedia__mk,wikipedia__ms,wikipedia__nah,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__uz,wikipedia__vi,wikipedia__yo,wikipedia__zh_min_nan,name__sl,wikipedia__cswikiquote,wikipedia__sl,twitter,name__be_tarask,wikipedia__be_x_old,name__eu,wikipedia__eu,identifier__MGP,name__gd,name__ce,name__hi,name__nds,name__lmo,name__yue,wikipedia__ce,wikipedia__gd,wikipedia__hi,wikipedia__lmo,wikipedia__nds,wikipedia__plwikiquote,wikipedia__zh_yue,name__vmf,wikipedia__ruwikinews,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,facebook,identifier__NNDB,wikipedia__af,name__se,identifier__kinopoisk,identifier__PACE,wikipedia__bar,identifier__Britannica,name__ceb,name__dsb,name__eml,name__frr,name__hsb,name__mt,name__sq,occupation,identifier__parlement,name__kl,identifier__bigenc_ru,identifier__ne_se,identifier__google_knowledge,wikipedia__trwikinews,identifier__CONOR,identifier__quora,name__hy,wikipedia__ast,identifier__BIBSYS,name__ace,identifier__BAV,name__tt,wikipedia__tt,identifier__NLP,identifier__LNB,identifier__NDL,name__no,email,identifier__BNE,name__ml,wikipedia__ml,name__lfn,identifier__NLAtrove,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__az,name__bcl,name__bi,name__bjn,name__brh,name__cbk_zam,name__cdo,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__ext,name__ff,name__fit,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kr,name__krj,name__ksh,name__ku,name__lad,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mus,name__mwl,name__na,name__ng,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vep,name__vot,name__war,name__xh,name__za,name__zea,wikipedia__qu,name__hif,name__ike_cans,name__kk_kz,name__ruq,name__shi,name__tokipona,wikipedia__dawikisource,identifier__nlg,identifier__NKC
Q438056,Svandís Svavarsdóttir,Svandís Svavarsdóttir,Svandís Svavarsdóttir,Svandís Svavarsdóttir,Category:Svandís Svavarsdóttir,Svandís Svavarsdóttir,https://upload.wikimedia.org/wikipedia/commons/3/34/Islands_miljominister_Svandis_Svavarsdottir_vid_Nordiska_Radets_session_pa_Island_2010-11-04.jpg,female,1964-08-24,Svandís,Svandís Svavarsdóttir,,Svandís Svavarsdóttir,Svandís Svavarsdóttir,,Svandís Svavarsdóttir,,Svandís Svavarsdóttir,Svandís Svavarsdóttir,Svandís Svavarsdóttir,,,,,,,,,,,,,,Svandís Svavarsdóttir,,斯旺迪斯·斯瓦瓦爾斯多蒂,Svandís Svavarsdóttir,,,,Svandís Svavarsdóttir,,,,,,,Svandís Svavarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svandís Svavarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q446307,Pétur Blöndal,Pétur Blöndal,Pétur Blöndal,Pétur Blöndal,,Pétur Blöndal,,male,1944-06-24,Pétur,Pétur H. Blöndal,,Pétur Haraldsson Blöndal,Pétur Blöndal,,Pétur Blöndal,ペートゥル・ブロンダル,Pétur Blöndal,Pétur Haraldsson Blöndal,Pétur Blöndal,,ペートゥル・ブロンダル,,168463186,143534130,/m/02vtt15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1540 126X,,,2015-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,097610887,,,,,,,,,,,,,,,,,,,,,,,Pétur Blöndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pétur Blöndal,,,,,,,,21176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q463525,Helgi Hjörvar,Helgi Hjörvar,Helgi Hjörvar,Helgi Hjörvar,Category:Helgi Hjörvar,Helgi Hjörvar,https://upload.wikimedia.org/wikipedia/commons/7/7e/Helgi_Hjorvar_(A)_Island_president_i_Nordiska_radet.jpg,male,1967-06-09,,Helgi Hjörvar,,Helgi Hjörvar,Helgi Hjörvar,Helgi Hjörvar,Helgi Hjörvar,,Helgi Hjörvar,Helgi Hjörvar,Helgi Hjörvar,,,,,,,,,,,,,,,,,,,,,,,Helgi Hjörvar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helgi Hjörvar,,,,,,,,,,,,,,Helgi Hjörvar,,,,,,,,,,,http://www.helgi.is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helgi Hjörvar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q463588,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Category:Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,https://upload.wikimedia.org/wikipedia/commons/0/03/Sigmundur_Davíð_Gunnlaugsson_(cropped).jpg,male,1975-03-12,Sigmundur,Sigmundur Davíð Gunnlaugsson,,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,シグムンドゥル・ダヴィード・グンラウグソン,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,,シグムンドゥル・ダヴィード・グンラウグソン,Sigmundur Davíð Gunnlaugsson,5275152139992211100002,,/m/05f51xr,Sigmundur Davíð Gunnlaugsson,,Сигмундур Давид Гуннлаугссон,Sigmundur Davíð Gunnlaugsson,Sigmundus David Gunnlaugi filius,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Сігмундур Давід Гунлаўгсан,西格蒙杜尔·戴维·贡劳格松,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,סיגמונדור דויד גונלאוגסון,Сігмундур Давід Гунлаўгсан,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,סיגמונדור דויד גונלאוגסון,Sigmundur Davíð Gunnlaugsson,Sigmundus David Gunnlaugi filius,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Сигмюндюр Давид Гюннлёйгссон,Sigmundur Davíð Gunnlaugsson,西格蒙杜尔·戴维·贡劳格松,,,,,,,,,,,,,,,,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Σίγκμουντουρ Νταβίντ Γκουνλάουγκσον,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Сігмундур Давид Гуннлаугссон,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Сигмундур Давид Гунлаугсон,Sigmundur Davíð Gunnlaugsson,Сигмундур Давид Гунлаугсон,Sigmundur Davíð Gunnlaugsson,시그뮌뒤르 다비드 귄뢰익손,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Σίγκμουντουρ Νταβίντ Γκουνλάουγκσον,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,시그뮌뒤르 다비드 귄뢰이그손,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Сигмундур Давид Гунлаугсон,Sigmundur Davíð Gunnlaugsson,Сігмюндюр Давид Гюннлейгссон,http://sigmundurdavid.is/,,,,,,,,,,,,,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,,سيغموندور دافيد غونلاوغسون,,,,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,,,Sigmundur Davíð Gunnlaugsson,سيغموندور دافيد غونلاوغسون,,Sigmundur Davíð Gunnlaugsson,,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,,,,,,,,,,سیگموندور گونلاگسون,,Sigmundur Davíð Gunnlaugsson,سیگموندور گونلاگسون,00000029551,,,,,,,,,,,,Sigmundur Davíð Gunnlaugsson,,Sigmundur Davíð Gunnlaugsson,,,,,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,,,,,,,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,,Sigmundur Davíð Gunnlaugsson,Sigmundur Davíð Gunnlaugsson,,,Sigmundur Davíð Gunnlaugsson,,,sigmundurdavid,,,,,,,,,,,,,,,,,,,,Категория:Сигмюндюр Давид Гюннлёйгссон,Sigmundur Davíð Gunnlaugsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sigmundurdavidgunnlaugsson,,Sigmundur Davíð Gunnlaugsson,,,,,,,,,,,,,politician,,,,,,,,Sigmundur-Davíð-Gunnlaugsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q463598,Jón Bjarnason,Jón Bjarnason,Jón Bjarnason,Jón Bjarnason,Category:Jón Bjarnason (Minister),Jón Bjarnason (þingmaður),https://upload.wikimedia.org/wikipedia/commons/3/35/Jón_Bjarnason.jpg,male,1943-12-26,Jón,Jón Bjarnason (þingmaður),,Jón Bjarnason,Jón Bjarnason,,Jón Bjarnason,,Jón Bjarnason,Jón Bjarnason,Jón Bjarnason,,,,,,,,Jón Bjarnason,,,,,Jón Bjarnason,Jón Bjarnason,,,,,,,,,,,,,,Jón Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jón Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q463602,Kristján L. Möller,Kristján L. Möller,Kristján L. Möller,Kristján L. Möller,Category:Kristján L. Möller,Kristján L. Möller,https://upload.wikimedia.org/wikipedia/commons/8/8b/Jól_-_Kristján_L._Möller_samgönguráðherra.jpg,male,1953-06-26,Kristján,Kristján L. Möller,,Kristján L. Möller,Kristján L. Möller,Kristján L. Möller,Kristján L. Möller,,Kristján L. Möller,Kristján L. Möller,Kristján L. Möller,,,Kristján L. Möller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristján L. Möller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4635,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q467437,Lilja Mósesdóttir,Lilja Mósesdóttir,Lilja Mósesdóttir,Lilja Mósesdóttir,,Lilja Mósesdóttir,,female,1961-11-11,Lilja,Lilja Mósesdóttir,,Lilja Mósesdóttir,Lilja Mósesdóttir,,,,,Lilja Mósesdóttir,,,,,,,,,,,,,,,,,,,,ליליה מוססדוטיר,,,,,ליליה מוססדוטיר,,,,,,,,,,,0000 0000 3737 9801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lilja Mósesdóttir,Lilja Mósesdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lilja Mósesdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q467455,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,Category:Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,https://upload.wikimedia.org/wikipedia/commons/e/e9/Kolbrún_Halldórsdóttir.jpg,female,1955-07-31,Kolbrún,Kolbrún Halldórsdóttir,,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,,,Kolbrún Halldórsdóttir,312620249,1061421546,/m/05f3g6b,,,,,,Kolbrún Halldórsdóttir,,,,,,,,,,,,,,,,,,,Kolbrún Halldórsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolbrún Halldórsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q467461,Steinunn Valdís Óskarsdóttir,Steinunn Valdís Óskarsdóttir,Steinunn Valdís Óskarsdóttir,Steinunn Valdís Óskarsdóttir,,Steinunn Valdís Óskarsdóttir,,female,1965-04-07,Steinunn,Steinunn Valdís Óskarsdóttir,,Steinunn Valdís Óskarsdóttir,Steinunn Valdís Óskarsdóttir,,Steinunn Valdís Óskarsdóttir,,Steinunn Valdís Óskarsdóttir,Steinunn Valdís Óskarsdóttir,Steinunn Valdís Óskarsdóttir,,,,,,/m/06v2r7,,,,,,,,,,,Steinunn Valdís Óskarsdóttir,,סטיינון ולדיס אוסקרסדוטיר,,Steinunn Valdís Óskarsdóttir,Steinunn Valdís Óskarsdóttir,Steinunn Valdís Óskarsdóttir,סטיינון ולדיס אוסקרסדוטיר,,,Steinunn Valdís Óskarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steinunn Valdís Óskarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6481,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q467464,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Category:Katrín Jakobsdóttir,Katrín Jakobsdóttir,https://upload.wikimedia.org/wikipedia/commons/e/ef/Katrín_Jakobsdóttir_(cropped).jpg,female,1976-02-01,Katrin,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrin Jakobsdóttir,カトリーン・ヤコブスドッティル,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,カトリーン・ヤコブスドッティル,Katrín Jakobsdóttir,309561613,1051926092,/m/05f5zsc,,,Катрин Якобсдоуттир,Katrín Jakobsdóttir,Catharina Iacobi filia,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Катрын Якабсдоцір,卡特林·亞科布斯多蒂爾,Katrín Jakobsdóttir,Katrín Jakobsdóttir,קתרין יקובסדוטיר,Катрын Якабсдоцір,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,קתרין יקובסדוטיר,Katrín Jakobsdóttir,Catharina Iacobi filia,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Катрин Якобсдоуттир,Katrín Jakobsdóttir,卡特琳·雅各布斯多蒂爾,,,,,,,,,,,,,,,,Katrín Jakobsdóttir,,,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Катрин Якобсдоттір,Katrín Jakobsdóttir,,Катрин Јакобсдоутир,Katrín Jakobsdóttir,,,카트린 야콥스도티르,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,카트린 야콥스도티르,Katrín Jakobsdóttir,,Katrín Jakobsdóttir,Катрин Јакобсдоутир,Katrín Jakobsdóttir,Катрин Якобсдоттір,,,,,Katrín Jakobsdóttir,,,,,,,,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,,Katrín Jakobsdóttir,,,,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,,,,,,,,,,,,,,,,,,,,Katrín Jakobsdóttir,,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,Katrín Jakobsdóttir,,,,Katrín Jakobsdóttir,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,,,,,,,,,Katrín Jakobsdóttir,,,,Katrín Jakobsdóttir,,,katrinjak,,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,,,,Katrín Jakobsdóttir,,,,,,,,,,,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,Katrín Jakobsdóttir,,,,,Katrín Jakobsdóttir,,Katrín Jakobsdóttir,,,,,,Katrín Jakobsdóttir,,,,,,,,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,,,241503652726,,Katrín Jakobsdóttir,,,,Katrín Jakobsdóttir,,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Katrín Jakobsdóttir,politician,,,,katrin-jakobsdottir,,,,,,Katrín Jakobsdóttir,,,,,,,,,,mailto:katrinja@althingi.is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q467509,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Category:Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,"https://upload.wikimedia.org/wikipedia/commons/a/a1/Valgerdur_Sverisdottir,_Islands_samarbets-_och_naringsminister.jpg",female,1950-03-23,Valgerður,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,ヴァルゲルドゥル・スヴェリスドッティル,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,ヴァルゲルドゥル・スヴェリスドッティル,Valgerður Sverrisdóttir,,,/m/026xyn2,,,,,,Valgerður Sverrisdóttir,,Valgerður Sverrisdóttir,,,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,,,Valgerður Sverrisdóttir,,Valgerður Sverrisdóttir,,,,,Valgerður Sverrisdóttir,,,Valgerður Sverrisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valgerður Sverrisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
