id,name__ko,name,wikipedia__ko,original_wikiname,name__zh,birth_date,name__en,gender,occupation,family_name,name__ja,wikipedia__en,name__pt,name__fr,name__nl,wikipedia__ja,wikipedia__pt,wikipedia__zh,twitter,name__en_ca,name__en_gb,name__es,name__hu,name__zh_hant,name__zh_cn,name__it,image,identifier__IMDB,identifier__KMDb,name__de,given_name,identifier__kinopoisk,name__sv,name__fa,name__nb,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fr,wikipedia__no,wikipedia__sv,identifier__freebase,name__zh_hans,name__zh_tw,name__ca,name__oc,name__ru,name__lt,name__vi,name__id,name__mg,name__ar,name__th,wikipedia__ar,wikipedia__commons,wikipedia__id,wikipedia__it,wikipedia__kowikiquote,wikipedia__kowikisource,wikipedia__lt,wikipedia__mg,wikipedia__ru,wikipedia__ruwikinews,wikipedia__th,wikipedia__vi,name__yue,name__zh_hk,name__zh_mo,name__zh_my,name__zh_sg,name__kana,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,website,facebook,name__eo,wikipedia__eo,wikipedia__simple,identifier__NDL,identifier__FAST,death_date,name__pl,wikipedia__pl,name__tr,instagram,name__ka,name__he,name__bg,name__bn,name__cs,name__cy,name__da,name__de_ch,name__fi,name__lb,name__lv,name__ml,name__mn,name__ms,name__my,name__pt_br,name__ro,name__sco,name__sh,name__sr,name__uk,name__xmf,name__yo,name__nn,name__la,name__tl,name__mr,name__et,name__az,name__hr,name__kk,name__af,name__fo,name__io,name__nan,name__arz,name__sgs,name__hy,name__el,name__qu,name__hak,name__ne,name__cdo,name__ast,name__sk,name__wuu,name__ie,name__eu,name__ga,wikipedia__af,wikipedia__arz,wikipedia__ast,wikipedia__az,wikipedia__bat_smg,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__cdo,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__fi,wikipedia__fo,wikipedia__ga,wikipedia__hak,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__kk,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__plwikiquote,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sr,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__wuu,wikipedia__xmf,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__GND,name__gl,name__bcl,wikipedia__bcl,wikipedia__gl,weblog,wikipedia__oc,identifier__CiNii,identifier__google_knowledge,identifier__ISNI,wikipedia__bi,name__bi,identifier__nyt_topic,wikipedia__cawikiquote,wikipedia__mai,name__mai,wikipedia__hi,wikipedia__ur,name__hi,name__ur,wikipedia__arwikinews,identifier__quora,wikipedia__eu,name__mk,name__or,name__br,wikipedia__br,wikipedia__be,wikipedia__bewikiquote,name__be,name__an,name__ext,wikipedia__ky,name__ky,wikipedia__pnb,wikipedia__enwikiquote,wikipedia__ta,name__pnb,wikipedia__uz,name__ta,name__uz,identifier__Britannica,wikipedia__is,identifier__BIBSYS,wikipedia__hr,name__is,wikipedia__tt,identifier__NLP,name__tt,identifier__GNC,identifier__NTA,name__pam,wikipedia__bs,wikipedia__enwikinews,name__bs,wikipedia__an,identifier__CSPAN,identifier__GTAA,wikipedia__enwikisource,name__ace,name__min,name__jv,name__su,name__map_bms,name__bjn,name__gor,name__bug,name__tet,identifier__Munzinger,wikipedia__ukwikisource,name__sl
Q12616687,조배숙,조배숙,조배숙,조배숙,,1956-09-10,Cho Bae-sook,female,politician,,,Cho Bae-sook,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/3/3e/Cho_Bae-sook,_Leader_of_the_Party_for_Democracy_and_Peace_attended_Lee_Hyeon-ung_mayor_of_Jeonju_Mayor's_election_office_opening_ceremony.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Cho Bae-sook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12616968,조원진,조원진,조원진,조원진,趙源震,1959-01-07,Cho Won-jin,male,politician,Zhao,趙源震,Cho Won-jin,,,,,,趙源震,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Cho_Wonjin_in_2017.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12617041,조정식,조정식,조정식 (정치인),조정식 (정치인),,1963-12-25,Cho Jeong-sik,male,politician,Cho,,,,,,,,,,,,,,,,,,,,,Jung-sik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12617148,조해진,조해진,조해진 (1963년),조해진 (1963년),,1963-08-04,,,politician,Cho,,,,,,,,,,,,,,,,,,,,,Hae-jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12617151,조현룡,조현룡,조현룡,조현룡,,1945-12-30,,male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12617313,주광덕,주광덕,주광덕,주광덕,,1960-07-26,Joo Kwang-deok,male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12617384,주승용,주승용,주승용,주승용,朱昇鎔,1952-07-27,Joo Seung-yong,male,politician,Joo,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/42/Joo_Seung-yong_in_2017.png,,,,Seung-yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12617992,지상욱,지상욱,지상욱,지상욱,,1965-05-16,Ji Sang-wook,male,politician,Ji,池尚昱,Ji Sang-wook,,,Ji Sang-wook,,,,,,,,,,,,,,,,Sang-wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12618257,진선미,진선미,진선미,진선미,,1967-05-14,Jin Sun-mee,female,politician,Jin,陳善美,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Jin_Sunmee_in_2012.jpg,,,,Sun-mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12618262,진성준,진성준,진성준,진성준,,1967-04-19,,male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12618296,진영,진영,진영 (정치인),진영 (정치인),,1950-10-23,Chin Young,male,judge,Young,陳永,Chin Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0nbd513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12618957,천정배,천정배,천정배,천정배,千正培,1954-12-12,Chun Jung-bae,male,politician,,千正培,Chun Jung-bae,,,Chun Jung-bae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44209967,nr98005967,,,,,,,,413977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4914 9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12619482,최규성,최규성,최규성,최규성,崔奎成,1950-02-04,Choi Kyu-Sung,male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12619744,최원식,최원식,최원식 (1963년),최원식 (1963년),,1963-03-08,,male,politician,Choi,,,,,,,,,,,,,,,,,,,,,Won-sik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12619978,추경호,추경호,추경호,추경호,,1960-07-29,Choo Kyung-ho,,politician,Chu,,,,,,,,,,,,,,,,,,,,,Kyung-ho,,,,,,,,,,,,,,,,,,,,,,,,Category:Choo Kyung-ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12622026,표창원,표창원,표창원,표창원,表蒼園,1966-05-03,Pyo Chang-won,male,psychologist,,表蒼園,Pyo Chang-won,,,Pyo Chang-won,,,,DrPyo,,,,,表蒼園,表苍园,,https://upload.wikimedia.org/wikipedia/commons/9/93/Pyo_Chang-won_Pandora_161207.png,,,,,,,,,,,,,,,,,表蒼園,,,Пхё Чханвон,,,,,,,,,,,,,,,Пхё Чханвон,,,,,,,,,,,,,http://www.cwpyo.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/121m8708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12622556,하태경,하태경,하태경,하태경,河泰慶,1968-04-26,Ha Tae-keung,male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12624094,한선교,한선교,한선교,한선교,,1959-06-23,Han Sun-kyo,male,politician,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/60/NMKCH_Symposium_logo_02_(8226740114).jpg,,,,Han,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12624300,한정애,한정애,한정애,한정애,,1965-01-08,Han Jeoung-ae,female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12625372,홍문종,홍문종,홍문종 (정치인),홍문종 (1955년),,1955-04-05,Hong Moon-jong,male,politician,,,,,,,,,,,,,,,洪文鍾,洪文钟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12625446,홍영표,홍영표,홍영표,홍영표,,1957-04-30,Hong Young-pyo,male,politician,,洪永杓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12625469,홍익표,홍익표,홍익표 (1967년),홍익표 (1967년),,1967-11-20,Hong Ihk-pyo,male,politician,,洪翼杓,Hong Ihk-pyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26486830,n2006013613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4052 0140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12625477,홍일표,홍일표,홍일표,홍일표,,1956-02-11,Hong Il-pyo,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12625495,홍지만,홍지만,홍지만,홍지만,,1968-02-01,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12625864,황영철,황영철,황영철,황영철,黃永哲,1965-07-13,Hwang Young-cheul,male,politician,Hwang,,Hwang Young-cheul,,,,,,,,,,,,,,,,,,,Young-chul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12625912,황주홍,황주홍,황주홍,황주홍,,1952-02-27,Hwang Ju-hong,male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12625921,황진하,황진하,황진하,황진하,黃震夏,1946-08-25,,male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q128284,김태호,김태호,김태호 (1962년),김태호 (1962년),金台鎬,1962-08-21,Kim Tae-ho,male,politician,Kim,金台鎬,Kim Tae-ho (politician),,Kim Tae-ho,Kim Tae-ho,金台鎬,,金台鎬,,,,Kim Tae-ho,Kim Tae-ho,金台鎬,金台镐,,,,,Kim Tae-ho,Tae-ho,,,,Kim Tae-ho,Kim Tae-ho,,,,Kim Tae-ho,,/m/0cn_nj4,金台镐,金台鎬,,,,,,,,كيم تاي هونغ,,,,,,,,,,,,,,,金台鎬,,,金台镐,,,,,,,,,,,,,Kim Tae-ho,Kim Tae-ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q138048,박근혜,박근혜,박근혜,박근혜,朴槿惠,1952-02-02,Park Geun-hye,female,politician,Park,朴槿恵,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,朴槿恵,Park Geun-hye,朴槿惠,GH_Park,Park Geun-hye,Park Geun-hye,Park Geun-hye,Pak Kunhje,朴槿惠,朴槿惠,Park Geun-hye,https://upload.wikimedia.org/wikipedia/commons/f/f9/Park_Geun-hye_2013.jpg,,,Park Geun-hye,,,Park Geun-Hye,پاک کوئن های,Park Geun-hye,Park Geun-hye,Park Geun-hye,پارک گون-هه,Park Geun-hye,Park Geun-hye,Park Geun-hye,/m/0760zn,朴槿惠,朴槿惠,Park Geun-hye,Park Geun-hye,Пак Кын Хе,Pak Kunhe,Park Geun-hye,Park Geun-hye,Park Geun-hye,باك غن هي,พัก กึน-ฮเย,باك غن هي,,Park Geun-hye,Park Geun-hye,박근혜,저자:박근혜,Pak Kinhė,Park Geun-hye,Пак Кын Хе,Категория:Пак Кын Хе,พัก กึน-ฮเย,Park Geun-hye,朴槿惠,朴槿惠,朴槿惠,朴槿惠,朴槿惠,,33284471,n79132875,145748367,http://www.parkgeunhye.or.kr/,ghpark.korea,Park Geun-hye,Bak Geun-Hje,Park Geun-hye,00533418,45786,,Park Geun-hye,Park Geun-hye,Park Geun-hye,,პაკ კინ ჰე,פאק גון-הייה,Пак Кън Хе,পার্ক গিউন-হাই,Pak Kun-hje,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,Paka Kinhje,പാർക് ഗ്യുൻ ഹൈ,Пак Гын-Хе,Park Geun-hye,ဖတ်ကွန်းဟယ်,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,Парк Геун Хје,Пак Кин Хе,პაკ კინ ჰე,Park Geun-hye,Park Geun-hye,Bak Geunhye,Park Geun-hye,पार्क ग्युन-हे,Park Geun-hye,Pak Kın He,Park Geun-hye,Пак Кын Хе,Park Geun-hye,Park Geun-hye,Park Geun-hye,Phok Kín-hūi,پاك كوينهى,Park Geun-hye,Փակ Կըն Հյե,Παρκ Γκέουν-χε,Park Geun-hye,Phok Kiún-fi,पार्क गेयुन हेई,Páuk Gê̤ṳng-hiê,Park Geun-hye,Pak Kun-hje,朴槿惠,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,باك كوينهى,Park Geun-hye,Pak Kın He,Park Kin Hė,Пак Кън Хе,পার্ক গিউন-হাই,Park Geun-hye,Park Geun-hye,Pak Kun-hje,Park Geun-hye,Park Geun-hye,Παρκ Γκουν-χιέ,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,פאק גון-הייה,Pak Kunhje,Փակ Կըն Հյե,Park Geun-hye,Park Geun-hye,პაკ კინ ჰე,Пак Кын Хе,Bak Geunhye,Park Geun-hye,Paka Kinhje,പാർക് ഗ്യുൻ ഹൈ,Паг Гынь-хе,पार्क ग्युन-हे,Park Geun-hye,ဖတ်ကွန်းဟယ်,पार्क गेयुन हेई,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,Park Geun-hye,Pak Kun-hje,Парк Гун-хје,Park Geun-hye,Park Geun-hye,Пак Кин Хє,朴槿惠,პაკ კინ ჰე,Park Geun-hye,Park Geun-hye,朴槿惠,朴槿惠,1153483769,,,,,,Park Geun-hye,,,0000 0000 2471 4658,Park Geun-hye,Park Geun-hye,person/park-geunhye,Park Geun-hye,पार्क गेयुन हेई,पार्क गेयुन हेई,पार्क ग्यून-हाय,پارک گیئون ہائے,पार्क ग्यून - हाय,پارک گیئون ہائے,تصنيف:بارك كون هيه,Park-Geun-Hye,Park Geun-hye,Парк Кен-хје,ପାର୍କ ଜେଉନ୍ନ ହାଏ,Park Geun-hye,Park Geun-hye,Пак Кын Хэ,Пак Кын Хэ,Пак Кын Хэ,,,Пак Кын Хе,Пак Кын Хе,پارک گیئون ہائے,,,پارک گیئون ہائے,Park Geun-hye,,Park Geun-hye,biography/Park-Geun-Hye,Park Geun-hye,15032749,Park Geun-hye,Park Geun-hye,,A3423584X,,20914358,,,,,,,guenhyepark,,,,,,,,,,,,00000029392,,
Q14444444,최연혜,최연혜,최연혜,최연혜,崔然惠,1956-04-02,Choi Yeon-hye,female,politician,,崔然恵,,,Choi Yeon-hye,,,,,choi_yeonhye,,,Choi Yeon-hye,,,,,,,,Choi Yeon-hye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,choiyeonhye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14844783,조명철,조명철,조명철,조명철,趙明哲,1959-04-02,,,politician,,,,,,,,,趙明哲 (脫北者),unicho7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
