id,name__de,name__uk,name__en,name__nl,name__fr,name,wikipedia__de,wikipedia__en,wikipedia__uk,gender,birth_date,given_name,original_wikiname,wikipedia__fr,name__it,identifier__VIAF,name__nb,name__da,name__nn,name__sv,identifier__SUDOC,name__rm,name__ru,wikipedia__ru,name__es,name__pt,image,name__cy,death_date,identifier__GND,identifier__LCAuth,name__sh,wikipedia__sh,identifier__freebase,name__hu,last_seen,name__ja,family_name,occupation,name__ms,name__bar,name__cs,name__id,name__se,name__sk,name__sl,name__ro,name__sc,name__tr,name__af,name__an,name__ast,name__br,name__ceb,name__co,name__ca,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__gd,name__ga,name__fur,name__frp,name__gl,name__gsw,name__hr,name__ia,name__ie,name__is,name__io,name__kg,name__li,name__lb,name__lij,name__lt,name__de_formal,name__pl,name__nl_informal,name__bs,name__fy,name__pt_br,name__eml,name__dsb,name__mt,name__hsb,name__min,name__lv,name__nds,name__jam,name__frr,name__scn,name__fo,name__sco,name__sq,name__tl,name__vls,name__wa,name__vi,name__uz,name__hif,name__mg,name__ht,name__jv,name__la,name__oc,name__pcd,name__ang,name__su,name__ay,identifier__PACE,email,name__mk,name__aa,name__ak,name__aln,name__arn,name__az,name__bcl,name__bi,name__bjn,name__bm,name__brh,name__cbk_zam,name__cdo,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__ext,name__ff,name__fit,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hz,name__ig,name__ik,name__ike_cans,name__ike_latn,name__ilo,name__iu,name__jbo,name__kaa,name__kab,name__ki,name__kj,name__kk_latn,name__kk_kz,name__kk_tr,name__kl,name__kr,name__krj,name__ksh,name__ku,name__lad,name__lg,name__lmo,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mus,name__mwl,name__na,name__nah,name__nap,name__nds_nl,name__ng,name__nov,name__nrm,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__pms,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__sr_el,name__srn,name__st,name__stq,name__sw,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tokipona,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vec,name__vep,name__vmf,name__vo,name__vot,name__war,name__wo,name__xh,name__yo,name__za,name__zea,name__zu,identifier__ULAN,wikipedia__et,wikipedia__pl,identifier__HDS,name__zh,name__ar,identifier__ISNI,name__el,name__he,name__ko,wikipedia__ca,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__sv,identifier__Munzinger,identifier__BNF,wikipedia__als
Q28870273,Patrick Risch,,,Patrick Risch,,Patrick Risch,Patrick Risch,,,male,,,Patrick Risch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28870275,Thomas Rehak,,,Thomas Rehak,,Thomas Rehak,Thomas Rehak,,,male,1971-01-21,,Thomas Rehak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28870283,Georg Kaufmann,,Georg Kaufmann,Georg Kaufmann,Georg Kaufmann,Georg Kaufmann,Georg Kaufmann (Politiker),,,male,1955-11-22,Georg,Georg Kaufmann (Politiker),,Georg Kaufmann,,,Georg Kaufmann,,Georg Kaufmann,,,,,Georg Kaufmann,Georg Kaufmann,,,,,,,,,,,,Kaufmann,politician,,Georg Kaufmann,,Georg Kaufmann,,,,Georg Kaufmann,,,,,,Georg Kaufmann,Georg Kaufmann,Georg Kaufmann,Georg Kaufmann,,,,,,,,,,,,,,,,,,,,,,,,,,Georg Kaufmann,,,,,,,,,,,Georg Kaufmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georg Kaufmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28871877,Manfred Kaufmann,,,Manfred Kaufmann,,Manfred Kaufmann,Manfred Kaufmann (Politiker),,,male,1978-10-09,,Manfred Kaufmann (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29021485,Paul Kindle,,,Paul Kindle,,Paul Kindle,Paul Kindle,,,male,1930-05-04,,,,,,,,,,,,,,,,,,2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29380602,Günter Vogt,,Günter Vogt,Günter Vogt,,Günter Vogt,Günter Vogt,,,male,1961-08-17,Günter,Günter Vogt,,,,,,,,,,,,,,,,,,,,,,,,,Vogt,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7727,mailto:guenter.vogt@landtag.li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q345112,Josef Hoop,Йозеф Хооп,Josef Hoop,Josef Hoop,Josef Hoop,Josef Hoop,Josef Hoop,Josef Hoop,Йозеф Гооп,male,1895-12-14,Josef,,Josef Hoop,,244598865,Josef Hoop,Josef Hoop,Josef Hoop,Josef Hoop,,,"Хооп, Йозеф","Хооп, Йозеф",Josef Hoop,,,,1959-10-19,,,,,/m/0r8q62m,,,,,statesman,,,,,,,,,,,,,,,,,,,,,,,Josef Hoop,,,,,,,,,,,,,,,,,,,,Josef Hoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Hoop,Josef Hoop,21114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q345148,Josef Ospelt,Йозеф Оспельт,Josef Ospelt,Josef Ospelt,Josef Ospelt,Josef Ospelt,Josef Ospelt,Josef Ospelt,Йозеф Оспельт,male,1881-01-09,Josef,,,,247129210,Josef Ospelt,Josef Ospelt,Josef Ospelt,Josef Ospelt,,,"Оспельт, Йозеф","Оспельт, Йозеф",Josef Ospelt,,,,1962-06-01,1067744894,,,,/m/0bwj2jv,Josef Ospelt,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Josef Ospelt,,,,,,,,,,,,,,,,,,,,Josef Ospelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Ospelt,Josef Ospelt,21112,約瑟夫·奧斯皮特,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q345161,Gustav Schädler,Густав Шедлер,Gustav Schädler,Gustav Schädler,Gustav Schädler,Gustav Schädler,Gustav Schädler,Gustav Schädler,Густав Шедлер,male,1883-11-18,Gustav,,,,315074075,Gustav Schädler,Gustav Schädler,Gustav Schädler,Gustav Schädler,,,"Шедлер, Густав","Шедлер, Густав",Gustav Schädler,,,,1961-06-19,,,,,/m/09v0p65,Gustav Schädler,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Gustav Schädler,,,,,,,,,,,,,,,,,,,,Gustav Schädler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustav Schädler,Gustav Schädler,21113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q34813965,Josef Negele,,Josef Negele,Josef Negele,Josef Negele,Josef Negele,,,,male,1898-09-21,Josef,,,Josef Negele,,,Josef Negele,,Josef Negele,,,,,Josef Negele,Josef Negele,,,1966-05-16,,,,,,,,,,politician,,Josef Negele,,Josef Negele,,,,Josef Negele,,,,,,Josef Negele,Josef Negele,Josef Negele,Josef Negele,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Negele,,,,,,,,,,,Josef Negele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Negele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q34814946,Josef Sele,,Josef Sele,Josef Sele,Josef Sele,Josef Sele,,,,male,1897-11-20,Josef,,,Josef Sele,57707931,,Josef Sele,,Josef Sele,,,,,Josef Sele,Josef Sele,,,1969-08-05,130026301,,,,,,,,,politician,,Josef Sele,,Josef Sele,,,,Josef Sele,,,,,,Josef Sele,Josef Sele,Josef Sele,Josef Sele,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Sele,,,,,,,,,,,Josef Sele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Sele,,,,,,,,,,,,,,,,,,,,,0000 0000 1698 0593,,,,,,,,,,,,,,,,,,,,,,,,,
Q35081332,Georg Vogt,,Georg Vogt,Georg Vogt,Georg Vogt,Georg Vogt,,,,male,1879-11-25,Georg,,,Georg Vogt,,,Georg Vogt,,Georg Vogt,,,,,Georg Vogt,Georg Vogt,,,1943-05-15,,,,,,,,,Vogt,politician,,Georg Vogt,,Georg Vogt,,,,Georg Vogt,,,,,,Georg Vogt,Georg Vogt,Georg Vogt,Georg Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,Georg Vogt,,,,,,,,,,,Georg Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georg Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q35123131,Alois Ritter,,Alois Ritter,Alois Ritter,Alois Ritter,Alois Ritter,,,,male,1897-06-09,Alois,,,Alois Ritter,,,Alois Ritter,,Alois Ritter,,,,,Alois Ritter,Alois Ritter,,,1966-01-31,,,,,,,,,Ritter,politician,,Alois Ritter,,Alois Ritter,,,,Alois Ritter,,,,,,Alois Ritter,Alois Ritter,Alois Ritter,Alois Ritter,,,,,,,,,,,,,,,,,,,,,,,,,,Alois Ritter,,,,,,,,,,,Alois Ritter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alois Ritter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q35124293,Augustin Marogg,,Augustin Marogg,Augustin Marogg,Augustin Marogg,Augustin Marogg,,,,male,1882-04-14,Augustin,,,Augustin Marogg,,,Augustin Marogg,,Augustin Marogg,,,,,Augustin Marogg,Augustin Marogg,,,1944-03-20,,,,,,,,,,politician,,Augustin Marogg,,Augustin Marogg,,,,Augustin Marogg,,,,,,Augustin Marogg,Augustin Marogg,Augustin Marogg,Augustin Marogg,,,,,,,,,,,,,,,,,,,,,,,,,,Augustin Marogg,,,,,,,,,,,Augustin Marogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augustin Marogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q361773,Adolf Frommelt,,Adolf Frommelt,Adolf Frommelt,Adolf Frommelt,Adolf Frommelt,Adolf Frommelt,,,male,1891-06-06,Adolf,,,Adolf Frommelt,,Adolf Frommelt,Adolf Frommelt,Adolf Frommelt,Adolf Frommelt,,,,,,,,,1964-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q364154,Klaus Wanger,Клаус Вангер,Klaus Wanger,Klaus Wanger,Klaus Wanger,Klaus Wanger,Klaus Wanger,Klaus Wanger,Клаус Вангер,male,1941-02-24,Klaus,Klaus Wanger,,,,Klaus Wanger,Klaus Wanger,Klaus Wanger,Klaus Wanger,,,Клаус Вангер,"Вангер, Клаус",Klaus Wanger,,,,,,,Klaus Wanger,Klaus Wanger,/m/0d26rp,Klaus Wanger,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q494420,Andrea Matt,,Andrea Matt,Andrea Matt,Andrea Matt,Andrea Matt,Andrea Matt,,,female,1961-04-29,Andrea,Andrea Matt,,Andrea Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q589712,Anton Gmelch,,Anton Gmelch,Anton Gmelch,Anton Gmelch,Anton Gmelch,Anton Gmelch,,,male,1821-06-04,Anton,,,Anton Gmelch,315940745,Anton Gmelch,Anton Gmelch,Anton Gmelch,Anton Gmelch,,,,,Anton Gmelch,,,,1905-03-26,116683333,,,,,,,,,Catholic priest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q688036,Armin Meier,,Armin Meier,Armin Meier,Armin Meier,Armin Meier,Armin Meier (Politiker),,,male,1941-05-03,Armin,,,,,,,,,,,,,Armin Meier,,,,1999-03-20,,,,,,,,,Meier,,,,,,,,,,,Armin Meier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armin Meier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أرمين ماير,,,,,,,,,,,,,,,,,,,,,,,,,,
Q689754,Alexander Frick,Александер Фрік,Alexander Frick,Alexander Frick,Alexander Frick,Alexander Frick,Alexander Frick,Alexander Frick,Александер Фрік,male,1910-02-18,Alexander,,Alexander Frick,,313405333,Alexander Frick,Alexander Frick,Alexander Frick,Alexander Frick,,,"Фрик, Александр","Фрик, Александр",Alexander Frick,,,,1991-10-31,,,,,/m/09rm4q,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,Alexander Frick,,,,,,,,,,,,,,,,,,,,Alexander Frick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Frick,Alexander Frick,21115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q708779,Arthur Brunhart,Артур Брунхарт,Arthur Brunhart,Arthur Brunhart,Arthur Brunhart,Arthur Brunhart,Arthur Brunhart,,Артур Брунхарт,male,1952-01-23,Arthur,Arthur Brunhart,,,,Arthur Brunhart,Arthur Brunhart,Arthur Brunhart,Arthur Brunhart,,,"Брунхарт, Артур","Брунхарт, Артур",,,,,,1075649803,n91011961,,,,,,,,historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q807100,Baptist Quaderer,,Baptist Quaderer,Baptist Quaderer,Baptist Quaderer,Baptist Quaderer,Baptist Quaderer (Politiker),,,male,1893,Baptist,,,,,,,,,,,,,,,,,1931,,,,,,,,,,farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q810045,Basil Vogt,,Basil Vogt,Basil Vogt,Basil Vogt,Basil Vogt,Basil Vogt,,,male,1878-12-10,Basil,,,Basil Vogt,,Basil Vogt,Basil Vogt,Basil Vogt,Basil Vogt,,,,,,,,,1939-08-07,,,,,,,,,Vogt,farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9106974,Josef Biedermann,,Josef Biedermann,Josef Biedermann,Josef Biedermann,Josef Biedermann,Josef Biedermann,,,male,1944-11-26,Josef,,,,,Josef Biedermann,Josef Biedermann,Josef Biedermann,Josef Biedermann,,,,,,,,,,,,,,,,,,,teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
