id,name__zh,name,wikipedia__zh,birth_date,original_wikiname,gender,family_name,name__fr,name__en,name__es,name__de,identifier__ChinaVitae,name__ko,name__ru,name__hu,name__nl,wikipedia__de,wikipedia__en,wikipedia__ko,wikipedia__ru,identifier__freebase,wikipedia__commons,image,name__zh_hans,name__zh_hant,name__zh_hk,name__sv,name__nb,name__ja,name__nds,name__vmf,name__en_ca,name__en_gb,wikipedia__ja,wikipedia__no,wikipedia__sv,name__zh_cn,name__zh_sg,name__zh_tw,death_date,name__fi,wikipedia__fi,name__yue,wikipedia__zh_yue,name__pl,name__mk,name__qu,wikipedia__es,wikipedia__fr,wikipedia__mk,wikipedia__pl,wikipedia__qu,identifier__ISNI,identifier__VIAF,identifier__LCAuth,identifier__NLA,identifier__NUKAT,name__it,wikipedia__it,name__gan_hans,name__gan_hant,name__gan,name__zh_mo,name__zh_my,name__hak,wikipedia__gan,wikipedia__hak,name__eo,identifier__FAST,name__sh,wikipedia__sh,name__cs,name__ca,name__oc,name__id,name__ms,wikipedia__cs,wikipedia__id,wikipedia__ms,wikipedia__simple,identifier__IMDB,given_name,name__cy,name__pt,name__bo,name__fa,wikipedia__fa,name__sl,wikipedia__sl,name__uk,wikipedia__uk,name__mg,wikipedia__mg,name__da,name__nn,wikipedia__nl,name__et,name__br,name__sr,name__ar,name__bg,name__bn,name__he,name__is,name__my,name__pt_br,name__ro,name__sk,name__th,name__tr,name__vi,name__war,name__bcl,name__be,name__de_ch,name__el,name__eu,name__hi,name__jv,name__kk,name__la,name__lv,name__ml,name__mr,name__ta,name__tl,name__sco,name__tg,name__ug,name__hy,name__ckb,name__lb,name__lt,name__sr_ec,name__sr_el,name__af,name__nan,name__ne,name__gsw,name__be_tarask,name__cdo,name__pa,name__wuu,name__ga,name__ur,name__ka,name__lzh,name__tt,name__za,name__as,name__uz,name__ast,name__ie,name__sq,wikipedia__af,wikipedia__als,wikipedia__ar,wikipedia__arwikinews,wikipedia__ast,wikipedia__as,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__bo,wikipedia__br,wikipedia__ca,wikipedia__cdo,wikipedia__ckb,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__eu,wikipedia__ga,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__hy,wikipedia__ie,wikipedia__is,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__ml,wikipedia__mr,wikipedia__my,wikipedia__ne,wikipedia__nn,wikipedia__oc,wikipedia__pa,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__tg,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__trwikiquote,wikipedia__tt,wikipedia__ug,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__wuu,wikipedia__za,wikipedia__zh_min_nan,wikipedia__zhwikiquote,identifier__GND,identifier__BNF,identifier__SUDOC,identifier__NDL,identifier__politifact,identifier__catholic_hierarchy,name__io,name__mn,wikipedia__io,wikipedia__mn,identifier__MusicBrainz,name__arn,identifier__CiNii,identifier__NKC,name__pih,name__nov,identifier__NTA,name__ilo,name__an,name__arz,name__az,name__bar,name__bs,name__cv,name__fy,name__gl,name__hif,name__hr,name__ia,name__lad,name__lij,name__map_bms,name__mwl,name__new,name__os,name__pam,name__pnb,name__roa_tara,name__rue,name__su,name__sw,name__vo,name__xal,name__yi,name__yo,name__ba,name__vep,name__pms,name__ku,name__ce,name__sgs,name__li,name__min,name__jam,name__xmf,wikipedia__an,wikipedia__arz,wikipedia__az,wikipedia__bar,wikipedia__bat_smg,wikipedia__ba,wikipedia__bs,wikipedia__ce,wikipedia__cv,wikipedia__eowikiquote,wikipedia__fy,wikipedia__gl,wikipedia__hif,wikipedia__hr,wikipedia__ia,wikipedia__ilo,wikipedia__jam,wikipedia__ku,wikipedia__lad,wikipedia__lij,wikipedia__li,wikipedia__map_bms,wikipedia__min,wikipedia__mwl,wikipedia__new,wikipedia__os,wikipedia__pam,wikipedia__pms,wikipedia__pnb,wikipedia__roa_tara,wikipedia__rue,wikipedia__su,wikipedia__sw,wikipedia__vep,wikipedia__vo,wikipedia__xal,wikipedia__xmf,wikipedia__yi,wikipedia__yo,wikipedia__zh_classical,identifier__CERL,identifier__moviemeter,identifier__kinopoisk,identifier__AlloCine,identifier__CANTIC,identifier__Munzinger,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__CSFD,identifier__DNF,identifier__NNDB,identifier__KMDb,identifier__discogs,facebook,identifier__IIAF,name__co,name__ty,wikipedia__zhwikisource,name__scn,name__ky,wikipedia__ky,website,identifier__senate_nl,identifier__BNE,name__kana,identifier__CSPAN,identifier__Britannica,identifier__guardian_topic,name__ay,wikipedia__ay,wikipedia__ace,occupation,wikipedia__bxr,name__bxr,name__ace,wikipedia__bi,name__bi,wikipedia__ny,name__ny,name__se,name__sc,name__ceb,name__de_at,name__gd,name__fur,name__frp,name__kg,identifier__nyt_topic,identifier__NLAtrove,wikipedia__enwikisource,identifier__ne_se,name__rm,name__eml,name__dsb,name__mt,name__hsb,name__frr,name__fo,name__vls,name__wa,name__ht,name__pcd,name__ang,wikipedia__ceb,identifier__snac,identifier__quora,identifier__BBC_things,name__or,wikipedia__mai,name__mai,name__ext,wikipedia__am,name__am,wikipedia__dty,identifier__ioc_athlete,wikipedia__km,name__dty,name__km,identifier__BIBSYS,wikipedia__ig,identifier__SELIBR,name__ig,identifier__bigenc_ru,identifier__OLID,identifier__LNB,pseudonym,wikipedia__jawikiquote,wikipedia__hewikiquote,identifier__CONOR,identifier__GNC,wikipedia__bewikiquote,wikipedia__ha,wikipedia__bh,name__aa,name__bm,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__ff,name__fj,name__gn,name__got,name__gv,name__haw,name__hif_latn,name__ho,name__hz,name__ik,name__ike_latn,name__jbo,name__kaa,name__kab,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lg,name__lmo,name__ln,name__lo,name__ltg,name__mh,name__mi,name__mo,name__mus,name__na,name__nah,name__nap,name__nds_nl,name__nrm,name__nso,name__nv,name__om,name__pag,name__pap,name__pdc,name__rmy,name__rn,name__ruq_latn,name__rw,name__sg,name__shi_latn,name__sm,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tpi,name__ts,name__tt_latn,name__tum,name__tw,name__ug_latn,name__ve,name__vec,name__wo,name__xh,name__zea,name__zu,name__bho,name__ha,name__prg,identifier__FIFA,wikipedia__cswikiquote,identifier__GTAA,identifier__songkick,identifier__NLC,wikipedia__or,wikipedia__sat,wikipedia__sd,name__sat,name__sd,wikipedia__nlwikinews,wikipedia__itwikiquote,identifier__NSK,identifier__NLI,wikipedia__idwikiquote,identifier__DLCM
Q48645526,王超,,王超 (企业家),,,,Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48645527,刘志强,,刘志强 (广东),1964-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5090709,陈昌智,Chen Changzhi,陈昌智,1945-07,,male,Chen,Chen Changzhi,Chen Changzhi,Chen Changzhi,Chen Changzhi,746,천창즈,Чэнь Чанчжи,Chen Changzhi,Chen Changzhi,,Chen Changzhi,천창즈,Чэнь Чанчжи,,,https://upload.wikimedia.org/wikipedia/commons/d/dc/Chen_Changzhi.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5090897,陈斯喜,Chen Sixi,陈斯喜,1958,,male,Chen,Chen Sixi,Chen Sixi,,Chen Sixi,4417,,,,Chen Sixi,,Chen Sixi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5105591,蔡素玉,Choy So-yuk,蔡素玉,1950-10-10,,female,Cai,Choy So-yuk,Choy So-yuk,Choy So-yuk,Choy So-yuk,,,,Choy So-yuk,Choy So-yuk,,Choy So-yuk,,,,,,蔡素玉,蔡素玉,蔡素玉,,,,,,,,,,,蔡素玉,蔡素玉,蔡素玉,,,,蔡素玉,蔡素玉,,,,,,,,,,,,,,,,,,,蔡素玉,蔡素玉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔡素玉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
Q51079058,陈喜庆,,陈喜庆,,,,Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q51112658,王力,,王力 (1953年),1953,,,Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5256913,邓昌友,Deng Changyou,邓昌友,1947,,male,Deng,Deng Changyou,Deng Changyou,Deng Changyou,Deng Changyou,2145,,Дэн Чанъю,Deng Changyou,Deng Changyou,,Deng Changyou,,Дэн Чанъю,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deng Changyou,Deng Changyou,,,,,,,,,,,,,,,,,,,,,,Đặng Xương Hữu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đặng Xương Hữu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5310048,杜德印,Du Deyin,杜德印,1951,,male,Du,Du Deyin,Du Deyin,Du Deyin,Du Deyin,2121,,,Du Deyin,Du Deyin,,Du Deyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Du Deyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5396554,二月河,Eryue He,二月河,1945-11-03,,male,Ling,Eryue He,Eryue He,Eryue He,Eryue He,,,,,Eryue He,,Eryue He,,,,,,,,,,,二月河,,,,,二月河,,,,,,2018-12-15,,,二月河,二月河,,,,,,,,,0000 0000 8414 3965,117955835,n87865628,,n2014148263,,,,,,,,,,,,203840,,,Er-jüe Che,Eryue He,,,,,,,,,,,,,,,,,Ерюе Хе,Ерюе Хе,,,,,,,,,,,,,,,,,,,,Nhị Nguyệt Hà,,,,,,,,,,,,,,,,,,,,,Eryue He,,,,,,,,,,,二月河,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhị Nguyệt Hà,,二月河,,,,1024308669,,,,,,,,,,,,,,,,143647830,,,,,,,,,Eryue He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073584,,,,,,,Er Yuehe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q551462,陈全国,Chen Quanguo,陈全国,1955-11,,male,Chen,Chen Quanguo,Chen Quanguo,,Chen Quanguo,4310,천취안궈,Чэнь Цюаньго,,Chen Quanguo,Chen Quanguo,Chen Quanguo,천취안궈,Чэнь Цюаньго,/m/0r3v3zd,,,陈全国,陳全國,陳全國,,Chen Quanguo,陳全国(zh),,,,,,Chen Quanguo,,,,,,,,,,,,,,Chen Quanguo,,,,,1279145857010322920738,n2016009937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trần Toàn Quốc,,,,,,,,,,,,,,,,,,چېن چۈەنگو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Категория:Чэнь Цюаньго,,,,,,,,,,,,,,چېن چۈەنگو,,,,Trần Toàn Quốc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5613125,顾海良,Gu Hailiang,顾海良,1951-01,,male,Gu,Gu Hailiang,Gu Hailiang,Gu Hailiang,Gu Hailiang,,,,,Gu Hailiang,,Gu Hailiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5619614,郭树清,Guo Shuqing,郭树清,1956,,male,Guo,Guo Shuqing,Guo Shuqing,Guo Shuqing,Guo Shuqing,332,궈수칭,,Guo Shuqing,Guo Shuqing,,Guo Shuqing,궈수칭,,,Category:Guo Shuqing,https://upload.wikimedia.org/wikipedia/commons/8/8b/Guo_Shuqing_at_2008_World_Economic_Forum_on_Latin_America.jpg,,,,,,郭樹清,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 6372 6002,18753843,,,,Guo Shuqing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quách Thụ Thanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quách Thụ Thanh,,,,,,17183352X,,,,,,,,,,,,,,,,151817936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guo-Shuqing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5925739,黄献中,Huang Xianzhong,黄献中,1947,,male,Huang,Huang Xianzhong,Huang Xianzhong,Huang Xianzhong,Huang Xianzhong,4207,,,Huang Xianzhong,Huang Xianzhong,,Huang Xianzhong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoàng Hiến Trung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoàng Hiến Trung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5925757,黄兴国,Huang Xingguo,黄兴国,1954-10,,male,Huang,Huang Xingguo,Huang Xingguo,Huang Xingguo,Huang Xingguo,2230,황싱궈,Хуан Синго,,Huang Xingguo,,Huang Xingguo,황싱궈,Хуан Синго,/m/03h2q9q,Category:Huang Xingguo,https://upload.wikimedia.org/wikipedia/commons/e/e9/Huang_Xingguo_2010.jpg,黄兴国,黃興國,黃興國,,,黄興国,,,,,黄興国,,,黄兴国,黄兴国,黃興國,,,,黃興國,,Huang Xingguo,,,,Huang Xingguo,,,,,,,,,,,,,,黃興國,黄兴国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoàng Hưng Quốc,,,,,,,,,,,,,,,,Huang Xingguo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoàng Hưng Quốc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
