id,name__en,name__de,name__it,name__nl,name__fr,name,wikipedia__en,gender,occupation,death_date,original_wikiname,name__yo,wikipedia__yo,birth_date,given_name,name__new,wikipedia__new,identifier__VIAF,image,identifier__LCAuth,identifier__FAST,identifier__freebase,name__es,name__nb,name__tr,name__ru,name__da,name__nn,name__sv,name__hu,wikipedia__de,wikipedia__no,wikipedia__ru,wikipedia__tr,name__zh_hant,name__zh_cn,name__cy,name__gl,wikipedia__it,wikipedia__sv,wikipedia__fr,identifier__NPG,identifier__hansard,name__ca,wikipedia__ca,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,website,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__simple,wikipedia__commons,identifier__nass,wikipedia__ha,name__ha,wikipedia__ig,name__ig,name__sl,identifier__rush,family_name,wikipedia__vi,identifier__GTAA,wikipedia__id,twitter,identifier__google_knowledge,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__fi,name__ja,name__zh_hans,name__zh,name__he,name__ar,wikipedia__ar,identifier__PACE
Q35539162,Azubago Ifeanyi,,,,,Azubago Ifeanyi,,,politician,,,,,,,,,,,,,,Azubago Ifeanyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,
Q35539173,Muhd Lawal,,,,,Muhd Lawal,,,politician,,,,,,,,,,,,,,Muhd Lawal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,,,,,,,,,,,,,,,,,,,,,,
Q35539187,Oninubuariri Obinna,,,,,Oninubuariri Obinna,,,politician,,,,,,,,,,,,,,Oninubuariri Obinna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,,,,,,,,,,,,,,,,,,,,,,
Q35539198,Aminu Isa,,,,,Aminu Isa,,,politician,,,,,,,,,,,,,,Aminu Isa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,,,,,,,,,,,,,,,,,,,,,,
Q35539211,Solomon Adaelu,,,,,Solomon Adaelu,,,politician,,,,,,,,,,,,,,Solomon Adaelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,,,,,,,,,,,,,,,,,,,,,,
Q35539224,Babangida Ibrahim,,,,,Babangida Ibrahim,,,politician,,,,,,,,,,,,,,Babangida Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,,,,,,,,,,,,,,,,,,,,,,
Q35539236,Oluwarotimi Agunsoye,,,,,Oluwarotimi Agunsoye,,,politician,,,,,,,,,,,,,,Oluwarotimi Agunsoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,,,,,,,,,,,,,,,,,,,,,,
Q35539248,Mohammed Sanda,,,,,Mohammed Sanda,,male,politician,,,,,,Mohammed,,,,,,,,Mohammed Sanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,,,,
Q35539259,Yahaya Chado,,,,,Yahaya Chado,,,politician,,,,,,,,,,,,,,Yahaya Chado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,,,,,,,,,,,,,,,,,,,,,,
Q35539272,Muhammad Usman,,,,,Muhammad Usman,,male,politician,,,,,,,,,,,,,,Muhammad Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,,,,,,,,,,,,,,,,,,,,,,
Q35539282,Fulata Abubakar,,,,,Fulata Abubakar,,,politician,,,,,,,,,,,,,,Fulata Abubakar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,,,,,,,,,,,,,,,,,,,,,,
Q35539294,Uko Nkole,,,,,Uko Nkole,,,politician,,,,,,,,,,,,,,Uko Nkole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,,,,,,
Q35539303,Sopuluchukwu Ezeonwuka,,,,,Sopuluchukwu Ezeonwuka,,,politician,,,,,,,,,,,,,,Sopuluchukwu Ezeonwuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,,,,,,,,,,,,,,,,,,,,,,
Q35539317,Darlington Nwokocha,,,,,Darlington Nwokocha,,,politician,,,,,,,,,,,,,,Darlington Nwokocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,
Q35539330,Okon Michael,,,,,Okon Michael,,male,politician,,,,,,,,,,,,,,Okon Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,,,,,,,,,,,,,,,,,,,,,,
Q35539342,Adamu Kamale,,,,,Adamu Kamale,,,politician,,,,,,,,,,,,,,Adamu Kamale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,,,,,,,,,,,,,,,,,,,,,,
Q35539352,Jika Haliru,,,,,Jika Haliru,,,politician,,,,,,,,,,,,,,Jika Haliru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,,,,,,,,,,,,,,,,,,,,,,
Q35539361,Ahmed Abu,,,,,Ahmed Abu,,,politician,,,,,,,,,,,,,,Ahmed Abu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,,,,,,,,,,,,,,,,,,,,,,
Q35539368,Mohammed Onawo,,,,,Mohammed Onawo,,male,politician,,,,,,Mohammed,,,,,,,,Mohammed Onawo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,,,,,,,,,,,,,,,,,,,,,,
Q35539376,Mustapha Bala,,,,,Mustapha Bala,,male,politician,,,,,,,,,,,,,,Mustapha Bala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,,,,,,,,,,,,,,,,,,,,,,
Q35539386,Douye Diri,,,,,Douye Diri,,,politician,,,,,,,,,,,,,,Douye Diri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719,,,,,,,,,,,,,,,,,,,,,,
Q35539394,Adams Jagaba,,,,,Adams Jagaba,,,politician,,,,,,,,,,,,,,Adams Jagaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,,,,,,,,,,,,,,,,,,,,,,
Q35539407,Yusuf Tijani,,,,,Yusuf Tijani,,,politician,,,,,,,,,,,,,,Yusuf Tijani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,,,,,,,,,,,,,,,,,,,,,,
Q35539419,Muhammed Ali,,,,,Muhammed Ali,,male,politician,,,,,,,,,,,,,,Muhammed Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,,,,,,,,,,,,,,,,,,
Q35539429,Fakeye Olufemi,,,,,Fakeye Olufemi,,,politician,,,,,,,,,,,,,,Fakeye Olufemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,,,,,,,,,,,,,,,,,,,,,,
Q35539437,Abubakar Lado,,,,,Abubakar Lado,,,politician,,,,,,,,,,,,,,Abubakar Lado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,,,,,,,,,,,,,,,,,,,,,
Q35539447,Sulaiman Romo,,,,,Sulaiman Romo,,,politician,,,,,,,,,,,,,,Sulaiman Romo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,,,,,,,,,,,,,,,,,,,,,,
Q35539457,Olamide Oni,,,,,Olamide Oni,,,politician,,,,,,,,,,,,,,Olamide Oni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,,,,,,,,,,,,,,,,,,,,,,
Q35539466,Dayyabu Ahmed,,,,,Dayyabu Ahmed,,,politician,,,,,,,,,,,,,,Dayyabu Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,,,,,,,,,,,,,,,,,,,,,,
Q35539474,Lawal B/tudu,,,,,Lawal B/tudu,,,politician,,,,,,,,,,,,,,Lawal B/tudu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,
Q35539482,Isa Mohammed,,,,,Isa Mohammed,,,politician,,,,,,,,,,,,,,Isa Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,,,,,,,,,,,,,,,,,,,,,,
Q35539491,Ali Isa,,,,,Ali Isa,,,politician,,,,,,,,,,,,,,Ali Isa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,
Q35539499,Orker-jev Yisa,,,,,Orker-jev Yisa,,,politician,,,,,,,,,,,,,,Orker-jev Yisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,,,,,,,,,,,,,,,,,,,,,,
Q35539511,Balarabe Abdullahi,,,,,Balarabe Abdullahi,,,politician,,,,,,,,,,,,,,Balarabe Abdullahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,,,,,,,,,,,,,,,,,,,,,,
Q35539522,Edim Eta,,,,,Edim Eta,,,politician,,,,,,,,,,,,,,Edim Eta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,,,,,,,,,,,,,,,,,,,,,,
Q35539530,Jephthah Foingha,,,,,Jephthah Foingha,,,politician,,,,,,,,,,,,,,Jephthah Foingha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,,,,,,,,,,,,,,,,,,,,,,
Q35539542,Yusuf Saidu,,,,,Yusuf Saidu,,,politician,,,,,,,,,,,,,,Yusuf Saidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,,,,,,,,,,,,,,,,,,,,,,
Q35539553,Garba Sabo,,,,,Garba Sabo,,,politician,,,,,,,,,,,,,,Garba Sabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,,,,,,,,,,,,,,,,,,,,,,
Q35539560,Salisu Koko,,,,,Salisu Koko,,,politician,,,,,,,,,,,,,,Salisu Koko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757,,,,,,,,,,,,,,,,,,,,,,
Q35539569,Muhammad Jega,,,,,Muhammad Jega,,male,politician,,,,,,,,,,,,,,Muhammad Jega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,,,,,,,,,,,,,,,,,,,,,,
Q35539579,Yakub Balogun,,,,,Yakub Balogun,,,politician,,,,,,,,,,,,,,Yakub Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,,,,,,,,,,,,,,,,,,,,,,
Q35539590,Saadu Nabunkan,,,,,Saadu Nabunkan,,,politician,,,,,,,,,,,,,,Saadu Nabunkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,
Q35539599,D Boma,,,,,D Boma,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,,,,,,,,,,,,,,,,,,,,,,
Q35539610,Muhammad Abdu,,,,,Muhammad Abdu,,male,politician,,,,,,,,,,,,,,Muhammad Abdu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,,,,,,,,,,,,,,,,,,,,,,
Q35539620,Mohammed Danlami,,,,,Mohammed Danlami,,male,politician,,,,,,Mohammed,,,,,,,,Mohammed Danlami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,,,,,,,,,,,,,,,,,,,,,,
Q35539631,Adamu Gurai,,,,,Adamu Gurai,,,politician,,,,,,,,,,,,,,Adamu Gurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,
Q35539642,Olufunke Adedoyin,,,,,Olufunke Adedoyin,,,politician,,,,,,,,,,,,,,Olufunke Adedoyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,,,,,,,,,,,,,,,,,,,,,,
Q35539653,Abdulmumin Jibrin,,,,,Abdulmumin Jibrin,,,politician,,,,,,,,,,,,,,Abdulmumin Jibrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,,,,,,,,,,,,,,,,,,,,,,
Q35539661,Samuel Onuigbo,,,,,Samuel Onuigbo,,male,politician,,,,,,Samuel,,,,,,,,Samuel Onuigbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,,,,,,,,,,,,,,,,,,,,,,
Q35539674,Sergius Ogun,,,,,Sergius Ogun,,,politician,,,,,,,,,,,,,,Sergius Ogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,,,,,,,,,,,,,,,,,,,,,,
Q35539686,Musa Sarkin,,,,,Musa Sarkin,,,politician,,,,,,,,,,,,,,Musa Sarkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,,,,,,,,,,,,,,,,,,,,,,
Q35539699,Adekunle Abdulkabir Akinlade,,,,,Adekunle Abdulkabir Akinlade,,,politician,,,,,,Adekunle,,,,,,,,Adekunle Abdulkabir Akinlade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,,,,,,,,,,,,,,,,,,,,,,
Q35539721,Ibrahim Isiaka,,,,,Ibrahim Isiaka,,male,politician,,,,,,,,,,,,,,Ibrahim Isiaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,,,,,,,,,,,,,,,,,,,,,,
Q35539733,Ayo Omidiran,,,,,Ayo Omidiran,,,politician,,,,,,,,,,,,,,Ayo Omidiran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,,,,,,,,,,,,,,,,,,,,,,
Q35539745,Mutiu Shadimu,,,,,Mutiu Shadimu,,,politician,,,,,,,,,,,,,,Mutiu Shadimu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,,,,,,,,,,,,,,,,,,,,,,
Q35539756,Amiruddin Tukur,,,,,Amiruddin Tukur,,,politician,,,,,,,,,,,,,,Amiruddin Tukur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,
Q35539769,Chukwuka Onyema,,,,,Chukwuka Onyema,,,politician,,,,,,,,,,,,,,Chukwuka Onyema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,,,,,,,,,,,,,,,,,,,,,,
Q35539780,Henry Nwawuba,,,,,Henry Nwawuba,,male,politician,,,,,,Henry,,,,,,,,Henry Nwawuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,,,,,,,,,,,,,,,,,,,,,,
Q35539790,Emmanuel Ombugadu,,,,,Emmanuel Ombugadu,David Emmanuel Ombugadu,male,politician,,David Emmanuel Ombugadu,,,,Emmanuel,,,,,,,,Emmanuel Ombugadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,,,,,,,,,,,,,,,,,,,,,,
Q35539804,Babajimi Benson,,,,,Babajimi Benson,,,politician,,,,,,,,,,,,,,Babajimi Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,,,,,,,Benson,,,,,,,,,,,,,,,
Q35539816,Gaza Gbefwi,,,,,Gaza Gbefwi,,,politician,,,,,,,,,,,,,,Gaza Gbefwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,,,,,,,,,,,,,,,,,,,,,,
Q35539827,Simon Arabo,,,,,Simon Arabo,,,politician,,,,,,,,,,,,,,Simon Arabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,,,,,,,,,,,,,,,,,,,,,,
Q35539838,Effiong Daniel,,,,,Effiong Daniel,,male,politician,,,,,,,,,,,,,,Effiong Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,,,,,,,,,,,,,,,,,,,,,,
Q35539853,Mohammed Zakari,,,,,Mohammed Zakari,,male,politician,,,,,,Mohammed,,,,,,,,Mohammed Zakari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,,,,,,,,,,,,,,,,,,,,,,
Q35539863,Olabode Ayorinde,,,,,Olabode Ayorinde,,,politician,,,,,,,,,,,,,,Olabode Ayorinde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,,,,,,,,,,,,,,,,,,,,,,
Q35539872,Yayaha Suleiman,,,,,Yayaha Suleiman,,,politician,,,,,,,,,,,,,,Yayaha Suleiman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,,,,,,,,,,,,,,,,,,,,,,
Q35539882,Awaji-inombek Abiante,,,,,Awaji-inombek Abiante,,,politician,,,,,,,,,,,,,,Awaji-inombek Abiante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,,,,,,,,,,,,,,,,,,,,,,
Q35539892,Mahhud Maina,,,,,Mahhud Maina,,,politician,,,,,,,,,,,,,,Mahhud Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,
Q35539906,Sylvester Ogbaga,,,,,Sylvester Ogbaga,,male,politician,,,,,,,,,,,,,,Sylvester Ogbaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,,,,,,,,,,,,,,,,,,,,,,
Q35539919,Memga Emmanuel,,,,,Memga Emmanuel,,,politician,,,,,,,,,,,,,,Memga Emmanuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,,,,,,,,,,,,,,,,,,,,,,
Q35539932,Da'u Magaji,,,,,Da'u Magaji,,,politician,,,,,,,,,,,,,,Da'u Magaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,,,,,,,,,,,,,,,,,,,,,,
Q35539944,Akinloye Babajide,,,,,Akinloye Babajide,,,politician,,,,,,,,,,,,,,Akinloye Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,
Q35539970,Garba Umar,,,,,Garba Umar,,,politician,,,,,,,,,,,,,,Garba Umar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,,,,,,,,,,,,,,,,,,,,,,
